id,GeneSymbol,gene_source,gene_biotype,Chr,Start,End,Strand
ENSDARG00000092097,CR749763.1,havana,processed_transcript,4,16040114,16042158,-
ENSDARG00000113342,CR749763.6,havana,processed_transcript,4,16042239,16046776,+
ENSDARG00000097811,BX324126.1,havana,lincRNA,4,49819352,49820656,-
ENSDARG00000116640,CR749763.7,havana,processed_transcript,4,16051600,16055777,+
ENSDARG00000113663,BX649423.2,havana,processed_transcript,4,16060556,16064736,+
ENSDARG00000101775,zgc:172014,ensembl_havana,protein_coding,4,30775376,30780676,+
ENSDARG00000112642,BX649423.1,havana,processed_transcript,4,16069577,16073135,+
ENSDARG00000090160,zgc:173709,ensembl_havana,protein_coding,4,49821234,49952636,-
ENSDARG00000045758,cracr2ab,ensembl_havana,protein_coding,4,11135048,11148941,+
ENSDARG00000096491,si:ch211-73m21.1,havana,protein_coding,4,41202536,41209037,-
ENSDARG00000097971,BX957251.1,havana,lincRNA,4,49942510,49943217,+
ENSDARG00000045760,prmt8b,ensembl_havana,protein_coding,4,11144600,11165961,-
ENSDARG00000096484,si:ch211-181p13.2,havana,lincRNA,4,41216522,41223838,+
ENSDARG00000031346,rbm17,ensembl_havana,protein_coding,4,25497104,25515591,-
ENSDARG00000024211,ifng1,ensembl_havana,protein_coding,4,13507584,13509946,-
ENSDARG00000096461,CR382294.1,havana,lincRNA,4,41212032,41226672,-
ENSDARG00000099327,zgc:174944,ensembl_havana,protein_coding,4,76291003,76303301,-
ENSDARG00000017661,braf,ensembl_havana,protein_coding,4,12074776,12102036,-
ENSDARG00000007523,kmt2e,ensembl_havana,protein_coding,4,22424451,22472653,-
ENSDARG00000045671,ifng1r,ensembl_havana,protein_coding,4,13517446,13518381,-
ENSDARG00000045672,il26,ensembl_havana,protein_coding,4,13535054,13538714,-
ENSDARG00000098115,si:dkey-178j11.5,ensembl_havana,protein_coding,4,30785713,30809237,+
ENSDARG00000091561,si:dkey-156k2.4,ensembl_havana,protein_coding,4,49969199,49987980,-
ENSDARG00000026839,med21,ensembl_havana,protein_coding,4,1757462,1759555,+
ENSDARG00000088961,si:dkey-16p19.5,ensembl_havana,protein_coding,4,50153271,50158550,-
ENSDARG00000089179,si:dkey-16p6.1,ensembl_havana,protein_coding,4,50260361,50280956,+
ENSDARG00000093424,znf1135,havana,protein_coding,4,50293905,50301837,-
ENSDARG00000101374,si:dkey-11n14.1,ensembl_havana,protein_coding,4,30884012,31064584,-
ENSDARG00000088616,si:ch211-152l15.2,ensembl_havana,protein_coding,4,50201633,50301790,-
ENSDARG00000045544,hgfa,ensembl_havana,protein_coding,4,19710657,19742303,-
ENSDARG00000115818,znf1099,havana,protein_coding,4,30925543,30931296,-
ENSDARG00000077356,sypl1,ensembl_havana,protein_coding,4,3389866,3398385,+
ENSDARG00000045673,il22,ensembl_havana,protein_coding,4,13544595,13548806,-
ENSDARG00000097907,CU928083.1,havana,antisense,4,3396322,3405050,-
ENSDARG00000012684,atp2b1a,ensembl_havana,protein_coding,4,16076719,16124419,-
ENSDARG00000093557,BX842699.1,havana,lincRNA,4,8709082,8735591,-
ENSDARG00000092583,si:dkey-16p19.5,havana,protein_coding,4,41227127,41237028,+
ENSDARG00000101849,adipor2,ensembl_havana,protein_coding,4,8670662,8711031,+
ENSDARG00000091477,znf1066,ensembl_havana,protein_coding,4,50305577,50316818,+
ENSDARG00000113005,si:dkey-47k16.4,havana,protein_coding,4,31085014,31095639,+
ENSDARG00000045675,mdm1,ensembl_havana,protein_coding,4,13551400,13567516,-
ENSDARG00000096065,si:dkey-156k2.7,havana,protein_coding,4,50401133,50402316,+
ENSDARG00000099699,BX649620.1,havana,lincRNA,4,31095829,31097622,-
ENSDARG00000096481,si:dkey-16p19.8,havana,protein_coding,4,41311345,41313146,+
ENSDARG00000001781,tspan11,ensembl_havana,protein_coding,4,11172964,11198055,+
ENSDARG00000069555,CR388165.1,ensembl_havana,unprocessed_pseudogene,4,41315144,41318590,-
ENSDARG00000116546,znf987,havana,protein_coding,4,41385580,41401765,+
ENSDARG00000016979,pmpcb,ensembl_havana,protein_coding,4,1761029,1771308,+
ENSDARG00000096114,BX784029.2,havana,antisense,4,11179509,11186936,-
ENSDARG00000099595,BX088603.2,havana,processed_transcript,4,41449611,41451378,-
ENSDARG00000092596,si:dkeyp-44d3.1,havana,protein_coding,4,41471349,41478148,+
ENSDARG00000100479,si:dkey-43f9.4,ensembl_havana,protein_coding,4,31247968,31311955,-
ENSDARG00000103186,si:ch73-389k6.1,ensembl_havana,protein_coding,4,76304911,76335199,+
ENSDARG00000098143,si:dkey-57l19.1,ensembl_havana,protein_coding,4,31293362,31295322,+
ENSDARG00000070477,dnajc2,ensembl_havana,protein_coding,4,1766333,1785120,-
ENSDARG00000087743,si:dkey-156k2.8,havana,protein_coding,4,50410452,50414313,+
ENSDARG00000094888,znf1061,ensembl_havana,protein_coding,4,50426233,50434519,-
ENSDARG00000117132,BX663613.1,havana,protein_coding,4,50463619,50480048,+
ENSDARG00000106667,znf977,havana,protein_coding,4,50572302,50573195,+
ENSDARG00000110946,znf1110,havana,protein_coding,4,50701550,50722304,-
ENSDARG00000045490,ndufb2,ensembl_havana,protein_coding,4,22480169,22483131,+
ENSDARG00000089860,atxn7l1,havana,protein_coding,4,3438510,3446758,+
ENSDARG00000101960,si:dkeyp-44d3.3,havana,protein_coding,4,41516714,41523413,-
ENSDARG00000097073,CU928073.1,havana,antisense,4,3446011,3456102,-
ENSDARG00000039843,znf800b,ensembl_havana,protein_coding,4,3455146,3475397,+
ENSDARG00000093994,znf1058,havana,protein_coding,4,50726871,50740270,+
ENSDARG00000089159,acot14,ensembl_havana,protein_coding,4,25607101,25620734,+
ENSDARG00000104064,si:ch211-127b6.2,ensembl_havana,protein_coding,4,31327980,31412964,+
ENSDARG00000096037,si:ch211-214j24.14,havana,protein_coding,4,5249494,5253973,+
ENSDARG00000096222,si:ch211-245n8.4,havana,protein_coding,4,50755309,50759477,-
ENSDARG00000094034,znf1045,havana,protein_coding,4,50776144,50788075,-
ENSDARG00000014804,cacna2d1a,ensembl_havana,protein_coding,4,19768679,19884440,-
ENSDARG00000018111,kdm7aa,ensembl_havana,protein_coding,4,22484830,22519525,-
ENSDARG00000096218,BX784029.3,havana,lincRNA,4,11202941,11238022,+
ENSDARG00000102370,znf1094,havana,protein_coding,4,41528590,41535403,+
ENSDARG00000101916,si:dkeyp-44d3.5,ensembl_havana,protein_coding,4,41555642,41582922,-
ENSDARG00000096131,BX649349.2,havana,lincRNA,4,11245332,11248285,-
ENSDARG00000088181,mpped1,ensembl_havana,protein_coding,4,8849816,8903240,-
ENSDARG00000015931,snap91b,ensembl_havana,protein_coding,4,5260941,5302866,-
ENSDARG00000094177,si:ch211-208f21.2,havana,protein_coding,4,50891961,50897272,+
ENSDARG00000102473,zgc:171673,ensembl_havana,protein_coding,4,76336061,76348088,+
ENSDARG00000045850,ccdc167,ensembl_havana,protein_coding,4,5255041,5273838,+
ENSDARG00000110696,AL590152.1,havana,processed_transcript,4,31427055,31427837,+
ENSDARG00000114172,znf996,ensembl_havana,protein_coding,4,31450683,31501083,+
ENSDARG00000094545,BX649349.1,havana,lincRNA,4,11285929,11289783,+
ENSDARG00000103143,si:dkey-19c16.12,ensembl_havana,protein_coding,4,31535449,31795106,-
ENSDARG00000101690,si:ch73-158p21.2,havana,protein_coding,4,76349919,76361982,+
ENSDARG00000077220,si:ch211-208f21.3,ensembl_havana,protein_coding,4,50920712,50933168,-
ENSDARG00000103998,BX548173.1,havana,unprocessed_pseudogene,4,31634604,31647456,-
ENSDARG00000109821,si:dkey-156j15.1,havana,protein_coding,4,50970601,50975882,+
ENSDARG00000099475,CR855306.1,havana,processed_transcript,4,41675203,41680481,-
ENSDARG00000104211,BX548173.2,havana,processed_transcript,4,31555894,31557401,-
ENSDARG00000103229,si:dkey-265e15.5,ensembl_havana,protein_coding,4,31535449,31699842,-
ENSDARG00000099561,BX088603.1,havana,processed_transcript,4,41602678,41613776,-
ENSDARG00000098071,znf1049,havana,protein_coding,4,41770710,41780340,-
ENSDARG00000113626,znf976,ensembl_havana,protein_coding,4,41598006,41772315,-
ENSDARG00000100061,si:dkey-16p6.1,ensembl_havana,protein_coding,4,31653917,31700186,-
ENSDARG00000101030,si:ch73-158p21.3,ensembl_havana,protein_coding,4,76362874,76370661,-
ENSDARG00000102316,si:dkey-237m9.2,havana,protein_coding,4,41789497,41798887,+
ENSDARG00000077654,grm8a,ensembl_havana,protein_coding,4,3478049,3745093,+
ENSDARG00000102098,CR954226.2,havana,lincRNA,4,41994717,41998697,+
ENSDARG00000114894,znf1026,ensembl_havana,protein_coding,4,51026304,51045333,-
ENSDARG00000102837,znf1145,havana,protein_coding,4,42009286,42015883,-
ENSDARG00000102542,si:ch211-268b14.2,ensembl_havana,protein_coding,4,41834258,41847025,+
ENSDARG00000057983,svopl,ensembl_havana,protein_coding,4,9769050,9781132,-
ENSDARG00000098281,si:dkey-237m9.1,ensembl_havana,protein_coding,4,41816778,42014474,-
ENSDARG00000070546,msgn1,ensembl_havana,protein_coding,4,306036,308006,+
ENSDARG00000102357,CR854899.1,havana,processed_transcript,4,41915340,41926697,+
ENSDARG00000045676,calua,ensembl_havana,protein_coding,4,13568469,13576215,+
ENSDARG00000034300,sema3c,ensembl_havana,protein_coding,4,22613625,22652944,+
ENSDARG00000045522,acot15,ensembl_havana,protein_coding,4,25627147,25647986,+
ENSDARG00000020015,mrps33,ensembl_havana,protein_coding,4,12102267,12106039,-
ENSDARG00000101675,zgc:123107,ensembl_havana,protein_coding,4,76377227,76383262,-
ENSDARG00000019235,sema3aa,ensembl_havana,protein_coding,4,11311315,11368490,+
ENSDARG00000063097,scube1,ensembl_havana,protein_coding,4,8906893,9008851,-
ENSDARG00000045914,si:ch211-51e12.7,ensembl_havana,protein_coding,4,308688,317971,+
ENSDARG00000100311,si:dkey-165e24.1,ensembl_havana,protein_coding,4,51542447,51598177,+
ENSDARG00000105724,FP074874.2,havana,lincRNA,4,76387059,76387963,-
ENSDARG00000105810,FP074874.3,havana,lincRNA,4,76390924,76391931,-
ENSDARG00000104208,zgc:172128,ensembl_havana,protein_coding,4,76426421,76430594,+
ENSDARG00000102679,FP074874.1,ensembl_havana,protein_coding,4,76403698,76413981,+
ENSDARG00000101883,zgc:172128,ensembl_havana,protein_coding,4,76403698,76439984,+
ENSDARG00000100294,zgc:113209,ensembl_havana,protein_coding,4,76416268,76425444,+
ENSDARG00000045677,opn1sw1,ensembl_havana,protein_coding,4,13577665,13580348,-
ENSDARG00000100578,si:dkeyp-90h9.1,ensembl_havana,protein_coding,4,51669730,51693601,-
ENSDARG00000006747,tmem178b,ensembl_havana,protein_coding,4,12111154,12239160,+
ENSDARG00000104852,si:ch211-142b24.8,ensembl_havana,protein_coding,4,42019169,42028856,+
ENSDARG00000094980,CR792454.1,havana,antisense,4,12122794,12224810,-
ENSDARG00000056938,kera,ensembl_havana,protein_coding,4,16337156,16345227,-
ENSDARG00000100640,BX321870.2,havana,processed_pseudogene,4,51876285,51876639,+
ENSDARG00000001912,drd4-rs,ensembl_havana,protein_coding,4,19946294,20027571,-
ENSDARG00000014572,chpt1,ensembl_havana,protein_coding,4,17707008,17725008,-
ENSDARG00000056950,epyc,ensembl_havana,protein_coding,4,16317296,16334362,-
ENSDARG00000104412,si:dkey-72l17.5,ensembl_havana,protein_coding,4,31943831,31993242,-
ENSDARG00000032639,cd36,ensembl_havana,protein_coding,4,22658472,22671469,-
ENSDARG00000100632,BX649328.1,havana,processed_transcript,4,31949672,31954027,+
ENSDARG00000103346,si:dkeyp-85d8.5,havana,protein_coding,4,42031217,42039794,-
ENSDARG00000033296,gpr37b,ensembl_havana,protein_coding,4,3980247,3998490,+
ENSDARG00000045878,nudt4b,ensembl_havana,protein_coding,4,1788748,1801619,-
ENSDARG00000098519,BX321870.1,havana,lincRNA,4,51971787,51980768,+
ENSDARG00000100164,si:dkey-16p6.1,ensembl_havana,protein_coding,4,76440462,76450637,+
ENSDARG00000056954,si:dkeyp-38g8.5,ensembl_havana,protein_coding,4,16315692,16319762,+
ENSDARG00000089142,zgc:113119,ensembl_havana,protein_coding,4,76455044,76465632,+
ENSDARG00000099626,BX908721.1,havana,unprocessed_pseudogene,4,52031199,52053105,+
ENSDARG00000045877,ube2nb,ensembl_havana,protein_coding,4,1809562,1818315,-
ENSDARG00000098406,si:dkey-22a18.2,ensembl_havana,protein_coding,4,52050410,52083748,-
ENSDARG00000077205,zgc:153116,ensembl_havana,protein_coding,4,76466751,76474716,+
ENSDARG00000029105,ftr51,ensembl_havana,protein_coding,4,76468839,76494299,-
ENSDARG00000006283,waslb,ensembl_havana,protein_coding,4,4079418,4111767,+
ENSDARG00000068701,gpr85,ensembl_havana,protein_coding,4,6643421,6647605,+
ENSDARG00000097967,BX950217.1,havana,lincRNA,4,6678443,6692416,+
ENSDARG00000110658,zgc:174696,ensembl_havana,protein_coding,4,42065748,42074960,-
ENSDARG00000069292,acot16,ensembl_havana,protein_coding,4,25651720,25666835,+
ENSDARG00000103441,znf1060,ensembl_havana,protein_coding,4,42078825,42091242,+
ENSDARG00000101475,BX649328.2,havana,lincRNA,4,32042094,32042540,-
ENSDARG00000045541,gcc1,ensembl_havana,protein_coding,4,20063279,20069493,+
ENSDARG00000045542,lamtor4,ensembl_havana,protein_coding,4,20051478,20054583,+
ENSDARG00000103675,CR854948.1,havana,processed_transcript,4,42140245,42141546,-
ENSDARG00000045543,atp6v1f,ensembl_havana,protein_coding,4,20049260,20063234,-
ENSDARG00000103689,znf1148,havana,protein_coding,4,42152636,42171503,-
ENSDARG00000105173,si:ch211-142b24.2,havana,protein_coding,4,42175261,42193479,+
ENSDARG00000068705,tmem168a,ensembl_havana,protein_coding,4,6735053,6749412,+
ENSDARG00000045680,tnpo3,ensembl_havana,protein_coding,4,13586455,13605158,+
ENSDARG00000012435,spic,ensembl_havana,protein_coding,4,17807837,17812131,-
ENSDARG00000087438,spi2,ensembl_havana,protein_coding,4,17801328,17805128,-
ENSDARG00000097601,CT868708.1,havana,antisense,4,17793013,17823782,+
ENSDARG00000094593,BX890572.1,havana,processed_transcript,4,17736443,17737812,-
ENSDARG00000016886,dnajb9b,ensembl_havana,protein_coding,4,17821390,17823424,-
ENSDARG00000102008,si:dkey-72l17.6,ensembl_havana,protein_coding,4,32174137,32180155,-
ENSDARG00000045560,mybpc1,ensembl_havana,protein_coding,4,17726841,17793152,-
ENSDARG00000075731,zgc:174698,ensembl_havana,protein_coding,4,32384950,32393785,+
ENSDARG00000098522,BX649431.1,havana,unprocessed_pseudogene,4,52116776,52122494,-
ENSDARG00000007639,cnot4b,ensembl_havana,protein_coding,4,12243698,12286067,-
ENSDARG00000039681,samm50l,ensembl_havana,protein_coding,4,9011448,9025993,+
ENSDARG00000011605,dennd6b,ensembl_havana,protein_coding,4,20071128,20081621,-
ENSDARG00000045864,lmod2b,ensembl_havana,protein_coding,4,4115778,4119425,-
ENSDARG00000113510,si:ch211-59d8.2,ensembl_havana,protein_coding,4,42379152,42398699,-
ENSDARG00000109251,si:dkey-4e4.1,havana,protein_coding,4,42288973,42294516,-
ENSDARG00000063299,pcloa,ensembl_havana,protein_coding,4,11375894,11450040,+
ENSDARG00000098390,si:ch211-76m11.8,ensembl_havana,protein_coding,4,42195992,42397126,-
ENSDARG00000079391,mrpl42,ensembl_havana,protein_coding,4,1821637,1824836,-
ENSDARG00000045913,mrps10,ensembl_havana,protein_coding,4,325028,330748,-
ENSDARG00000098985,BX649431.2,havana,processed_transcript,4,52153452,52159191,+
ENSDARG00000109740,si:dkeyp-44b5.4,havana,protein_coding,4,52158933,52165969,-
ENSDARG00000105244,BX649431.3,havana,lincRNA,4,52148759,52154668,-
ENSDARG00000101046,si:dkeyp-107f9.1,havana,protein_coding,4,52162176,52170336,+
ENSDARG00000099145,BX511066.1,havana,processed_transcript,4,42338178,42344136,+
ENSDARG00000070015,pimr173,ensembl_havana,protein_coding,4,11401018,11404967,-
ENSDARG00000100112,znf1118,ensembl_havana,protein_coding,4,42295479,42302062,+
ENSDARG00000101447,BX511066.2,havana,processed_transcript,4,42334850,42338858,-
ENSDARG00000073915,znf1085,ensembl_havana,protein_coding,4,32467854,32471499,-
ENSDARG00000095293,si:dkey-265e7.1,ensembl_havana,protein_coding,4,32429579,32646394,-
ENSDARG00000045863,asb15b,ensembl_havana,protein_coding,4,4120570,4129187,-
ENSDARG00000091746,si:dkey-16p6.1,ensembl_havana,protein_coding,4,32429579,32466799,-
ENSDARG00000021647,gnai1,ensembl_havana,protein_coding,4,22680442,22714063,+
ENSDARG00000057974,parp12b,ensembl_havana,protein_coding,4,9813753,9822519,-
ENSDARG00000100995,si:dkey-16b10.1,havana,protein_coding,4,52177103,52186922,+
ENSDARG00000102994,znf1034,havana,protein_coding,4,52212057,52220901,+
ENSDARG00000101829,si:dkey-16b10.2,ensembl_havana,protein_coding,4,52234156,52245791,+
ENSDARG00000104351,CR318589.1,havana,lincRNA,4,52339255,52342037,+
ENSDARG00000063008,si:dkeyp-27e10.3,havana,protein_coding,4,9784301,9810999,-
ENSDARG00000093470,CT009596.1,havana,lincRNA,4,4166344,4167489,+
ENSDARG00000068708,ifrd1,ensembl_havana,protein_coding,4,6799794,6809323,-
ENSDARG00000015921,pwp1,ensembl_havana,protein_coding,4,1825839,1839352,-
ENSDARG00000045681,irf5,ensembl_havana,protein_coding,4,13605600,13614936,-
ENSDARG00000045594,shisal1a,ensembl_havana,protein_coding,4,14826299,14863510,+
ENSDARG00000045911,tulp4a,ensembl_havana,protein_coding,4,331351,353924,+
ENSDARG00000045540,ppp6r2a,ensembl_havana,protein_coding,4,20082475,20101972,+
ENSDARG00000045595,si:dkey-14k9.3,ensembl_havana,protein_coding,4,14895506,14899113,-
ENSDARG00000102659,si:dkeyp-107f9.2,havana,protein_coding,4,52347226,52354980,+
ENSDARG00000105162,CR293509.1,havana,lincRNA,4,4224406,4228682,-
ENSDARG00000088524,acot17,ensembl_havana,protein_coding,4,25678113,25691507,+
ENSDARG00000063481,si:ch211-214j24.15,havana,protein_coding,4,5304208,5317006,-
ENSDARG00000045847,si:ch211-214j24.10,ensembl_havana,protein_coding,4,5317483,5325336,+
ENSDARG00000104468,si:dkeyp-107f9.4,havana,protein_coding,4,52379250,52379723,-
ENSDARG00000105137,zgc:173705,ensembl_havana,protein_coding,4,52356485,52366809,+
ENSDARG00000100387,si:dkey-78o7.3,havana,protein_coding,4,52504406,52504961,-
ENSDARG00000100855,BX640584.1,havana,antisense,4,52511697,52513709,+
ENSDARG00000105306,si:dkeyp-44b5.5,ensembl_havana,protein_coding,4,52614984,52621665,-
ENSDARG00000102130,BX666065.2,havana,processed_pseudogene,4,52671243,52672302,-
ENSDARG00000088245,si:dkey-16p6.1,ensembl_havana,protein_coding,4,32772213,32783867,+
ENSDARG00000099174,BX666065.1,havana,processed_pseudogene,4,52700533,52701516,+
ENSDARG00000089814,znf1042,ensembl_havana,protein_coding,4,32649955,32897136,+
ENSDARG00000096499,BX324003.1,havana,lincRNA,4,32716854,32717980,-
ENSDARG00000070230,aldh1l2,ensembl_havana,protein_coding,4,9028819,9048975,+
ENSDARG00000098514,si:ch211-59d8.3,havana,protein_coding,4,42403742,42408339,-
ENSDARG00000006215,akr1b1.1,ensembl_havana,protein_coding,4,14899720,14910386,+
ENSDARG00000016691,cd9b,ensembl_havana,protein_coding,4,4234994,4261673,-
ENSDARG00000041665,mkrn1,ensembl_havana,protein_coding,4,12292274,12307834,+
ENSDARG00000098515,si:dkey-16p6.1,ensembl_havana,protein_coding,4,42412212,42429712,+
ENSDARG00000045598,akr1b1.2,ensembl_havana,protein_coding,4,14906608,14915268,-
ENSDARG00000087319,tmem121b,havana,protein_coding,4,12308976,12312976,+
ENSDARG00000098270,znf1053,havana,protein_coding,4,42556555,42564325,+
ENSDARG00000096458,si:dkey-26h11.2,havana,protein_coding,4,33012407,33016826,+
ENSDARG00000096437,si:dkey-26h11.1,havana,protein_coding,4,33017081,33018220,+
ENSDARG00000016010,nup107,ensembl_havana,protein_coding,4,22730795,22749553,-
ENSDARG00000045910,tmem181,ensembl_havana,protein_coding,4,357810,386168,+
ENSDARG00000043796,ms4a17a.7,ensembl_havana,protein_coding,4,76705830,76718322,+
ENSDARG00000091970,ms4a17a.3,ensembl_havana,protein_coding,4,76722754,76728540,+
ENSDARG00000089304,si:dkeyp-4f2.1,ensembl_havana,protein_coding,4,33057844,33073382,-
ENSDARG00000045683,ccdc87,ensembl_havana,protein_coding,4,13615731,13624294,+
ENSDARG00000007018,ms4a17a.6,ensembl_havana,protein_coding,4,76735113,76742479,+
ENSDARG00000045846,osgep,ensembl_havana,protein_coding,4,5327632,5333971,-
ENSDARG00000024874,dock4b,ensembl_havana,protein_coding,4,6833583,6994283,+
ENSDARG00000095695,ms4a17a.10,ensembl_havana,protein_coding,4,76745015,76751266,+
ENSDARG00000086650,ttc41,havana,protein_coding,4,9824063,9836342,-
ENSDARG00000092775,BX640547.1,havana,lincRNA,4,52739681,52743050,-
ENSDARG00000056152,fam3c,ensembl_havana,protein_coding,4,20101992,20108833,-
ENSDARG00000053563,ms4a17a.12,ensembl_havana,protein_coding,4,76755294,76774721,+
ENSDARG00000096138,CR388190.2,havana,sense_intronic,4,6903549,6904239,+
ENSDARG00000014024,ms4a17a.4,ensembl_havana,protein_coding,4,76752707,76762432,+
ENSDARG00000098879,si:dkey-4j21.2,ensembl_havana,protein_coding,4,52766525,52783184,-
ENSDARG00000045580,lum,ensembl_havana,protein_coding,4,16349042,16354292,-
ENSDARG00000099520,CU571163.1,havana,lincRNA,4,1844336,1845156,+
ENSDARG00000058244,il17ra1a,ensembl_havana,protein_coding,4,12317461,12323228,-
ENSDARG00000095997,znf1112,havana,protein_coding,4,33095657,33111132,+
ENSDARG00000093546,si:ch73-56d11.5,ensembl_havana,protein_coding,4,76775837,76785895,+
ENSDARG00000095596,si:dkeyp-4f2.6,havana,protein_coding,4,33139862,33141495,+
ENSDARG00000056145,si:dkey-159a18.1,ensembl_havana,protein_coding,4,20110921,20118468,-
ENSDARG00000003822,ankrd16,ensembl_havana,protein_coding,4,11458078,11462702,+
ENSDARG00000078745,pnpla8,ensembl_havana,protein_coding,4,13625892,13643616,+
ENSDARG00000045909,dynlt1,ensembl_havana,protein_coding,4,386435,390442,-
ENSDARG00000105458,si:dkeyp-81f3.4,havana,protein_coding,4,13625982,13626831,-
ENSDARG00000097527,ms4a17a.5,ensembl_havana,protein_coding,4,76787274,76808437,+
ENSDARG00000094484,si:ch211-162i8.4,ensembl_havana,protein_coding,4,33179354,33189070,-
ENSDARG00000094308,si:dkey-247i3.6,havana,protein_coding,4,33191390,33204793,+
ENSDARG00000096226,znf1072,havana,protein_coding,4,43060711,43071336,-
ENSDARG00000096186,si:dkey-247i3.5,havana,protein_coding,4,33225161,33230042,+
ENSDARG00000096189,si:dkey-54j5.2,ensembl_havana,protein_coding,4,43048527,43070566,-
ENSDARG00000088378,znf1000,havana,protein_coding,4,33310760,33331681,-
ENSDARG00000012066,dcn,ensembl_havana,protein_coding,4,16368762,16412084,-
ENSDARG00000062983,fbxo18,ensembl_havana,protein_coding,4,9851810,9867843,-
ENSDARG00000099099,CABZ01015815.1,ensembl_havana,lincRNA,4,76838989,76891899,+
ENSDARG00000105694,CABZ01015815.3,havana,lincRNA,4,76863480,76863920,+
ENSDARG00000105800,CABZ01015815.5,havana,lincRNA,4,76850983,76856114,+
ENSDARG00000105672,CABZ01015815.2,ensembl_havana,lincRNA,4,76839169,76866224,+
ENSDARG00000105743,CABZ01015815.4,havana,lincRNA,4,76847462,76849303,+
ENSDARG00000098776,BX640547.2,havana,unprocessed_pseudogene,4,52814643,52830781,-
ENSDARG00000057942,glt8d2,ensembl_havana,protein_coding,4,9843923,9852318,-
ENSDARG00000017366,prdm4,ensembl_havana,protein_coding,4,14917502,14926637,-
ENSDARG00000086449,znf1055,havana,protein_coding,4,33334774,33342454,+
