id,GeneSymbol,gene_source,gene_biotype,Chr,Start,End,Strand
ENSGALG00000043118,ATP10A,ensembl,protein_coding,1,132986041,133096377,+
ENSGALG00000017169,ELMOD1,ensembl,protein_coding,1,181839724,181881942,-
ENSGALG00000051829,,ensembl,protein_coding,1,20487638,20491358,-
ENSGALG00000029484,RIC8B,ensembl,protein_coding,1,53675196,53707480,-
ENSGALG00000034944,UBE3A,ensembl,protein_coding,1,133189234,133229871,+
ENSGALG00000051043,,ensembl,protein_coding,1,20488179,20495207,-
ENSGALG00000012647,RFX4,ensembl,protein_coding,1,53713025,53802913,-
ENSGALG00000041251,HDAC10,ensembl,protein_coding,1,20492465,20502957,-
ENSGALG00000008635,,ensembl,protein_coding,1,20505033,20508744,-
ENSGALG00000039826,CNGA3,ensembl,protein_coding,1,133236289,133256347,-
ENSGALG00000012655,POLR3B,ensembl,protein_coding,1,53811388,53878902,-
ENSGALG00000019384,MAPK12,ensembl,protein_coding,1,20526985,20555609,-
ENSGALG00000017170,ALKBH8,ensembl,protein_coding,1,181880177,181939483,+
ENSGALG00000040709,,ensembl,protein_coding,1,133283029,133309570,-
ENSGALG00000028743,,ensembl,misc_RNA,1,82528080,82528223,-
ENSGALG00000049637,,ensembl,miRNA,1,82867412,82867466,-
ENSGALG00000040023,MAPK11,ensembl,protein_coding,1,20565752,20594690,-
ENSGALG00000015089,GAP43,ensembl,protein_coding,1,83026159,83080167,-
ENSGALG00000042690,5S_rRNA,ensembl,rRNA,1,133314201,133314319,+
ENSGALG00000053594,,ensembl,protein_coding,1,133320865,133325014,-
ENSGALG00000039861,PLXNB2,ensembl,protein_coding,1,20649179,20822048,-
ENSGALG00000053188,,ensembl,protein_coding,1,133327318,133349641,-
ENSGALG00000049074,,ensembl,pseudogene,1,83050489,83051136,+
ENSGALG00000015094,ZBTB20,ensembl,protein_coding,1,83692165,83698118,+
ENSGALG00000015117,DRD3,ensembl,protein_coding,1,83745457,83755386,+
ENSGALG00000037353,TMEM131,ensembl,protein_coding,1,133387917,133479417,+
ENSGALG00000012658,TCP11X2,ensembl,protein_coding,1,53881515,53897895,-
ENSGALG00000017171,CWF19L2,ensembl,protein_coding,1,181966817,182022834,+
ENSGALG00000017172,VMO1,ensembl,protein_coding,1,182061433,182065423,+
ENSGALG00000017173,GUCY1A2,ensembl,protein_coding,1,182130487,182257860,+
ENSGALG00000037485,QTRT2,ensembl,protein_coding,1,83770540,83782730,-
ENSGALG00000025213,gga-mir-1709,ensembl,miRNA,1,182304605,182304686,+
ENSGALG00000027981,AASDHPPT,ensembl,protein_coding,1,182413608,182437196,-
ENSGALG00000053464,CCDC191,ensembl,protein_coding,1,83782815,83801691,+
ENSGALG00000033997,ZNF800,ensembl,protein_coding,1,21022425,21036546,+
ENSGALG00000028658,KBTBD3,ensembl,protein_coding,1,182437515,182450316,+
ENSGALG00000015123,ZDHHC23,ensembl,protein_coding,1,83805906,83813150,-
ENSGALG00000017177,MSANTD4,ensembl,protein_coding,1,182457193,182471609,+
ENSGALG00000012659,CKAP4,ensembl,protein_coding,1,53903598,53908679,+
ENSGALG00000039403,GRM8,ensembl,protein_coding,1,21072336,21395611,+
ENSGALG00000029709,INPP4A,ensembl,protein_coding,1,133491845,133561055,-
ENSGALG00000012662,NUAK1,ensembl,protein_coding,1,53933066,53978011,+
ENSGALG00000025697,U1,ensembl,snRNA,1,21607885,21608006,-
ENSGALG00000049783,,ensembl,protein_coding,1,21744328,21745368,+
ENSGALG00000026311,C12orf75,ensembl,protein_coding,1,54179279,54183383,-
ENSGALG00000038995,GRIA4,ensembl,protein_coding,1,182497747,182719908,-
ENSGALG00000035629,GRAMD1C,ensembl,protein_coding,1,83813954,83865313,-
ENSGALG00000008740,POT1,ensembl,protein_coding,1,21884126,21946881,+
ENSGALG00000036791,COA5,ensembl,protein_coding,1,133608232,133610582,-
ENSGALG00000027122,APPL2,ensembl,protein_coding,1,54211821,54244951,+
ENSGALG00000036076,UNC50,ensembl,protein_coding,1,133610586,133613996,+
ENSGALG00000030780,MGAT4A,ensembl,protein_coding,1,133618531,133693798,-
ENSGALG00000052687,gga-mir-12210,ensembl,miRNA,1,54225348,54225436,+
ENSGALG00000028254,WASHC4,ensembl,protein_coding,1,54247464,54284004,-
ENSGALG00000012691,ALDH1L2,ensembl,protein_coding,1,54291424,54319655,+
ENSGALG00000051066,,ensembl,miRNA,1,182537828,182537908,-
ENSGALG00000048078,,ensembl,protein_coding,1,182974030,182978777,+
ENSGALG00000040954,GPR37,ensembl,protein_coding,1,21985328,21998153,+
ENSGALG00000054902,,ensembl,protein_coding,1,183107533,183108651,-
ENSGALG00000017179,PDGFD,ensembl,protein_coding,1,183232405,183372535,+
ENSGALG00000031527,ARL8BL,ensembl,protein_coding,1,22204054,22231720,-
ENSGALG00000016755,,ensembl,protein_coding,1,133708781,133728300,-
ENSGALG00000012694,,ensembl,protein_coding,1,54320742,54323938,-
ENSGALG00000016757,TSGA10,ensembl,protein_coding,1,133775253,133793015,-
ENSGALG00000012697,SLC41A2,ensembl,protein_coding,1,54333887,54374347,+
ENSGALG00000008761,SPAM1,ensembl,protein_coding,1,22238881,22251669,-
ENSGALG00000016758,LIPT1,ensembl,protein_coding,1,133803189,133805089,+
ENSGALG00000016760,,ensembl,protein_coding,1,133803259,133830101,+
ENSGALG00000008776,HYAL6,ensembl,protein_coding,1,22287864,22327497,-
ENSGALG00000030607,CHST11,ensembl,protein_coding,1,54386968,54542011,-
ENSGALG00000041814,DYNC2H1,ensembl,protein_coding,1,183536862,183673100,-
ENSGALG00000054571,,ensembl,pseudogene,1,54567453,54586749,+
ENSGALG00000008797,WASL,ensembl,protein_coding,1,22351089,22401091,+
ENSGALG00000016759,MITD1,ensembl,protein_coding,1,133809550,133813733,-
ENSGALG00000043257,,ensembl,protein_coding,1,133819265,133823382,-
ENSGALG00000008805,LMOD2,ensembl,protein_coding,1,22419625,22425777,-
ENSGALG00000016761,LYG2,ensembl,protein_coding,1,133828101,133831585,-
ENSGALG00000008814,ASB15,ensembl,protein_coding,1,22434929,22445383,-
ENSGALG00000008821,NDUFA5,ensembl,protein_coding,1,22449623,22454662,+
ENSGALG00000035345,TXNRD1,ensembl,protein_coding,1,54584006,54620980,-
ENSGALG00000008823,IQUB,ensembl,protein_coding,1,22456440,22477009,+
ENSGALG00000054968,,ensembl,protein_coding,1,133835962,133838443,-
ENSGALG00000008836,ATP6AP1,ensembl,protein_coding,1,22485251,22539257,+
ENSGALG00000046548,,ensembl,protein_coding,1,83869114,83877591,+
ENSGALG00000032090,TXNDC9,ensembl,protein_coding,1,133848484,133859438,-
ENSGALG00000041193,NFYB,ensembl,protein_coding,1,54631916,54646904,+
ENSGALG00000016764,EIF5B,ensembl,protein_coding,1,133860171,133890836,+
ENSGALG00000008874,SLC13A1,ensembl,protein_coding,1,22565977,22590094,+
ENSGALG00000016766,REV1,ensembl,protein_coding,1,133893037,133946308,-
ENSGALG00000019233,,ensembl,protein_coding,1,83879170,83892733,-
ENSGALG00000008926,CADPS2,ensembl,protein_coding,1,22670291,22971425,+
ENSGALG00000039538,CLDND1,ensembl,protein_coding,1,84300602,84309903,-
ENSGALG00000038027,gga-mir-7449,ensembl,miRNA,1,183663966,183664033,-
ENSGALG00000017181,DCUN1D5,ensembl,protein_coding,1,183673256,183686237,+
ENSGALG00000016767,AFF3,ensembl,protein_coding,1,133973567,134294259,-
ENSGALG00000015133,GPR15,ensembl,protein_coding,1,84316703,84317788,+
ENSGALG00000025192,,ensembl,snRNA,1,133979056,133979173,-
ENSGALG00000015134,APOV1,ensembl,protein_coding,1,84330787,84333931,-
ENSGALG00000016768,LONRF2,ensembl,protein_coding,1,134355045,134386116,-
ENSGALG00000037273,,ensembl,protein_coding,1,183720748,183721251,+
ENSGALG00000008941,FEZF1,ensembl,protein_coding,1,22977640,22983971,+
ENSGALG00000015136,ILDR1,ensembl,protein_coding,1,84338733,84353225,-
ENSGALG00000017183,MMP13,ensembl,protein_coding,1,183730975,183738566,+
ENSGALG00000028049,gga-mir-6559,ensembl,miRNA,1,134361698,134361806,-
ENSGALG00000008953,AASS,ensembl,protein_coding,1,23009937,23038493,+
ENSGALG00000042577,CFAP44,ensembl,protein_coding,1,84357507,84390333,+
ENSGALG00000016769,CHST10,ensembl,protein_coding,1,134408808,134422786,-
ENSGALG00000040114,PTPRZ1,ensembl,protein_coding,1,23044093,23176470,-
ENSGALG00000054317,,ensembl,protein_coding,1,84390198,84399002,+
ENSGALG00000019063,MMP10,ensembl,protein_coding,1,183766300,183772932,+
ENSGALG00000050027,NMS,ensembl,protein_coding,1,134437290,134442623,+
ENSGALG00000016770,,ensembl,protein_coding,1,134455770,134457943,-
ENSGALG00000015152,BOC,ensembl,protein_coding,1,84399987,84443291,-
ENSGALG00000016771,,ensembl,protein_coding,1,134460007,134462166,-
ENSGALG00000015172,,ensembl,protein_coding,1,84500925,84518713,-
ENSGALG00000016772,PDCL3,ensembl,protein_coding,1,134464050,134469956,+
ENSGALG00000026297,,ensembl,protein_coding,1,183777824,183787626,+
ENSGALG00000019061,MMP1,ensembl,protein_coding,1,183793774,183800290,+
ENSGALG00000016774,NPAS2,ensembl,protein_coding,1,134540472,134668511,+
ENSGALG00000019060,MMP27,ensembl,protein_coding,1,183804597,183812551,+
ENSGALG00000015182,NEPRO,ensembl,protein_coding,1,84518158,84523562,+
ENSGALG00000015185,TAF13,ensembl,protein_coding,1,84523342,84526837,-
ENSGALG00000015190,GTPBP8,ensembl,protein_coding,1,84528015,84532502,-
ENSGALG00000017184,MMP7,ensembl,protein_coding,1,183873073,183877709,+
ENSGALG00000017185,TMEM123,ensembl,protein_coding,1,183903226,183920317,+
ENSGALG00000015191,CD200R1L,ensembl,protein_coding,1,84536001,84540607,+
ENSGALG00000016776,TBC1D8,ensembl,protein_coding,1,134671345,134727061,-
ENSGALG00000025193,7SK,ensembl,misc_RNA,1,23274416,23274649,-
ENSGALG00000019231,CD200R1,ensembl,protein_coding,1,84562942,84585088,+
ENSGALG00000008975,FAM3C,ensembl,protein_coding,1,23349811,23381342,+
ENSGALG00000016775,RPL31,ensembl,protein_coding,1,134671350,134676353,+
ENSGALG00000029616,HCFC2,ensembl,protein_coding,1,54651418,54674159,-
ENSGALG00000017186,BIRC3,ensembl,protein_coding,1,183926160,183936332,-
ENSGALG00000039563,CNOT11,ensembl,protein_coding,1,134748547,134759240,+
ENSGALG00000025284,,ensembl,snoRNA,1,134763909,134764022,-
ENSGALG00000015193,CCDC80,ensembl,protein_coding,1,84661651,84685255,+
ENSGALG00000034078,GLT8D2,ensembl,protein_coding,1,54676399,54693423,+
ENSGALG00000016779,RNF149,ensembl,protein_coding,1,134765809,134783865,-
ENSGALG00000040947,CREG2,ensembl,protein_coding,1,134789668,134805086,-
ENSGALG00000028069,WNT16,ensembl,protein_coding,1,23387565,23397783,-
ENSGALG00000045388,RFX8,ensembl,protein_coding,1,134811550,134825508,-
ENSGALG00000009002,CPED1,ensembl,protein_coding,1,23415784,23554158,-
ENSGALG00000015197,SLC35A5,ensembl,protein_coding,1,84688230,84701091,-
ENSGALG00000025216,gga-mir-1645,ensembl,miRNA,1,23518734,23518797,-
ENSGALG00000031457,TDG,ensembl,protein_coding,1,54693128,54704028,-
ENSGALG00000009023,ING3,ensembl,protein_coding,1,23568700,23587086,-
ENSGALG00000015204,ATG3,ensembl,protein_coding,1,84701318,84724935,+
ENSGALG00000030933,C1H12ORF73,ensembl,protein_coding,1,54703831,54705113,+
ENSGALG00000009029,TSPAN12,ensembl,protein_coding,1,23609312,23654509,+
ENSGALG00000033789,HSP90B1,ensembl,protein_coding,1,54708818,54718953,-
ENSGALG00000016781,MAP4K4,ensembl,protein_coding,1,134881704,135030233,+
ENSGALG00000038154,YAP1,ensembl,protein_coding,1,183975461,184057285,-
ENSGALG00000029298,F5,ensembl,protein_coding,1,84730514,84766850,+
ENSGALG00000015218,SLC19A2,ensembl,protein_coding,1,84778681,84788885,+
ENSGALG00000009066,KCND2,ensembl,protein_coding,1,23662850,23926311,-
ENSGALG00000015221,CCDC181,ensembl,protein_coding,1,84792952,84802664,+
ENSGALG00000017189,C1H11ORF70,ensembl,protein_coding,1,184057697,184077150,-
ENSGALG00000015225,BLZF1,ensembl,protein_coding,1,84803475,84810188,-
ENSGALG00000017190,CEP126,ensembl,protein_coding,1,184104312,184140429,-
ENSGALG00000009104,ANKRD26,ensembl,protein_coding,1,24435899,24484038,+
ENSGALG00000017191,ANGPTL5,ensembl,protein_coding,1,184143212,184157279,+
ENSGALG00000052779,,ensembl,protein_coding,1,184166252,184189283,+
ENSGALG00000050036,,ensembl,protein_coding,1,184193317,184194882,+
ENSGALG00000047752,,ensembl,protein_coding,1,184241099,184253334,-
ENSGALG00000029416,TRPC6,ensembl,protein_coding,1,184326387,184418640,+
ENSGALG00000015230,NME7,ensembl,protein_coding,1,84810190,84899752,+
ENSGALG00000048037,gga-mir-7450,ensembl,miRNA,1,54733929,54733982,+
ENSGALG00000049834,,ensembl,miRNA,1,54738728,54738781,+
ENSGALG00000051076,gga-mir-7450,ensembl,miRNA,1,54743521,54743574,+
ENSGALG00000029746,NT5DC3,ensembl,protein_coding,1,54748399,54768748,+
ENSGALG00000017195,PGR,ensembl,protein_coding,1,184494415,184532824,+
ENSGALG00000039245,STAB2,ensembl,protein_coding,1,54771871,54848374,-
ENSGALG00000017196,ARHGAP42,ensembl,protein_coding,1,184547720,184703043,-
ENSGALG00000015233,ATP1B1,ensembl,protein_coding,1,84899572,84913575,-
ENSGALG00000017197,CNTN5,ensembl,protein_coding,1,184782914,185386260,-
ENSGALG00000009110,LSM8,ensembl,protein_coding,1,24490276,24495990,-
ENSGALG00000051926,,ensembl,protein_coding,1,54929442,54930602,+
ENSGALG00000025385,gga-mir-1690,ensembl,miRNA,1,84955062,84955165,+
ENSGALG00000039376,DPT,ensembl,protein_coding,1,85034495,85061724,+
ENSGALG00000037082,ASCL1,ensembl,protein_coding,1,55066348,55068233,-
ENSGALG00000009134,CTTNBP2,ensembl,protein_coding,1,24616305,24691437,+
ENSGALG00000012754,PAH,ensembl,protein_coding,1,55078825,55114899,+
ENSGALG00000015235,XCL1,ensembl,protein_coding,1,85121273,85126277,+
ENSGALG00000015244,TBX19,ensembl,protein_coding,1,85209232,85223485,-
ENSGALG00000019228,SFT2D2,ensembl,protein_coding,1,85232196,85239081,-
ENSGALG00000019300,,ensembl,protein_coding,1,55122085,55150578,+
ENSGALG00000032986,CFTR,ensembl,protein_coding,1,24695865,24779958,-
ENSGALG00000015246,TIPRL,ensembl,protein_coding,1,85240431,85248944,-
ENSGALG00000015247,GPR161,ensembl,protein_coding,1,85247196,85258715,+
ENSGALG00000015249,,ensembl,protein_coding,1,85262293,85275930,+
ENSGALG00000047209,,ensembl,protein_coding,1,85278733,85281513,+
ENSGALG00000012755,IGF-I,ensembl,protein_coding,1,55281097,55330373,+
ENSGALG00000015240,,ensembl,protein_coding,1,85287225,85295598,-
ENSGALG00000012756,PARPBP,ensembl,protein_coding,1,55369893,55417954,-
ENSGALG00000050052,,ensembl,protein_coding,1,185011575,185013809,+
ENSGALG00000017900,U6,ensembl,snRNA,1,185077860,185077966,-
ENSGALG00000046803,,ensembl,miRNA,1,185209869,185209920,-
ENSGALG00000054590,,ensembl,miRNA,1,185266345,185266384,-
ENSGALG00000050398,,ensembl,protein_coding,1,85302808,85303050,+
ENSGALG00000047411,,ensembl,miRNA,1,185311359,185311414,+
ENSGALG00000054365,,ensembl,miRNA,1,186172443,186172491,+
ENSGALG00000034574,ASZ1,ensembl,protein_coding,1,24799631,24836289,+
ENSGALG00000013489,CCDC82,ensembl,protein_coding,1,186228663,186241876,+
ENSGALG00000015252,ST3GAL6,ensembl,protein_coding,1,85336671,85378990,+
ENSGALG00000012757,PMCH,ensembl,protein_coding,1,55372179,55373646,+
ENSGALG00000030173,WNT2,ensembl,protein_coding,1,24840450,24853779,+
ENSGALG00000012759,NUP37,ensembl,protein_coding,1,55418026,55444014,+
ENSGALG00000017199,MAML2,ensembl,protein_coding,1,186248196,186456865,+
ENSGALG00000027124,gga-mir-6570,ensembl,miRNA,1,186317303,186317402,+
ENSGALG00000037206,ST7,ensembl,protein_coding,1,24857853,24995430,-
ENSGALG00000017200,MTMR2,ensembl,protein_coding,1,186489972,186536071,+
ENSGALG00000012760,WASHC3,ensembl,protein_coding,1,55450039,55465325,+
ENSGALG00000012761,DRAM1,ensembl,protein_coding,1,55492486,55507806,-
ENSGALG00000012763,GNPTAB,ensembl,protein_coding,1,55519674,55560047,+
ENSGALG00000012766,,ensembl,protein_coding,1,55560638,55572432,+
ENSGALG00000012769,CHPT1,ensembl,protein_coding,1,55571461,55590991,-
ENSGALG00000017201,CEP57,ensembl,protein_coding,1,186545459,186558375,-
ENSGALG00000017202,FAM76B,ensembl,protein_coding,1,186558472,186567752,+
ENSGALG00000017204,SESN3,ensembl,protein_coding,1,186709569,186747771,+
ENSGALG00000017205,ENDOD1,ensembl,protein_coding,1,186760966,186767598,-
ENSGALG00000017207,CWC15,ensembl,protein_coding,1,186781159,186797999,+
ENSGALG00000028180,,ensembl,misc_RNA,1,24877371,24877508,-
ENSGALG00000043437,CAPZA2,ensembl,protein_coding,1,25007205,25036960,-
ENSGALG00000015253,COL8A1,ensembl,protein_coding,1,85383662,85470351,-
ENSGALG00000015258,DCBLD2,ensembl,protein_coding,1,85657472,85699919,+
ENSGALG00000017208,AMOTL1,ensembl,protein_coding,1,186814876,186872104,-
ENSGALG00000036883,MET,ensembl,protein_coding,1,25059910,25147690,-
ENSGALG00000022718,FUT4,ensembl,protein_coding,1,186918010,186919080,-
ENSGALG00000054258,,ensembl,protein_coding,1,186929092,186931852,-
ENSGALG00000017210,ANKRD49,ensembl,protein_coding,1,186932532,186935320,-
ENSGALG00000012783,MYBPC1,ensembl,protein_coding,1,55597280,55669104,-
ENSGALG00000017211,MRE11,ensembl,protein_coding,1,186935469,186955206,+
ENSGALG00000048658,,ensembl,protein_coding,1,25186361,25189414,-
ENSGALG00000043287,CAV1,ensembl,protein_coding,1,25201248,25216271,-
ENSGALG00000015263,,ensembl,protein_coding,1,85710579,85718966,-
ENSGALG00000033295,CAV2,ensembl,protein_coding,1,25223560,25231414,-
ENSGALG00000031934,TES,ensembl,protein_coding,1,25316566,25342793,-
ENSGALG00000015267,CMSS1,ensembl,protein_coding,1,85718934,85945887,-
ENSGALG00000054799,SPIC,ensembl,protein_coding,1,55701731,55729543,-
ENSGALG00000040557,TFEC,ensembl,protein_coding,1,25367738,25492784,+
ENSGALG00000017212,GPR83,ensembl,protein_coding,1,186958524,186961472,+
ENSGALG00000026838,MDFIC,ensembl,protein_coding,1,25905669,25955951,-
ENSGALG00000025365,gga-mir-1656,ensembl,miRNA,1,134884196,134884261,+
ENSGALG00000037742,gga-mir-1552,ensembl,miRNA,1,134912417,134912499,+
ENSGALG00000026432,gga-mir-6543,ensembl,miRNA,1,134916645,134916752,+
ENSGALG00000039751,PANX1,ensembl,protein_coding,1,186976289,186995037,-
ENSGALG00000046326,IL1R2,ensembl,protein_coding,1,135054624,135066732,+
ENSGALG00000046187,PARP12,ensembl,protein_coding,1,55733220,55749482,+
ENSGALG00000009424,FOXP2,ensembl,protein_coding,1,26049718,26110344,-
ENSGALG00000043027,HEPHL1,ensembl,protein_coding,1,186999629,187029048,-
ENSGALG00000043044,IL1R1,ensembl,protein_coding,1,135111322,135129457,+
ENSGALG00000028629,TM4SF1a,ensembl,protein_coding,1,187042107,187056697,+
ENSGALG00000030526,IL1RL2,ensembl,protein_coding,1,135138720,135153025,+
ENSGALG00000012791,TBXAS1,ensembl,protein_coding,1,55750244,55990181,-
ENSGALG00000017216,,ensembl,protein_coding,1,187061747,187071961,+
ENSGALG00000016785,IL1RL1,ensembl,protein_coding,1,135176642,135199850,+
ENSGALG00000052846,,ensembl,miRNA,1,26075153,26075190,+
ENSGALG00000053114,,ensembl,protein_coding,1,26112068,26239455,-
ENSGALG00000017217,VSTM5,ensembl,protein_coding,1,187083455,187092642,+
ENSGALG00000009435,PPP1R3A,ensembl,protein_coding,1,26502865,26529724,+
ENSGALG00000009439,GPR85,ensembl,protein_coding,1,26817562,26821855,+
ENSGALG00000053198,,ensembl,protein_coding,1,85747773,85925868,+
ENSGALG00000025332,gga-mir-1695,ensembl,miRNA,1,26866531,26866609,+
ENSGALG00000017218,MED17,ensembl,protein_coding,1,187090984,187108246,-
ENSGALG00000009440,BMT2,ensembl,protein_coding,1,26909371,26943265,+
ENSGALG00000015271,,ensembl,protein_coding,1,85910572,85928953,+
ENSGALG00000009443,TMEM168,ensembl,protein_coding,1,26946875,26968412,+
ENSGALG00000009446,LSMEM1,ensembl,protein_coding,1,27049177,27056263,-
ENSGALG00000015273,TBC1D23,ensembl,protein_coding,1,85946022,85977162,+
ENSGALG00000009448,IFRD1,ensembl,protein_coding,1,27057994,27068635,-
ENSGALG00000012792,HIPK2,ensembl,protein_coding,1,56021548,56144368,+
ENSGALG00000017219,C1H11ORF54,ensembl,protein_coding,1,187105314,187114711,-
ENSGALG00000009454,ZNF277,ensembl,protein_coding,1,27109323,27142306,-
ENSGALG00000015275,NIT2,ensembl,protein_coding,1,85978411,85985291,+
ENSGALG00000049134,,ensembl,miRNA,1,27152597,27152646,-
ENSGALG00000012796,KIAA1549,ensembl,protein_coding,1,56172463,56308924,+
ENSGALG00000040621,IL18R1,ensembl,protein_coding,1,135205160,135223617,+
ENSGALG00000017220,,ensembl,protein_coding,1,187114813,187125635,+
ENSGALG00000040666,ATP6V0A4,ensembl,protein_coding,1,56329183,56352026,+
ENSGALG00000015285,TOMM70,ensembl,protein_coding,1,85989575,86010298,-
