id,GeneSymbol,gene_source,gene_biotype,Chr,Start,End,Strand
WBGene00001893,his-19,WormBase,protein_coding,V,8895765,8896148,+
WBGene00001894,his-20,WormBase,protein_coding,V,8895101,8895472,-
WBGene00001895,his-21,WormBase,protein_coding,V,8891883,8892266,-
WBGene00001896,his-22,WormBase,protein_coding,V,8892559,8892930,+
WBGene00001901,his-27,WormBase,protein_coding,V,8890038,8890448,+
WBGene00001902,his-28,WormBase,protein_coding,V,8889488,8889799,-
WBGene00001909,his-35,WormBase,protein_coding,V,9544611,9545398,-
WBGene00001910,C50F4.6,WormBase,protein_coding,V,9546092,9546838,+
WBGene00001911,his-37,WormBase,protein_coding,V,9547083,9547607,+
WBGene00001913,his-39,WormBase,protein_coding,V,8536513,8536716,+
WBGene00001915,his-41,WormBase,protein_coding,V,9545494,9546264,+
WBGene00001923,his-49,WormBase,protein_coding,V,8847943,8848353,+
WBGene00001924,his-50,WormBase,protein_coding,V,8847393,8847704,-
WBGene00001925,his-51,WormBase,protein_coding,V,8849788,8850171,-
WBGene00001926,his-52,WormBase,protein_coding,V,8850464,8850835,+
WBGene00001927,his-53,WormBase,protein_coding,V,8853670,8854053,+
WBGene00001928,his-54,WormBase,protein_coding,V,8853006,8853377,-
WBGene00001954,hlh-10,WormBase,protein_coding,V,9280702,9282154,-
WBGene00001978,hmp-1,WormBase,protein_coding,V,11845877,11852165,+
WBGene00001986,hot-1,WormBase,protein_coding,V,14621135,14629384,+
WBGene00001987,hot-2,WormBase,protein_coding,V,19174806,19187899,+
WBGene00001991,hot-6,WormBase,protein_coding,V,11021069,11022884,-
WBGene00002010,hsp-6,WormBase,protein_coding,V,4824130,4826760,-
WBGene00002015,hsp-16.1,WormBase,protein_coding,V,9087293,9087782,-
WBGene00002016,hsp-16.2,WormBase,protein_coding,V,1804334,1804971,-
WBGene00002017,hsp-16.11,WormBase,protein_coding,V,9090077,9090604,+
WBGene00002018,hsp-16.41,WormBase,protein_coding,V,1805178,1805875,+
WBGene00002019,hsp-16.48,WormBase,protein_coding,V,9088131,9088617,+
WBGene00002020,hsp-16.49,WormBase,protein_coding,V,9089280,9089766,-
WBGene00002021,hsp-17,WormBase,protein_coding,V,8384774,8386268,-
WBGene00002036,hum-2,WormBase,protein_coding,V,9386179,9400062,+
WBGene00002055,ifc-1,WormBase,protein_coding,V,2881393,2883753,+
WBGene00002061,ife-3,WormBase,protein_coding,V,6588,7822,-
WBGene00002072,ima-1,WormBase,protein_coding,V,11239675,11241780,+
WBGene00002078,xpo-1,WormBase,protein_coding,V,7805064,7814656,+
WBGene00002093,ins-10,WormBase,protein_coding,V,14033950,14034393,+
WBGene00002118,ins-35,WormBase,protein_coding,V,20375536,20376301,+
WBGene00002132,inx-10,WormBase,protein_coding,V,9204703,9207467,-
WBGene00002133,inx-11,WormBase,protein_coding,V,12487266,12493264,+
WBGene00002148,gon-14,WormBase,protein_coding,V,6606439,6611158,-
WBGene00002211,kin-30,WormBase,protein_coding,V,15244756,15247707,+
WBGene00002215,klc-2,WormBase,protein_coding,V,5576481,5581713,-
WBGene00002241,kup-1,WormBase,protein_coding,V,12032257,12040873,-
WBGene00002246,lag-2,WormBase,protein_coding,V,3188350,3189841,+
WBGene00002250,lap-2,WormBase,protein_coding,V,13043712,13046355,+
WBGene00002256,lbp-4,WormBase,protein_coding,V,7820578,7821477,+
WBGene00002259,lbp-7,WormBase,protein_coding,V,13879552,13880213,+
WBGene00002260,lbp-8,WormBase,protein_coding,V,13890679,13891364,+
WBGene00002263,lea-1,WormBase,protein_coding,V,10011871,10028158,+
WBGene00002273,lec-10,WormBase,protein_coding,V,6488203,6489120,-
WBGene00002632,let-413,WormBase,protein_coding,V,7972924,7977774,-
WBGene00002637,let-418,WormBase,protein_coding,V,5826833,5832866,+
WBGene00002985,lig-1,WormBase,protein_coding,V,10814113,10816718,+
WBGene00003011,lin-25,WormBase,protein_coding,V,12649858,12658718,+
WBGene00003025,lin-40,WormBase,protein_coding,V,3704988,3712796,+
WBGene00003031,lin-46,WormBase,protein_coding,V,12968855,12970730,+
WBGene00003039,mir-48,WormBase,miRNA,V,14364412,14364509,-
WBGene00003057,lon-3,WormBase,protein_coding,V,12197437,12198645,-
WBGene00003065,lpd-9,WormBase,protein_coding,V,10579309,10580693,+
WBGene00003075,lrx-1,WormBase,protein_coding,V,12252623,12255450,+
WBGene00003079,lsm-5,WormBase,protein_coding,V,15569935,15570742,+
WBGene00003088,lsy-6,WormBase,miRNA,V,10647232,10647304,+
WBGene00003090,lys-1,WormBase,protein_coding,V,10277827,10279127,+
WBGene00003091,lys-2,WormBase,protein_coding,V,10280310,10281474,-
WBGene00003092,lys-3,WormBase,protein_coding,V,10282204,10283544,-
WBGene00003096,lys-7,WormBase,protein_coding,V,3481421,3482600,-
WBGene00003114,mab-23,WormBase,protein_coding,V,10633058,10635411,+
WBGene00003143,max-1,WormBase,protein_coding,V,13098910,13110337,-
WBGene00003155,mcm-3,WormBase,protein_coding,V,15056719,15059599,-
WBGene00003159,mcm-7,WormBase,protein_coding,V,4347166,4349768,+
WBGene00003160,mdf-1,WormBase,protein_coding,V,9541782,9544226,-
WBGene00003164,mdt-6,WormBase,protein_coding,V,7058547,7059624,-
WBGene00003165,mec-1,WormBase,protein_coding,V,6956537,6966422,+
WBGene00003173,mec-9,WormBase,protein_coding,V,9907632,9915103,-
WBGene00003222,mes-4,WormBase,protein_coding,V,13433050,13437545,-
WBGene00003235,mif-2,WormBase,protein_coding,V,11976777,11978459,-
WBGene00003242,mig-6,WormBase,protein_coding,V,7827201,7842388,+
WBGene00003248,mig-17,WormBase,protein_coding,V,11446633,11449245,+
WBGene00003289,mir-61,WormBase,miRNA,V,11770060,11770156,-
WBGene00003298,mir-70,WormBase,miRNA,V,6665536,6665635,-
WBGene00003315,mir-87,WormBase,miRNA,V,12038688,12038781,-
WBGene00003317,C32C4.4,WormBase,ncRNA,V,10634199,10634223,+
WBGene00003335,mir-241,WormBase,miRNA,V,14366188,14366283,-
WBGene00003344,mir-250,WormBase,miRNA,V,11769917,11770015,-
