id,GeneSymbol,gene_source,gene_biotype,Chr,Start,End,Strand
FBti0019348,,FlyBase,transposable_element,3R,9845570,9850598,-
FBgn0038737,CG11447,FlyBase,protein_coding,3R,19861610,19862600,+
FBgn0262431,mir-1003,FlyBase,pre_miRNA,3R,24658605,24658660,+
FBti0063768,,FlyBase,transposable_element,3R,19718770,19718826,-
FBgn0037399,Or83c,FlyBase,protein_coding,3R,6076804,6078283,-
FBti0019411,,FlyBase,transposable_element,3R,20513058,20515704,+
FBti0020393,,FlyBase,transposable_element,3R,30818868,30820372,+
FBgn0039291,CG13663,FlyBase,protein_coding,3R,25214325,25215188,-
FBgn0037547,CG7910,FlyBase,protein_coding,3R,8087252,8089526,+
FBgn0038966,pinta,FlyBase,protein_coding,3R,22423316,22424929,-
FBgn0037690,Task7,FlyBase,protein_coding,3R,9410329,9412293,-
FBti0019321,,FlyBase,transposable_element,3R,6737554,6739283,-
FBgn0038783,CG4367,FlyBase,protein_coding,3R,20303955,20304977,-
FBgn0011998,tRNA:Val-CAC-2-2,FlyBase,tRNA,3R,7452060,7452132,+
FBgn0038055,trus,FlyBase,protein_coding,3R,12456573,12458444,+
FBgn0261453,scaRNA:MeU2-C41,FlyBase,snoRNA,3R,7921952,7922073,+
FBgn0261792,snRNP-U1-C,FlyBase,protein_coding,3R,18982964,18983650,-
FBgn0040606,CG6503,FlyBase,protein_coding,3R,26424698,26425105,-
FBgn0037709,CG8199,FlyBase,protein_coding,3R,9555785,9557776,+
FBti0059826,,FlyBase,transposable_element,3R,7341649,7341710,+
FBgn0051106,CG31106,FlyBase,protein_coding,3R,25216297,25218708,+
FBti0019291,,FlyBase,transposable_element,3R,4565800,4567214,+
FBgn0039131,CG12268,FlyBase,protein_coding,3R,23943628,23948424,-
FBgn0267686,lncRNA:CR46022,FlyBase,ncRNA,3R,14528386,14529056,+
FBti0062552,,FlyBase,transposable_element,3R,4750014,4750285,+
FBti0061858,,FlyBase,transposable_element,3R,4387203,4387263,+
FBgn0037777,CG11722,FlyBase,protein_coding,3R,10044596,10045542,-
FBgn0046685,Wsck,FlyBase,protein_coding,3R,24627066,24630075,-
FBgn0259733,tal-AA,FlyBase,protein_coding,3R,13813109,13814648,+
FBgn0266388,asRNA:CR45028,FlyBase,ncRNA,3R,18668572,18669482,-
FBti0061730,,FlyBase,transposable_element,3R,4356438,4356688,-
FBgn0267561,lncRNA:CR45901,FlyBase,ncRNA,3R,6833363,6834247,+
FBgn0038993,CG13843,FlyBase,protein_coding,3R,22609485,22610715,+
FBgn0262971,lncRNA:CR43282,FlyBase,ncRNA,3R,19920597,19921310,-
FBgn0039313,CG11892,FlyBase,protein_coding,3R,25281548,25283237,+
FBgn0004395,unk,FlyBase,protein_coding,3R,23149653,23157862,-
FBgn0051201,GluRIIE,FlyBase,protein_coding,3R,20644154,20648716,-
FBgn0266674,Sec15,FlyBase,protein_coding,3R,21105046,21107972,-
FBgn0267767,lncRNA:CR46098,FlyBase,ncRNA,3R,25137701,25138001,+
FBgn0039019,HP1c,FlyBase,protein_coding,3R,22745620,22746605,+
FBti0062939,,FlyBase,transposable_element,3R,18346692,18346729,-
FBgn0039172,Spase22-23,FlyBase,protein_coding,3R,24228342,24230035,-
RR46358_transposable_element,,FlyBase,transposable_element,3R,3492558,3497654,-
FBgn0011290,Taf12,FlyBase,protein_coding,3R,11678386,11679690,-
FBgn0262384,mir-1014,FlyBase,pre_miRNA,3R,31753524,31753591,-
FBgn0283626,lncRNA:CR46299,FlyBase,ncRNA,3R,7318039,7318803,+
FBgn0267816,lncRNA:CR46141,FlyBase,ncRNA,3R,3697234,3697640,-
FBgn0037747,Naa80,FlyBase,protein_coding,3R,9767834,9770027,+
FBgn0037751,topi,FlyBase,protein_coding,3R,9775121,9777943,+
FBgn0039486,CAH9,FlyBase,protein_coding,3R,27102988,27106184,-
FBgn0039228,CG6980,FlyBase,protein_coding,3R,24807621,24808677,+
FBgn0039073,CG4408,FlyBase,protein_coding,3R,23361889,23363574,-
FBgn0040256,Ugt35C1,FlyBase,protein_coding,3R,11126597,11128328,-
FBgn0037888,scpr-B,FlyBase,protein_coding,3R,11240041,11240991,-
FBgn0039404,CG14543,FlyBase,protein_coding,3R,26056630,26057350,+
FBgn0264905,lncRNA:CR44096,FlyBase,ncRNA,3R,21720967,21723234,+
FBgn0038342,B9d1,FlyBase,protein_coding,3R,15481906,15482904,+
FBgn0005674,GluProRS,FlyBase,protein_coding,3R,23952136,23958391,-
FBgn0266229,lncRNA:CR44924,FlyBase,ncRNA,3R,5724047,5725321,+
FBgn0011768,Fdh,FlyBase,protein_coding,3R,10870906,10872381,-
FBgn0265449,lncRNA:CR44349,FlyBase,ncRNA,3R,17518210,17519084,-
FBgn0037917,wkd,FlyBase,protein_coding,3R,11581576,11585305,+
FBgn0086365,Orct2,FlyBase,protein_coding,3R,24273029,24275728,+
FBgn0017567,ND-23,FlyBase,protein_coding,3R,15836048,15837117,-
FBgn0039290,CG13654,FlyBase,protein_coding,3R,25199818,25214255,+
FBgn0267208,asRNA:CR45648,FlyBase,ncRNA,3R,22724348,22724678,+
FBti0019361,,FlyBase,transposable_element,3R,12471073,12472179,-
FBgn0051287,CG31287,FlyBase,protein_coding,3R,16203371,16204961,+
FBgn0038577,CG12321,FlyBase,protein_coding,3R,18187805,18188707,-
FBgn0037720,CG8312,FlyBase,protein_coding,3R,9591309,9625073,+
FBgn0038033,CG10097,FlyBase,protein_coding,3R,12390166,12395980,-
FBgn0001112,Gld,FlyBase,protein_coding,3R,7252063,7265703,-
FBgn0038344,obe,FlyBase,protein_coding,3R,15486050,15493310,+
FBgn0037678,CG16749,FlyBase,protein_coding,3R,9330885,9331885,-
FBgn0267709,CG46042,FlyBase,protein_coding,3R,19941997,19942412,-
RR48352_transposable_element,,FlyBase,transposable_element,3R,1273327,1280755,+
FBgn0051072,Lerp,FlyBase,protein_coding,3R,26842462,26863130,-
FBgn0013277,Hsp70Ba,FlyBase,protein_coding,3R,12465453,12467776,-
FBgn0037718,P58IPK,FlyBase,protein_coding,3R,9586942,9589581,+
FBgn0039520,Gr98a,FlyBase,protein_coding,3R,27487927,27489968,+
FBti0062070,,FlyBase,transposable_element,3R,32008101,32008160,-
FBgn0286071,AdamTS-A,FlyBase,protein_coding,3R,15442246,15476193,-
FBgn0266701,lncRNA:CR45191,FlyBase,ncRNA,3R,30664778,30666142,+
FBgn0265197,CG44257,FlyBase,protein_coding,3R,17265278,17265821,+
FBgn0003002,opa,FlyBase,protein_coding,3R,4852813,4869979,+
FBgn0012000,tRNA:Val-CAC-2-3,FlyBase,tRNA,3R,7472060,7472132,-
FBgn0264428,lncRNA:CR43846,FlyBase,ncRNA,3R,22851088,22851804,-
FBgn0266399,lncRNA:CR45039,FlyBase,ncRNA,3R,26006502,26007073,-
FBgn0041588,eIF2D,FlyBase,protein_coding,3R,29149896,29151794,-
FBgn0039557,CG12259,FlyBase,protein_coding,3R,27919844,27921089,-
FBti0020309,,FlyBase,transposable_element,3R,5763848,5764225,-
FBgn0051028,CG31028,FlyBase,protein_coding,3R,30166631,30171207,-
FBgn0266598,Kmn2,FlyBase,protein_coding,3R,8000548,8001309,-
FBgn0037424,Osi15,FlyBase,protein_coding,3R,6301804,6303653,+
FBgn0038725,CG6184,FlyBase,protein_coding,3R,19652369,19657866,-
FBgn0263757,Rpb4,FlyBase,protein_coding,3R,18252843,18255487,-
FBgn0039277,Nepl16,FlyBase,protein_coding,3R,25109226,25112516,-
FBgn0039302,Nup358,FlyBase,protein_coding,3R,25249348,25258672,+
FBgn0039461,CG5500,FlyBase,protein_coding,3R,26876630,26880459,+
FBgn0037894,Ranbp9,FlyBase,protein_coding,3R,11412522,11416142,+
FBgn0039799,CG15543,FlyBase,protein_coding,3R,30742880,30744474,+
FBgn0262290,mir-iab-8,FlyBase,pre_miRNA,3R,16856275,16856342,-
FBgn0039817,CG15553,FlyBase,protein_coding,3R,31098868,31101169,-
FBgn0051224,CG31224,FlyBase,protein_coding,3R,18650121,18659309,-
FBgn0054008,CG34008,FlyBase,protein_coding,3R,20580683,20581522,-
FBgn0013276,Hsp70Ab,FlyBase,protein_coding,3R,11958535,11960909,+
FBgn0039714,Zip99C,FlyBase,protein_coding,3R,29863701,29868895,-
FBgn0037832,Desi,FlyBase,protein_coding,3R,10779569,10780825,+
FBgn0263409,lncRNA:CR43455,FlyBase,ncRNA,3R,24439867,24440469,+
FBgn0037802,Sirt6,FlyBase,protein_coding,3R,10255349,10261849,-
FBgn0004781,Ccp84Ac,FlyBase,protein_coding,3R,6695148,6696271,-
FBgn0037502,wa-cup,FlyBase,protein_coding,3R,7420765,7423057,+
FBgn0051230,CG31230,FlyBase,protein_coding,3R,18671679,18672094,+
FBgn0039328,CHKov2,FlyBase,protein_coding,3R,25329530,25331203,-
FBgn0038204,CG14357,FlyBase,protein_coding,3R,14111151,14112166,-
FBgn0285912,mah,FlyBase,protein_coding,3R,24947632,24949539,+
FBgn0051116,ClC-a,FlyBase,protein_coding,3R,11797244,11813207,-
FBgn0263835,CR43697,FlyBase,pseudogene,3R,22297548,22298051,+
FBgn0266672,Sec8,FlyBase,protein_coding,3R,5754932,5758997,-
FBgn0037292,plh,FlyBase,protein_coding,3R,4986500,5011031,-
FBgn0002735,E(spl)mgamma-HLH,FlyBase,protein_coding,3R,25999851,26000761,+
FBgn0017550,Rga,FlyBase,protein_coding,3R,5607275,5613112,-
FBti0062066,,FlyBase,transposable_element,3R,32005992,32006274,-
FBti0059750,,FlyBase,transposable_element,3R,12499587,12500860,-
FBgn0037679,Aduk,FlyBase,protein_coding,3R,9332064,9334714,-
FBgn0037837,CG14693,FlyBase,protein_coding,3R,10811581,10815047,-
FBgn0040609,CG3348,FlyBase,protein_coding,3R,27291535,27292209,-
FBgn0284417,lncRNA:TS20,FlyBase,ncRNA,3R,5970760,5971291,+
FBgn0038113,CG11668,FlyBase,protein_coding,3R,13038375,13040184,+
FBgn0014931,CG2678,FlyBase,protein_coding,3R,7913851,7916550,+
FBgn0267408,AOX1,FlyBase,protein_coding,3R,15532137,15537292,-
FBgn0038115,CG7966,FlyBase,protein_coding,3R,13049398,13051453,-
FBgn0038745,CG4538,FlyBase,protein_coding,3R,19897372,19903689,-
FBgn0038321,CG6218,FlyBase,protein_coding,3R,15337908,15343256,-
FBgn0266538,CG45099,FlyBase,protein_coding,3R,22032150,22034286,-
FBgn0263594,lost,FlyBase,protein_coding,3R,4403076,4407182,+
FBgn0083984,CG34148,FlyBase,protein_coding,3R,21877870,21878686,-
FBgn0051162,tRNA:Ser-GCT-2-4,FlyBase,tRNA,3R,22396799,22396880,-
FBgn0039378,alpha4GT2,FlyBase,protein_coding,3R,25832230,25842878,+
FBgn0015568,alpha-Est1,FlyBase,protein_coding,3R,7545733,7549124,-
FBgn0267107,lncRNA:CR45547,FlyBase,ncRNA,3R,29356148,29356771,-
FBgn0267759,lncRNA:CR46090,FlyBase,ncRNA,3R,23333504,23333803,-
FBgn0038881,CG16791,FlyBase,protein_coding,3R,21318300,21349601,-
FBgn0259139,glo,FlyBase,protein_coding,3R,11815206,11819339,-
FBgn0267159,lncRNA:CR45599,FlyBase,ncRNA,3R,15004281,15004942,-
FBgn0038423,CG10317,FlyBase,protein_coding,3R,16368855,16370533,-
FBgn0262112,sro,FlyBase,protein_coding,3R,29794597,29795805,+
FBgn0266732,asRNA:CR45205,FlyBase,ncRNA,3R,10060666,10061978,-
FBti0062737,,FlyBase,transposable_element,3R,4201196,4201394,-
FBgn0039258,beta4GalT7,FlyBase,protein_coding,3R,25023256,25024482,+
FBgn0039415,CG6142,FlyBase,protein_coding,3R,26133154,26137148,+
FBgn0039325,CG10560,FlyBase,protein_coding,3R,25318550,25320101,-
FBgn0264427,CG43845,FlyBase,protein_coding,3R,5522299,5523120,-
FBgn0004841,TkR86C,FlyBase,protein_coding,3R,10737592,10751228,-
FBgn0275433,lncRNA:CR46265,FlyBase,ncRNA,3R,18719623,18719998,+
FBtr0304200_df_nrg,,FlyBase,miRNA,3R,20735977,20735997,+
FBti0019345,,FlyBase,transposable_element,3R,9319631,9319993,+
FBgn0267674,lncRNA:CR46010,FlyBase,ncRNA,3R,11356106,11356601,-
FBgn0002924,ncd,FlyBase,protein_coding,3R,29804290,29807127,-
FBgn0039008,CG6972,FlyBase,protein_coding,3R,22702007,22704338,+
FBgn0259721,CG42375,FlyBase,protein_coding,3R,13779624,13780795,+
FBgn0051211,CG31211,FlyBase,protein_coding,3R,11949680,11954038,+
FBgn0283548,mir-9381,FlyBase,pre_miRNA,3R,23983496,23983569,+
FBgn0038717,CG17751,FlyBase,protein_coding,3R,19607254,19609322,+
FBtr0445469_df_nrg,,FlyBase,miRNA,3R,9989120,9989141,+
FBgn0267612,lncRNA:CR45950,FlyBase,ncRNA,3R,24439867,24440510,-
FBti0062734,,FlyBase,transposable_element,3R,4186419,4186709,+
FBgn0263389,CR43441,FlyBase,pseudogene,3R,9652659,9653228,-
FBgn0051575,tRNA:Ala-AGC-2-9,FlyBase,tRNA,3R,17658381,17658453,-
FBgn0263664,lncRNA:CR43655,FlyBase,ncRNA,3R,22964038,22964630,-
FBgn0037993,dpr15,FlyBase,protein_coding,3R,12138833,12158595,-
FBgn0262962,CG43273,FlyBase,protein_coding,3R,24830301,24830973,+
FBgn0038049,Srlp,FlyBase,protein_coding,3R,12434098,12435643,+
FBgn0005777,PpD3,FlyBase,protein_coding,3R,9747875,9751094,+
FBgn0261238,Alh,FlyBase,protein_coding,3R,7094596,7124185,-
FBgn0042101,CG18744,FlyBase,protein_coding,3R,7797078,7798771,-
FBti0063301,,FlyBase,transposable_element,3R,5647484,5647538,+
FBgn0037891,CG5214,FlyBase,protein_coding,3R,11244302,11246862,+
FBgn0039182,CG5728,FlyBase,protein_coding,3R,24328455,24333316,-
FBgn0262808,CG43179,FlyBase,protein_coding,3R,14256108,14256930,+
FBgn0085345,CG34316,FlyBase,protein_coding,3R,15230585,15231686,+
FBgn0085383,CG34354,FlyBase,protein_coding,3R,28146880,28240526,+
FBgn0267808,asRNA:CR46133,FlyBase,ncRNA,3R,5858195,5858894,+
FBgn0051480,tRNA:Thr-CGT-1-1,FlyBase,tRNA,3R,20890698,20890769,+
FBgn0040080,pins,FlyBase,protein_coding,3R,27582840,27586376,+
FBgn0037383,Sec20,FlyBase,protein_coding,3R,5822026,5824532,-
FBgn0037779,CG12811,FlyBase,protein_coding,3R,10047252,10048797,-
FBgn0000533,ea,FlyBase,protein_coding,3R,15328729,15330408,+
FBgn0264563,CG43935,FlyBase,protein_coding,3R,27065436,27065807,+
FBgn0263025,HSPBAP1,FlyBase,protein_coding,3R,27695235,27696531,+
FBgn0264291,Det,FlyBase,protein_coding,3R,17149667,17150455,+
FBti0019286,,FlyBase,transposable_element,3R,4408473,4412704,-
FBgn0010340,140up,FlyBase,protein_coding,3R,14124163,14125548,-
FBgn0262327,mir-2281,FlyBase,pre_miRNA,3R,14396399,14396501,-
FBgn0039722,Capa,FlyBase,protein_coding,3R,29912991,29914346,-
FBgn0038490,CG5285,FlyBase,protein_coding,3R,17150587,17151630,+
FBgn0265276,l(3)neo38,FlyBase,protein_coding,3R,11765038,11779128,-
FBgn0014930,CG2846,FlyBase,protein_coding,3R,7912017,7913290,-
FBgn0267315,lncRNA:TS16,FlyBase,ncRNA,3R,16801299,16801877,+
FBgn0038809,CG16953,FlyBase,protein_coding,3R,20581770,20585833,-
FBti0020305,,FlyBase,transposable_element,3R,4609605,4610708,+
FBgn0038678,mRpL55,FlyBase,protein_coding,3R,19094394,19094905,-
FBgn0262434,mir-11,FlyBase,pre_miRNA,3R,21622497,21622571,-
FBgn0261996,CG42814,FlyBase,protein_coding,3R,27228673,27229468,-
FBti0059756,,FlyBase,transposable_element,3R,12479761,12480942,-
FBgn0037478,CG2656,FlyBase,protein_coding,3R,7144724,7151270,+
FBgn0267708,lncRNA:CR46041,FlyBase,ncRNA,3R,19058020,19058519,+
FBgn0038428,CG14894,FlyBase,protein_coding,3R,16441843,16443007,-
FBgn0015270,Orc2,FlyBase,protein_coding,3R,13964885,13967075,+
FBgn0038853,RhoGAP93B,FlyBase,protein_coding,3R,21083043,21097827,-
FBgn0267119,lncRNA:CR45559,FlyBase,ncRNA,3R,6892918,6893462,-
FBgn0038306,Art3,FlyBase,protein_coding,3R,15227605,15229408,-
FBgn0046876,Obp83ef,FlyBase,protein_coding,3R,6109642,6111034,-
FBtr0309665_df_nrg,,FlyBase,miRNA,3R,10513035,10513056,-
FBgn0051320,HEATR2,FlyBase,protein_coding,3R,14358356,14361786,-
FBgn0053333,CG33333,FlyBase,protein_coding,3R,17417467,17418042,+
FBgn0051268,CG31268,FlyBase,protein_coding,3R,17031802,17033515,+
FBgn0051184,LSm3,FlyBase,protein_coding,3R,23996262,23997017,+
FBgn0038219,CG14839,FlyBase,protein_coding,3R,14262387,14263367,+
FBgn0051225,Ir94f,FlyBase,protein_coding,3R,23481865,23483541,+
FBti0062533,,FlyBase,transposable_element,3R,4636847,4637011,-
FBgn0038756,CG4783,FlyBase,protein_coding,3R,19948443,19948907,+
FBgn0037276,CG17387,FlyBase,protein_coding,3R,4781120,4784722,-
FBgn0039870,CG1896,FlyBase,protein_coding,3R,31744282,31745178,+
FBgn0003165,pum,FlyBase,protein_coding,3R,9066343,9237682,-
FBgn0039463,Spag1,FlyBase,protein_coding,3R,26947830,26949682,+
FBgn0039719,CG15515,FlyBase,protein_coding,3R,29905464,29906448,+
FBgn0038760,MED25,FlyBase,protein_coding,3R,20008947,20011712,+
FBgn0002781,mod(mdg4),FlyBase,protein_coding,3R,21350846,21377401,-
FBgn0039311,CG10513,FlyBase,protein_coding,3R,25275790,25277212,-
FBgn0038034,Cyp9f3,FlyBase,protein_coding,3R,12396007,12398929,-
FBgn0053970,CG33970,FlyBase,protein_coding,3R,26318355,26362588,+
FBgn0038332,CG6136,FlyBase,protein_coding,3R,15370036,15372212,-
FBgn0024957,Irp-1B,FlyBase,protein_coding,3R,10408618,10412869,-
FBgn0038017,CG4115,FlyBase,protein_coding,3R,12360008,12363255,+
FBgn0011999,tRNA:Val-CAC-2-1,FlyBase,tRNA,3R,7451297,7451369,+
FBgn0267671,lncRNA:CR46007,FlyBase,ncRNA,3R,11033380,11034203,-
FBgn0023212,EloB,FlyBase,protein_coding,3R,20578222,20579850,-
FBgn0086057,snoRNA:Me28S-G2017,FlyBase,snoRNA,3R,11224308,11224400,+
FBgn0263400,CG43446,FlyBase,protein_coding,3R,20986504,20987936,-
FBti0061713,,FlyBase,transposable_element,3R,4330388,4330663,-
FBgn0027492,wdb,FlyBase,protein_coding,3R,27561675,27582241,-
FBtr0445445_df_nrg,,FlyBase,miRNA,3R,4748702,4748723,-
FBgn0011289,TfIIA-L,FlyBase,protein_coding,3R,27251112,27256463,+
FBgn0263986,cd,FlyBase,protein_coding,3R,22694959,22697990,+
FBti0019404,,FlyBase,transposable_element,3R,19744302,19749476,+
FBgn0015269,Nf1,FlyBase,protein_coding,3R,25983013,25995737,+
FBgn0038485,CG5255,FlyBase,protein_coding,3R,17137893,17138865,+
FBgn0265062,lncRNA:CR44173,FlyBase,ncRNA,3R,19278775,19279728,-
FBti0063270,,FlyBase,transposable_element,3R,7001673,7001856,+
FBgn0010399,Nmdar1,FlyBase,protein_coding,3R,5508842,5523328,-
FBgn0039369,CG17195,FlyBase,protein_coding,3R,25776276,25777198,-
FBgn0266750,lncRNA:CR45223,FlyBase,ncRNA,3R,17646903,17653478,-
FBtr0472817_df_nrg,,FlyBase,miRNA,3R,27642480,27642501,-
FBgn0039054,Cow,FlyBase,protein_coding,3R,23070516,23112730,-
FBti0062133,,FlyBase,transposable_element,3R,31953892,31953949,+
FBgn0286828,dind,FlyBase,protein_coding,3R,18674626,18677539,-
FBgn0028734,Fmr1,FlyBase,protein_coding,3R,10101420,10110121,-
FBgn0039789,CG9717,FlyBase,protein_coding,3R,30584020,30587302,-
FBgn0037988,CG14740,FlyBase,protein_coding,3R,12061070,12062944,-
FBgn0037849,CG4596,FlyBase,protein_coding,3R,10873038,10875582,+
FBgn0011766,E2f1,FlyBase,protein_coding,3R,21620304,21660871,-
FBgn0262143,CG42869,FlyBase,protein_coding,3R,21736513,21736849,-
FBti0062606,,FlyBase,transposable_element,3R,4607782,4607837,-
FBgn0267430,Pzl,FlyBase,protein_coding,3R,2554162,3263582,-
FBti0020308,,FlyBase,transposable_element,3R,5443229,5443769,-
FBtr0304424_df_nrg,,FlyBase,miRNA,3R,16856278,16856299,-
FBgn0051510,CG31510,FlyBase,protein_coding,3R,25117218,25122920,-
FBti0019447,,FlyBase,transposable_element,3R,28173725,28181097,+
FBgn0037996,CG4830,FlyBase,protein_coding,3R,12208159,12210360,-
FBgn0038535,alt,FlyBase,protein_coding,3R,17673732,17682515,-
FBgn0260444,Not10,FlyBase,protein_coding,3R,12630647,12633188,+
FBgn0038437,Sdhaf3,FlyBase,protein_coding,3R,16481861,16482452,-
FBti0063898,,FlyBase,transposable_element,3R,6612534,6612566,-
FBgn0038369,Arpc3A,FlyBase,protein_coding,3R,15834648,15836021,+
FBgn0038645,CG7714,FlyBase,protein_coding,3R,18725399,18726434,-
FBti0019461,,FlyBase,transposable_element,3R,30317381,30324914,+
FBgn0262904,asRNA:CR43259,FlyBase,ncRNA,3R,25902846,25906766,-
FBgn0037570,CG11693,FlyBase,protein_coding,3R,8308881,8310778,-
FBgn0263047,CG43342,FlyBase,protein_coding,3R,22381340,22382147,+
FBgn0011785,BRWD3,FlyBase,protein_coding,3R,24319000,24328619,+
FBgn0039092,CG16723,FlyBase,protein_coding,3R,23593625,23596273,-
FBgn0037705,mura,FlyBase,protein_coding,3R,9535625,9551806,-
FBgn0267806,lncRNA:CR46131,FlyBase,ncRNA,3R,6585431,6586105,+
FBgn0038454,CG10324,FlyBase,protein_coding,3R,16645072,16647004,-
FBti0061004,,FlyBase,transposable_element,3R,12371456,12371507,-
FBgn0038643,CG14300,FlyBase,protein_coding,3R,18693293,18693711,-
FBgn0038238,CG14854,FlyBase,protein_coding,3R,14559166,14560054,-
FBgn0038838,TotB,FlyBase,protein_coding,3R,20873938,20874522,+
FBgn0260743,GC1,FlyBase,protein_coding,3R,11967708,11971686,+
FBgn0039879,Ir100a,FlyBase,protein_coding,3R,31800963,31802774,+
FBgn0039246,CG10845,FlyBase,protein_coding,3R,24901116,24903048,+
FBgn0267116,lncRNA:CR45556,FlyBase,ncRNA,3R,32012648,32013408,+
FBti0061924,,FlyBase,transposable_element,3R,4547603,4547667,+
FBgn0039820,CG15554,FlyBase,protein_coding,3R,31126149,31127335,+
FBgn0067629,CG33332,FlyBase,protein_coding,3R,14886456,14889146,+
FBgn0017590,klg,FlyBase,protein_coding,3R,22899284,22961731,+
FBgn0039726,eIF2Balpha,FlyBase,protein_coding,3R,29934582,29935888,-
FBgn0260634,eIF4G2,FlyBase,protein_coding,3R,23808285,23819237,-
FBgn0037231,Vps24,FlyBase,protein_coding,3R,4307435,4310947,-
FBgn0037829,CG14691,FlyBase,protein_coding,3R,10753331,10755634,-
FBti0063714,,FlyBase,transposable_element,3R,19114044,19114157,+
FBti0059855,,FlyBase,transposable_element,3R,7534017,7534115,-
FBgn0267685,lncRNA:CR46021,FlyBase,ncRNA,3R,14527185,14527980,+
FBti0061580,,FlyBase,transposable_element,3R,31045753,31045869,+
FBgn0284081,CG46303,FlyBase,protein_coding,3R,5821972,5822435,+
FBgn0037412,Osi4,FlyBase,protein_coding,3R,6218318,6221781,-
FBgn0037817,Cyp12e1,FlyBase,protein_coding,3R,10434789,10436704,+
FBgn0051253,CG31253,FlyBase,protein_coding,3R,27959346,27960573,-
FBgn0262858,CG43222,FlyBase,protein_coding,3R,24634625,24635165,-
FBgn0267383,Ubc87F,FlyBase,protein_coding,3R,13717454,13718176,-
