id,gene_version,GeneSymbol,gene_source,gene_biotype,Chr,Start,End,Strand
ENSGALG00000012611,6,RTCB,ensembl,protein_coding,1,53286579,53299252,+
ENSGALG00000015069,7,B4GALT4,ensembl,protein_coding,1,81391656,81407632,+
ENSGALG00000022891,5,,ensembl,protein_coding,1,81408455,81422616,-
ENSGALG00000012619,6,PRDM4,ensembl,protein_coding,1,53325209,53342024,+
ENSGALG00000017158,7,POGLUT3,ensembl,protein_coding,1,181559336,181567603,+
ENSGALG00000012631,5,PWP1,ensembl,protein_coding,1,53343403,53357843,-
ENSGALG00000033664,2,MOV10L1,ensembl,protein_coding,1,20276230,20312309,+
ENSGALG00000015075,6,B3GAT1L,ensembl,protein_coding,1,81425204,81452490,-
ENSGALG00000017159,7,ATM,ensembl,protein_coding,1,181590958,181650668,-
ENSGALG00000015077,7,ARHGAP31,ensembl,protein_coding,1,81531508,81551013,+
ENSGALG00000000003,5,PANX2,ensembl,protein_coding,1,20328226,20347898,+
ENSGALG00000015079,6,UPK1B,ensembl,protein_coding,1,81562063,81573670,-
ENSGALG00000030705,3,TRABD,ensembl,protein_coding,1,20383039,20415387,+
ENSGALG00000039595,2,BTBD11,ensembl,protein_coding,1,53377416,53545431,-
ENSGALG00000016740,7,OCA2,ensembl,protein_coding,1,131975543,132105662,+
ENSGALG00000012638,6,CRY1,ensembl,protein_coding,1,53591410,53626354,-
ENSGALG00000017163,6,ACAT1,ensembl,protein_coding,1,181673539,181685617,-
ENSGALG00000019240,6,,ensembl,protein_coding,1,81587631,81590954,-
ENSGALG00000041042,2,GABRG3,ensembl,protein_coding,1,132259464,132561163,-
ENSGALG00000017165,8,CUL5,ensembl,protein_coding,1,181692016,181714409,-
ENSGALG00000015084,5,IGSF11,ensembl,protein_coding,1,81625126,81711797,+
ENSGALG00000016744,6,GABRA5,ensembl,protein_coding,1,132566482,132611904,-
ENSGALG00000038467,2,SELENOO,ensembl,protein_coding,1,20448935,20462470,+
ENSGALG00000032156,2,TUBGCP6,ensembl,protein_coding,1,20464869,20488213,-
ENSGALG00000017166,5,RAB39A,ensembl,protein_coding,1,181732680,181742258,-
ENSGALG00000017167,7,SLC35F2,ensembl,protein_coding,1,181760889,181778160,+
ENSGALG00000029392,3,GABRB3,ensembl,protein_coding,1,132652407,132762481,+
ENSGALG00000051879,1,,ensembl,protein_coding,1,81813213,81814253,-
ENSGALG00000052522,1,,ensembl,protein_coding,1,81820856,81823870,-
ENSGALG00000040620,3,LSAMP,ensembl,protein_coding,1,82041116,83002376,+
ENSGALG00000012639,6,MTERF2,ensembl,protein_coding,1,53628604,53634012,+
ENSGALG00000017168,6,SLN,ensembl,protein_coding,1,181822186,181824109,+
ENSGALG00000012640,2,TMEM263,ensembl,protein_coding,1,53635743,53648531,-
ENSGALG00000043118,2,ATP10A,ensembl,protein_coding,1,132986041,133096377,+
ENSGALG00000017169,6,ELMOD1,ensembl,protein_coding,1,181839724,181881942,-
ENSGALG00000051829,1,,ensembl,protein_coding,1,20487638,20491358,-
ENSGALG00000029484,3,RIC8B,ensembl,protein_coding,1,53675196,53707480,-
ENSGALG00000034944,2,UBE3A,ensembl,protein_coding,1,133189234,133229871,+
ENSGALG00000051043,1,,ensembl,protein_coding,1,20488179,20495207,-
ENSGALG00000012647,7,RFX4,ensembl,protein_coding,1,53713025,53802913,-
ENSGALG00000041251,3,HDAC10,ensembl,protein_coding,1,20492465,20502957,-
ENSGALG00000008635,6,,ensembl,protein_coding,1,20505033,20508744,-
ENSGALG00000039826,2,CNGA3,ensembl,protein_coding,1,133236289,133256347,-
ENSGALG00000012655,7,POLR3B,ensembl,protein_coding,1,53811388,53878902,-
ENSGALG00000019384,5,MAPK12,ensembl,protein_coding,1,20526985,20555609,-
ENSGALG00000017170,6,ALKBH8,ensembl,protein_coding,1,181880177,181939483,+
ENSGALG00000040709,3,,ensembl,protein_coding,1,133283029,133309570,-
ENSGALG00000040023,3,MAPK11,ensembl,protein_coding,1,20565752,20594690,-
ENSGALG00000015089,6,GAP43,ensembl,protein_coding,1,83026159,83080167,-
ENSGALG00000053594,1,,ensembl,protein_coding,1,133320865,133325014,-
ENSGALG00000039861,2,PLXNB2,ensembl,protein_coding,1,20649179,20822048,-
ENSGALG00000053188,1,,ensembl,protein_coding,1,133327318,133349641,-
ENSGALG00000015094,6,ZBTB20,ensembl,protein_coding,1,83692165,83698118,+
ENSGALG00000015117,7,DRD3,ensembl,protein_coding,1,83745457,83755386,+
ENSGALG00000037353,3,TMEM131,ensembl,protein_coding,1,133387917,133479417,+
ENSGALG00000012658,7,TCP11X2,ensembl,protein_coding,1,53881515,53897895,-
ENSGALG00000017171,6,CWF19L2,ensembl,protein_coding,1,181966817,182022834,+
ENSGALG00000017172,4,VMO1,ensembl,protein_coding,1,182061433,182065423,+
ENSGALG00000017173,6,GUCY1A2,ensembl,protein_coding,1,182130487,182257860,+
ENSGALG00000037485,3,QTRT2,ensembl,protein_coding,1,83770540,83782730,-
ENSGALG00000027981,4,AASDHPPT,ensembl,protein_coding,1,182413608,182437196,-
ENSGALG00000053464,1,CCDC191,ensembl,protein_coding,1,83782815,83801691,+
ENSGALG00000033997,3,ZNF800,ensembl,protein_coding,1,21022425,21036546,+
ENSGALG00000028658,3,KBTBD3,ensembl,protein_coding,1,182437515,182450316,+
ENSGALG00000015123,5,ZDHHC23,ensembl,protein_coding,1,83805906,83813150,-
ENSGALG00000017177,7,MSANTD4,ensembl,protein_coding,1,182457193,182471609,+
ENSGALG00000012659,7,CKAP4,ensembl,protein_coding,1,53903598,53908679,+
ENSGALG00000039403,2,GRM8,ensembl,protein_coding,1,21072336,21395611,+
ENSGALG00000029709,2,INPP4A,ensembl,protein_coding,1,133491845,133561055,-
ENSGALG00000012662,5,NUAK1,ensembl,protein_coding,1,53933066,53978011,+
ENSGALG00000049783,1,,ensembl,protein_coding,1,21744328,21745368,+
ENSGALG00000026311,2,C12orf75,ensembl,protein_coding,1,54179279,54183383,-
ENSGALG00000038995,2,GRIA4,ensembl,protein_coding,1,182497747,182719908,-
ENSGALG00000035629,3,GRAMD1C,ensembl,protein_coding,1,83813954,83865313,-
ENSGALG00000008740,7,POT1,ensembl,protein_coding,1,21884126,21946881,+
ENSGALG00000036791,2,COA5,ensembl,protein_coding,1,133608232,133610582,-
ENSGALG00000027122,3,APPL2,ensembl,protein_coding,1,54211821,54244951,+
ENSGALG00000036076,2,UNC50,ensembl,protein_coding,1,133610586,133613996,+
ENSGALG00000030780,2,MGAT4A,ensembl,protein_coding,1,133618531,133693798,-
ENSGALG00000028254,3,WASHC4,ensembl,protein_coding,1,54247464,54284004,-
ENSGALG00000012691,6,ALDH1L2,ensembl,protein_coding,1,54291424,54319655,+
ENSGALG00000048078,1,,ensembl,protein_coding,1,182974030,182978777,+
ENSGALG00000040954,2,GPR37,ensembl,protein_coding,1,21985328,21998153,+
ENSGALG00000054902,1,,ensembl,protein_coding,1,183107533,183108651,-
ENSGALG00000017179,7,PDGFD,ensembl,protein_coding,1,183232405,183372535,+
ENSGALG00000031527,2,ARL8BL,ensembl,protein_coding,1,22204054,22231720,-
ENSGALG00000016755,7,,ensembl,protein_coding,1,133708781,133728300,-
ENSGALG00000012694,7,,ensembl,protein_coding,1,54320742,54323938,-
ENSGALG00000016757,7,TSGA10,ensembl,protein_coding,1,133775253,133793015,-
ENSGALG00000012697,6,SLC41A2,ensembl,protein_coding,1,54333887,54374347,+
ENSGALG00000008761,5,SPAM1,ensembl,protein_coding,1,22238881,22251669,-
ENSGALG00000016758,5,LIPT1,ensembl,protein_coding,1,133803189,133805089,+
ENSGALG00000016760,6,,ensembl,protein_coding,1,133803259,133830101,+
ENSGALG00000008776,6,HYAL6,ensembl,protein_coding,1,22287864,22327497,-
ENSGALG00000030607,2,CHST11,ensembl,protein_coding,1,54386968,54542011,-
ENSGALG00000041814,2,DYNC2H1,ensembl,protein_coding,1,183536862,183673100,-
ENSGALG00000008797,6,WASL,ensembl,protein_coding,1,22351089,22401091,+
ENSGALG00000016759,6,MITD1,ensembl,protein_coding,1,133809550,133813733,-
ENSGALG00000043257,3,,ensembl,protein_coding,1,133819265,133823382,-
ENSGALG00000008805,6,LMOD2,ensembl,protein_coding,1,22419625,22425777,-
ENSGALG00000016761,4,LYG2,ensembl,protein_coding,1,133828101,133831585,-
ENSGALG00000008814,6,ASB15,ensembl,protein_coding,1,22434929,22445383,-
ENSGALG00000008821,7,NDUFA5,ensembl,protein_coding,1,22449623,22454662,+
ENSGALG00000035345,2,TXNRD1,ensembl,protein_coding,1,54584006,54620980,-
ENSGALG00000008823,6,IQUB,ensembl,protein_coding,1,22456440,22477009,+
ENSGALG00000054968,1,,ensembl,protein_coding,1,133835962,133838443,-
ENSGALG00000008836,7,ATP6AP1,ensembl,protein_coding,1,22485251,22539257,+
ENSGALG00000046548,2,,ensembl,protein_coding,1,83869114,83877591,+
ENSGALG00000032090,2,TXNDC9,ensembl,protein_coding,1,133848484,133859438,-
ENSGALG00000041193,3,NFYB,ensembl,protein_coding,1,54631916,54646904,+
ENSGALG00000016764,6,EIF5B,ensembl,protein_coding,1,133860171,133890836,+
ENSGALG00000008874,7,SLC13A1,ensembl,protein_coding,1,22565977,22590094,+
ENSGALG00000016766,7,REV1,ensembl,protein_coding,1,133893037,133946308,-
ENSGALG00000019233,5,,ensembl,protein_coding,1,83879170,83892733,-
ENSGALG00000008926,6,CADPS2,ensembl,protein_coding,1,22670291,22971425,+
ENSGALG00000039538,3,CLDND1,ensembl,protein_coding,1,84300602,84309903,-
ENSGALG00000017181,6,DCUN1D5,ensembl,protein_coding,1,183673256,183686237,+
ENSGALG00000016767,6,AFF3,ensembl,protein_coding,1,133973567,134294259,-
ENSGALG00000015133,6,GPR15,ensembl,protein_coding,1,84316703,84317788,+
ENSGALG00000015134,6,APOV1,ensembl,protein_coding,1,84330787,84333931,-
ENSGALG00000016768,6,LONRF2,ensembl,protein_coding,1,134355045,134386116,-
ENSGALG00000037273,2,,ensembl,protein_coding,1,183720748,183721251,+
ENSGALG00000008941,7,FEZF1,ensembl,protein_coding,1,22977640,22983971,+
ENSGALG00000015136,7,ILDR1,ensembl,protein_coding,1,84338733,84353225,-
ENSGALG00000017183,6,MMP13,ensembl,protein_coding,1,183730975,183738566,+
ENSGALG00000008953,5,AASS,ensembl,protein_coding,1,23009937,23038493,+
ENSGALG00000042577,3,CFAP44,ensembl,protein_coding,1,84357507,84390333,+
ENSGALG00000016769,7,CHST10,ensembl,protein_coding,1,134408808,134422786,-
ENSGALG00000040114,2,PTPRZ1,ensembl,protein_coding,1,23044093,23176470,-
ENSGALG00000054317,1,,ensembl,protein_coding,1,84390198,84399002,+
ENSGALG00000019063,5,MMP10,ensembl,protein_coding,1,183766300,183772932,+
ENSGALG00000050027,1,NMS,ensembl,protein_coding,1,134437290,134442623,+
ENSGALG00000016770,5,,ensembl,protein_coding,1,134455770,134457943,-
ENSGALG00000015152,7,BOC,ensembl,protein_coding,1,84399987,84443291,-
ENSGALG00000016771,6,,ensembl,protein_coding,1,134460007,134462166,-
ENSGALG00000015172,7,,ensembl,protein_coding,1,84500925,84518713,-
ENSGALG00000016772,5,PDCL3,ensembl,protein_coding,1,134464050,134469956,+
ENSGALG00000026297,3,,ensembl,protein_coding,1,183777824,183787626,+
ENSGALG00000019061,5,MMP1,ensembl,protein_coding,1,183793774,183800290,+
ENSGALG00000016774,6,NPAS2,ensembl,protein_coding,1,134540472,134668511,+
ENSGALG00000019060,6,MMP27,ensembl,protein_coding,1,183804597,183812551,+
ENSGALG00000015182,6,NEPRO,ensembl,protein_coding,1,84518158,84523562,+
ENSGALG00000015185,6,TAF13,ensembl,protein_coding,1,84523342,84526837,-
ENSGALG00000015190,6,GTPBP8,ensembl,protein_coding,1,84528015,84532502,-
ENSGALG00000017184,5,MMP7,ensembl,protein_coding,1,183873073,183877709,+
ENSGALG00000017185,7,TMEM123,ensembl,protein_coding,1,183903226,183920317,+
ENSGALG00000015191,6,CD200R1L,ensembl,protein_coding,1,84536001,84540607,+
ENSGALG00000016776,6,TBC1D8,ensembl,protein_coding,1,134671345,134727061,-
ENSGALG00000019231,6,CD200R1,ensembl,protein_coding,1,84562942,84585088,+
ENSGALG00000008975,6,FAM3C,ensembl,protein_coding,1,23349811,23381342,+
ENSGALG00000016775,6,RPL31,ensembl,protein_coding,1,134671350,134676353,+
ENSGALG00000029616,2,HCFC2,ensembl,protein_coding,1,54651418,54674159,-
ENSGALG00000017186,6,BIRC3,ensembl,protein_coding,1,183926160,183936332,-
ENSGALG00000039563,3,CNOT11,ensembl,protein_coding,1,134748547,134759240,+
ENSGALG00000015193,7,CCDC80,ensembl,protein_coding,1,84661651,84685255,+
ENSGALG00000034078,3,GLT8D2,ensembl,protein_coding,1,54676399,54693423,+
ENSGALG00000016779,6,RNF149,ensembl,protein_coding,1,134765809,134783865,-
ENSGALG00000040947,3,CREG2,ensembl,protein_coding,1,134789668,134805086,-
ENSGALG00000028069,3,WNT16,ensembl,protein_coding,1,23387565,23397783,-
ENSGALG00000045388,2,RFX8,ensembl,protein_coding,1,134811550,134825508,-
ENSGALG00000009002,6,CPED1,ensembl,protein_coding,1,23415784,23554158,-
ENSGALG00000015197,5,SLC35A5,ensembl,protein_coding,1,84688230,84701091,-
ENSGALG00000031457,2,TDG,ensembl,protein_coding,1,54693128,54704028,-
ENSGALG00000009023,6,ING3,ensembl,protein_coding,1,23568700,23587086,-
ENSGALG00000015204,6,ATG3,ensembl,protein_coding,1,84701318,84724935,+
ENSGALG00000030933,2,C1H12ORF73,ensembl,protein_coding,1,54703831,54705113,+
ENSGALG00000009029,5,TSPAN12,ensembl,protein_coding,1,23609312,23654509,+
ENSGALG00000033789,3,HSP90B1,ensembl,protein_coding,1,54708818,54718953,-
ENSGALG00000016781,6,MAP4K4,ensembl,protein_coding,1,134881704,135030233,+
ENSGALG00000038154,2,YAP1,ensembl,protein_coding,1,183975461,184057285,-
ENSGALG00000029298,3,F5,ensembl,protein_coding,1,84730514,84766850,+
ENSGALG00000015218,7,SLC19A2,ensembl,protein_coding,1,84778681,84788885,+
ENSGALG00000009066,6,KCND2,ensembl,protein_coding,1,23662850,23926311,-
ENSGALG00000015221,7,CCDC181,ensembl,protein_coding,1,84792952,84802664,+
ENSGALG00000017189,6,C1H11ORF70,ensembl,protein_coding,1,184057697,184077150,-
ENSGALG00000015225,6,BLZF1,ensembl,protein_coding,1,84803475,84810188,-
ENSGALG00000017190,7,CEP126,ensembl,protein_coding,1,184104312,184140429,-
ENSGALG00000009104,6,ANKRD26,ensembl,protein_coding,1,24435899,24484038,+
ENSGALG00000017191,5,ANGPTL5,ensembl,protein_coding,1,184143212,184157279,+
ENSGALG00000052779,1,,ensembl,protein_coding,1,184166252,184189283,+
ENSGALG00000050036,1,,ensembl,protein_coding,1,184193317,184194882,+
ENSGALG00000047752,1,,ensembl,protein_coding,1,184241099,184253334,-
ENSGALG00000029416,2,TRPC6,ensembl,protein_coding,1,184326387,184418640,+
ENSGALG00000015230,6,NME7,ensembl,protein_coding,1,84810190,84899752,+
ENSGALG00000029746,2,NT5DC3,ensembl,protein_coding,1,54748399,54768748,+
ENSGALG00000017195,6,PGR,ensembl,protein_coding,1,184494415,184532824,+
ENSGALG00000039245,2,STAB2,ensembl,protein_coding,1,54771871,54848374,-
ENSGALG00000017196,5,ARHGAP42,ensembl,protein_coding,1,184547720,184703043,-
ENSGALG00000015233,7,ATP1B1,ensembl,protein_coding,1,84899572,84913575,-
ENSGALG00000017197,6,CNTN5,ensembl,protein_coding,1,184782914,185386260,-
ENSGALG00000009110,5,LSM8,ensembl,protein_coding,1,24490276,24495990,-
ENSGALG00000051926,1,,ensembl,protein_coding,1,54929442,54930602,+
ENSGALG00000039376,2,DPT,ensembl,protein_coding,1,85034495,85061724,+
ENSGALG00000037082,2,ASCL1,ensembl,protein_coding,1,55066348,55068233,-
ENSGALG00000009134,5,CTTNBP2,ensembl,protein_coding,1,24616305,24691437,+
ENSGALG00000012754,6,PAH,ensembl,protein_coding,1,55078825,55114899,+
ENSGALG00000015235,7,XCL1,ensembl,protein_coding,1,85121273,85126277,+
ENSGALG00000015244,5,TBX19,ensembl,protein_coding,1,85209232,85223485,-
ENSGALG00000019228,5,SFT2D2,ensembl,protein_coding,1,85232196,85239081,-
ENSGALG00000019300,5,,ensembl,protein_coding,1,55122085,55150578,+
ENSGALG00000032986,2,CFTR,ensembl,protein_coding,1,24695865,24779958,-
ENSGALG00000015246,6,TIPRL,ensembl,protein_coding,1,85240431,85248944,-
ENSGALG00000015247,6,GPR161,ensembl,protein_coding,1,85247196,85258715,+
ENSGALG00000015249,7,,ensembl,protein_coding,1,85262293,85275930,+
ENSGALG00000047209,1,,ensembl,protein_coding,1,85278733,85281513,+
ENSGALG00000012755,3,IGF-I,ensembl,protein_coding,1,55281097,55330373,+
ENSGALG00000015240,7,,ensembl,protein_coding,1,85287225,85295598,-
ENSGALG00000012756,7,PARPBP,ensembl,protein_coding,1,55369893,55417954,-
ENSGALG00000050052,1,,ensembl,protein_coding,1,185011575,185013809,+
ENSGALG00000050398,1,,ensembl,protein_coding,1,85302808,85303050,+
ENSGALG00000034574,2,ASZ1,ensembl,protein_coding,1,24799631,24836289,+
ENSGALG00000013489,5,CCDC82,ensembl,protein_coding,1,186228663,186241876,+
ENSGALG00000015252,7,ST3GAL6,ensembl,protein_coding,1,85336671,85378990,+
ENSGALG00000012757,6,PMCH,ensembl,protein_coding,1,55372179,55373646,+
ENSGALG00000030173,2,WNT2,ensembl,protein_coding,1,24840450,24853779,+
ENSGALG00000012759,6,NUP37,ensembl,protein_coding,1,55418026,55444014,+
ENSGALG00000017199,6,MAML2,ensembl,protein_coding,1,186248196,186456865,+
ENSGALG00000037206,3,ST7,ensembl,protein_coding,1,24857853,24995430,-
ENSGALG00000017200,6,MTMR2,ensembl,protein_coding,1,186489972,186536071,+
ENSGALG00000012760,6,WASHC3,ensembl,protein_coding,1,55450039,55465325,+
ENSGALG00000012761,6,DRAM1,ensembl,protein_coding,1,55492486,55507806,-
ENSGALG00000012763,6,GNPTAB,ensembl,protein_coding,1,55519674,55560047,+
ENSGALG00000012766,7,,ensembl,protein_coding,1,55560638,55572432,+
ENSGALG00000012769,6,CHPT1,ensembl,protein_coding,1,55571461,55590991,-
ENSGALG00000017201,7,CEP57,ensembl,protein_coding,1,186545459,186558375,-
ENSGALG00000017202,6,FAM76B,ensembl,protein_coding,1,186558472,186567752,+
ENSGALG00000017204,6,SESN3,ensembl,protein_coding,1,186709569,186747771,+
ENSGALG00000017205,5,ENDOD1,ensembl,protein_coding,1,186760966,186767598,-
ENSGALG00000017207,7,CWC15,ensembl,protein_coding,1,186781159,186797999,+
ENSGALG00000043437,3,CAPZA2,ensembl,protein_coding,1,25007205,25036960,-
ENSGALG00000015253,6,COL8A1,ensembl,protein_coding,1,85383662,85470351,-
ENSGALG00000015258,6,DCBLD2,ensembl,protein_coding,1,85657472,85699919,+
ENSGALG00000017208,6,AMOTL1,ensembl,protein_coding,1,186814876,186872104,-
ENSGALG00000036883,3,MET,ensembl,protein_coding,1,25059910,25147690,-
ENSGALG00000022718,4,FUT4,ensembl,protein_coding,1,186918010,186919080,-
ENSGALG00000054258,1,,ensembl,protein_coding,1,186929092,186931852,-
ENSGALG00000017210,6,ANKRD49,ensembl,protein_coding,1,186932532,186935320,-
ENSGALG00000012783,6,MYBPC1,ensembl,protein_coding,1,55597280,55669104,-
ENSGALG00000017211,6,MRE11,ensembl,protein_coding,1,186935469,186955206,+
ENSGALG00000048658,1,,ensembl,protein_coding,1,25186361,25189414,-
ENSGALG00000043287,2,CAV1,ensembl,protein_coding,1,25201248,25216271,-
ENSGALG00000015263,5,,ensembl,protein_coding,1,85710579,85718966,-
ENSGALG00000033295,3,CAV2,ensembl,protein_coding,1,25223560,25231414,-
ENSGALG00000031934,2,TES,ensembl,protein_coding,1,25316566,25342793,-
ENSGALG00000015267,6,CMSS1,ensembl,protein_coding,1,85718934,85945887,-
ENSGALG00000054799,1,SPIC,ensembl,protein_coding,1,55701731,55729543,-
ENSGALG00000040557,3,TFEC,ensembl,protein_coding,1,25367738,25492784,+
ENSGALG00000017212,5,GPR83,ensembl,protein_coding,1,186958524,186961472,+
ENSGALG00000026838,3,MDFIC,ensembl,protein_coding,1,25905669,25955951,-
ENSGALG00000039751,2,PANX1,ensembl,protein_coding,1,186976289,186995037,-
ENSGALG00000046326,2,IL1R2,ensembl,protein_coding,1,135054624,135066732,+
ENSGALG00000046187,2,PARP12,ensembl,protein_coding,1,55733220,55749482,+
ENSGALG00000009424,7,FOXP2,ensembl,protein_coding,1,26049718,26110344,-
ENSGALG00000043027,3,HEPHL1,ensembl,protein_coding,1,186999629,187029048,-
ENSGALG00000043044,2,IL1R1,ensembl,protein_coding,1,135111322,135129457,+
ENSGALG00000028629,3,TM4SF1a,ensembl,protein_coding,1,187042107,187056697,+
ENSGALG00000030526,2,IL1RL2,ensembl,protein_coding,1,135138720,135153025,+
ENSGALG00000012791,6,TBXAS1,ensembl,protein_coding,1,55750244,55990181,-
ENSGALG00000017216,5,,ensembl,protein_coding,1,187061747,187071961,+
ENSGALG00000016785,6,IL1RL1,ensembl,protein_coding,1,135176642,135199850,+
ENSGALG00000053114,1,,ensembl,protein_coding,1,26112068,26239455,-
ENSGALG00000017217,6,VSTM5,ensembl,protein_coding,1,187083455,187092642,+
ENSGALG00000009435,7,PPP1R3A,ensembl,protein_coding,1,26502865,26529724,+
ENSGALG00000009439,2,GPR85,ensembl,protein_coding,1,26817562,26821855,+
ENSGALG00000053198,1,,ensembl,protein_coding,1,85747773,85925868,+
ENSGALG00000017218,4,MED17,ensembl,protein_coding,1,187090984,187108246,-
ENSGALG00000009440,6,BMT2,ensembl,protein_coding,1,26909371,26943265,+
ENSGALG00000015271,7,,ensembl,protein_coding,1,85910572,85928953,+
ENSGALG00000009443,6,TMEM168,ensembl,protein_coding,1,26946875,26968412,+
ENSGALG00000009446,6,LSMEM1,ensembl,protein_coding,1,27049177,27056263,-
ENSGALG00000015273,5,TBC1D23,ensembl,protein_coding,1,85946022,85977162,+
ENSGALG00000009448,6,IFRD1,ensembl,protein_coding,1,27057994,27068635,-
ENSGALG00000012792,6,HIPK2,ensembl,protein_coding,1,56021548,56144368,+
ENSGALG00000017219,7,C1H11ORF54,ensembl,protein_coding,1,187105314,187114711,-
ENSGALG00000009454,6,ZNF277,ensembl,protein_coding,1,27109323,27142306,-
ENSGALG00000015275,6,NIT2,ensembl,protein_coding,1,85978411,85985291,+
ENSGALG00000012796,7,KIAA1549,ensembl,protein_coding,1,56172463,56308924,+
ENSGALG00000040621,2,IL18R1,ensembl,protein_coding,1,135205160,135223617,+
ENSGALG00000017220,7,,ensembl,protein_coding,1,187114813,187125635,+
ENSGALG00000040666,3,ATP6V0A4,ensembl,protein_coding,1,56329183,56352026,+
ENSGALG00000015285,6,TOMM70,ensembl,protein_coding,1,85989575,86010298,-
ENSGALG00000016788,7,IL18RAP,ensembl,protein_coding,1,135229034,135244807,+
ENSGALG00000009480,6,DOCK4,ensembl,protein_coding,1,27163396,27407139,+
ENSGALG00000012812,6,SVOPL,ensembl,protein_coding,1,56355825,56376192,+
ENSGALG00000016791,6,SLC9A2,ensembl,protein_coding,1,135300958,135332438,+
ENSGALG00000012823,7,TRIM24,ensembl,protein_coding,1,56379268,56436811,-
ENSGALG00000016792,6,,ensembl,protein_coding,1,135338180,135347201,-
ENSGALG00000015287,7,LNP1,ensembl,protein_coding,1,86009787,86023732,+
ENSGALG00000038936,3,,ensembl,protein_coding,1,135354534,135378734,+
ENSGALG00000012834,7,AKR1D1,ensembl,protein_coding,1,56550352,56584722,+
ENSGALG00000015293,6,TMEM45A,ensembl,protein_coding,1,86036845,86054389,+
ENSGALG00000033739,3,POU3F3,ensembl,protein_coding,1,136262887,136264224,+
ENSGALG00000016794,6,MRPS9,ensembl,protein_coding,1,136338851,136370991,+
ENSGALG00000015294,7,ADGRG7,ensembl,protein_coding,1,86063936,86086125,+
ENSGALG00000009485,7,IMMP2L,ensembl,protein_coding,1,27428136,27876726,+
ENSGALG00000034511,2,,ensembl,protein_coding,1,56624328,56633715,-
ENSGALG00000015299,7,TFG,ensembl,protein_coding,1,86088878,86107419,+
ENSGALG00000016795,4,TGFBRAP1,ensembl,protein_coding,1,136395103,136422429,-
ENSGALG00000049529,1,,ensembl,protein_coding,1,86110412,86147612,-
ENSGALG00000016796,4,C1H2ORF49,ensembl,protein_coding,1,136427099,136441778,+
ENSGALG00000009488,4,LRRN3,ensembl,protein_coding,1,27616564,27618690,-
ENSGALG00000052984,1,,ensembl,protein_coding,1,28377261,28378307,-
ENSGALG00000009492,6,DNAJB9,ensembl,protein_coding,1,28562689,28571188,-
