id,GeneSymbol,gene_source,gene_biotype,Chr,Start,End,Strand
FBgn0005674,GluProRS,FlyBase,protein_coding,3R,23952136,23958391,-
FBgn0011768,Fdh,FlyBase,protein_coding,3R,10870906,10872381,-
FBgn0037917,wkd,FlyBase,protein_coding,3R,11581576,11585305,+
FBgn0086365,Orct2,FlyBase,protein_coding,3R,24273029,24275728,+
FBgn0017567,ND-23,FlyBase,protein_coding,3R,15836048,15837117,-
FBgn0039290,CG13654,FlyBase,protein_coding,3R,25199818,25214255,+
FBgn0051287,CG31287,FlyBase,protein_coding,3R,16203371,16204961,+
FBgn0038577,CG12321,FlyBase,protein_coding,3R,18187805,18188707,-
FBgn0037720,CG8312,FlyBase,protein_coding,3R,9591309,9625073,+
FBgn0038033,CG10097,FlyBase,protein_coding,3R,12390166,12395980,-
FBgn0001112,Gld,FlyBase,protein_coding,3R,7252063,7265703,-
FBgn0038344,obe,FlyBase,protein_coding,3R,15486050,15493310,+
FBgn0037678,CG16749,FlyBase,protein_coding,3R,9330885,9331885,-
FBgn0267709,CG46042,FlyBase,protein_coding,3R,19941997,19942412,-
FBgn0051072,Lerp,FlyBase,protein_coding,3R,26842462,26863130,-
FBgn0013277,Hsp70Ba,FlyBase,protein_coding,3R,12465453,12467776,-
FBgn0037718,P58IPK,FlyBase,protein_coding,3R,9586942,9589581,+
FBgn0039520,Gr98a,FlyBase,protein_coding,3R,27487927,27489968,+
FBgn0286071,AdamTS-A,FlyBase,protein_coding,3R,15442246,15476193,-
FBgn0265197,CG44257,FlyBase,protein_coding,3R,17265278,17265821,+
FBgn0003002,opa,FlyBase,protein_coding,3R,4852813,4869979,+
FBgn0041588,eIF2D,FlyBase,protein_coding,3R,29149896,29151794,-
FBgn0039557,CG12259,FlyBase,protein_coding,3R,27919844,27921089,-
FBgn0051028,CG31028,FlyBase,protein_coding,3R,30166631,30171207,-
FBgn0266598,Kmn2,FlyBase,protein_coding,3R,8000548,8001309,-
FBgn0037424,Osi15,FlyBase,protein_coding,3R,6301804,6303653,+
FBgn0038725,CG6184,FlyBase,protein_coding,3R,19652369,19657866,-
FBgn0263757,Rpb4,FlyBase,protein_coding,3R,18252843,18255487,-
FBgn0039277,Nepl16,FlyBase,protein_coding,3R,25109226,25112516,-
FBgn0039302,Nup358,FlyBase,protein_coding,3R,25249348,25258672,+
FBgn0039461,CG5500,FlyBase,protein_coding,3R,26876630,26880459,+
FBgn0037894,Ranbp9,FlyBase,protein_coding,3R,11412522,11416142,+
FBgn0039799,CG15543,FlyBase,protein_coding,3R,30742880,30744474,+
FBgn0039817,CG15553,FlyBase,protein_coding,3R,31098868,31101169,-
FBgn0051224,CG31224,FlyBase,protein_coding,3R,18650121,18659309,-
FBgn0054008,CG34008,FlyBase,protein_coding,3R,20580683,20581522,-
FBgn0013276,Hsp70Ab,FlyBase,protein_coding,3R,11958535,11960909,+
FBgn0039714,Zip99C,FlyBase,protein_coding,3R,29863701,29868895,-
FBgn0037832,Desi,FlyBase,protein_coding,3R,10779569,10780825,+
FBgn0037802,Sirt6,FlyBase,protein_coding,3R,10255349,10261849,-
FBgn0004781,Ccp84Ac,FlyBase,protein_coding,3R,6695148,6696271,-
FBgn0037502,wa-cup,FlyBase,protein_coding,3R,7420765,7423057,+
FBgn0051230,CG31230,FlyBase,protein_coding,3R,18671679,18672094,+
FBgn0039328,CHKov2,FlyBase,protein_coding,3R,25329530,25331203,-
FBgn0038204,CG14357,FlyBase,protein_coding,3R,14111151,14112166,-
FBgn0285912,mah,FlyBase,protein_coding,3R,24947632,24949539,+
FBgn0051116,ClC-a,FlyBase,protein_coding,3R,11797244,11813207,-
FBgn0266672,Sec8,FlyBase,protein_coding,3R,5754932,5758997,-
FBgn0037292,plh,FlyBase,protein_coding,3R,4986500,5011031,-
FBgn0002735,E(spl)mgamma-HLH,FlyBase,protein_coding,3R,25999851,26000761,+
FBgn0017550,Rga,FlyBase,protein_coding,3R,5607275,5613112,-
FBgn0037679,Aduk,FlyBase,protein_coding,3R,9332064,9334714,-
FBgn0037837,CG14693,FlyBase,protein_coding,3R,10811581,10815047,-
FBgn0040609,CG3348,FlyBase,protein_coding,3R,27291535,27292209,-
FBgn0038113,CG11668,FlyBase,protein_coding,3R,13038375,13040184,+
FBgn0014931,CG2678,FlyBase,protein_coding,3R,7913851,7916550,+
FBgn0267408,AOX1,FlyBase,protein_coding,3R,15532137,15537292,-
FBgn0038115,CG7966,FlyBase,protein_coding,3R,13049398,13051453,-
FBgn0038745,CG4538,FlyBase,protein_coding,3R,19897372,19903689,-
FBgn0038321,CG6218,FlyBase,protein_coding,3R,15337908,15343256,-
FBgn0266538,CG45099,FlyBase,protein_coding,3R,22032150,22034286,-
FBgn0263594,lost,FlyBase,protein_coding,3R,4403076,4407182,+
FBgn0083984,CG34148,FlyBase,protein_coding,3R,21877870,21878686,-
FBgn0039378,alpha4GT2,FlyBase,protein_coding,3R,25832230,25842878,+
FBgn0015568,alpha-Est1,FlyBase,protein_coding,3R,7545733,7549124,-
FBgn0038881,CG16791,FlyBase,protein_coding,3R,21318300,21349601,-
FBgn0259139,glo,FlyBase,protein_coding,3R,11815206,11819339,-
FBgn0038423,CG10317,FlyBase,protein_coding,3R,16368855,16370533,-
FBgn0262112,sro,FlyBase,protein_coding,3R,29794597,29795805,+
FBgn0039258,beta4GalT7,FlyBase,protein_coding,3R,25023256,25024482,+
FBgn0039415,CG6142,FlyBase,protein_coding,3R,26133154,26137148,+
FBgn0039325,CG10560,FlyBase,protein_coding,3R,25318550,25320101,-
FBgn0264427,CG43845,FlyBase,protein_coding,3R,5522299,5523120,-
FBgn0004841,TkR86C,FlyBase,protein_coding,3R,10737592,10751228,-
FBgn0002924,ncd,FlyBase,protein_coding,3R,29804290,29807127,-
FBgn0039008,CG6972,FlyBase,protein_coding,3R,22702007,22704338,+
FBgn0259721,CG42375,FlyBase,protein_coding,3R,13779624,13780795,+
FBgn0051211,CG31211,FlyBase,protein_coding,3R,11949680,11954038,+
FBgn0038717,CG17751,FlyBase,protein_coding,3R,19607254,19609322,+
FBgn0037993,dpr15,FlyBase,protein_coding,3R,12138833,12158595,-
FBgn0262962,CG43273,FlyBase,protein_coding,3R,24830301,24830973,+
FBgn0038049,Srlp,FlyBase,protein_coding,3R,12434098,12435643,+
FBgn0005777,PpD3,FlyBase,protein_coding,3R,9747875,9751094,+
FBgn0261238,Alh,FlyBase,protein_coding,3R,7094596,7124185,-
FBgn0042101,CG18744,FlyBase,protein_coding,3R,7797078,7798771,-
FBgn0037891,CG5214,FlyBase,protein_coding,3R,11244302,11246862,+
FBgn0039182,CG5728,FlyBase,protein_coding,3R,24328455,24333316,-
FBgn0262808,CG43179,FlyBase,protein_coding,3R,14256108,14256930,+
FBgn0085345,CG34316,FlyBase,protein_coding,3R,15230585,15231686,+
FBgn0085383,CG34354,FlyBase,protein_coding,3R,28146880,28240526,+
FBgn0040080,pins,FlyBase,protein_coding,3R,27582840,27586376,+
FBgn0037383,Sec20,FlyBase,protein_coding,3R,5822026,5824532,-
FBgn0037779,CG12811,FlyBase,protein_coding,3R,10047252,10048797,-
FBgn0000533,ea,FlyBase,protein_coding,3R,15328729,15330408,+
FBgn0264563,CG43935,FlyBase,protein_coding,3R,27065436,27065807,+
FBgn0263025,HSPBAP1,FlyBase,protein_coding,3R,27695235,27696531,+
FBgn0264291,Det,FlyBase,protein_coding,3R,17149667,17150455,+
FBgn0010340,140up,FlyBase,protein_coding,3R,14124163,14125548,-
FBgn0039722,Capa,FlyBase,protein_coding,3R,29912991,29914346,-
FBgn0038490,CG5285,FlyBase,protein_coding,3R,17150587,17151630,+
FBgn0265276,l(3)neo38,FlyBase,protein_coding,3R,11765038,11779128,-
FBgn0014930,CG2846,FlyBase,protein_coding,3R,7912017,7913290,-
FBgn0038809,CG16953,FlyBase,protein_coding,3R,20581770,20585833,-
FBgn0038678,mRpL55,FlyBase,protein_coding,3R,19094394,19094905,-
FBgn0261996,CG42814,FlyBase,protein_coding,3R,27228673,27229468,-
FBgn0037478,CG2656,FlyBase,protein_coding,3R,7144724,7151270,+
FBgn0038428,CG14894,FlyBase,protein_coding,3R,16441843,16443007,-
FBgn0015270,Orc2,FlyBase,protein_coding,3R,13964885,13967075,+
FBgn0038853,RhoGAP93B,FlyBase,protein_coding,3R,21083043,21097827,-
FBgn0038306,Art3,FlyBase,protein_coding,3R,15227605,15229408,-
FBgn0046876,Obp83ef,FlyBase,protein_coding,3R,6109642,6111034,-
FBgn0051320,HEATR2,FlyBase,protein_coding,3R,14358356,14361786,-
FBgn0053333,CG33333,FlyBase,protein_coding,3R,17417467,17418042,+
FBgn0051268,CG31268,FlyBase,protein_coding,3R,17031802,17033515,+
FBgn0051184,LSm3,FlyBase,protein_coding,3R,23996262,23997017,+
FBgn0038219,CG14839,FlyBase,protein_coding,3R,14262387,14263367,+
FBgn0051225,Ir94f,FlyBase,protein_coding,3R,23481865,23483541,+
FBgn0038756,CG4783,FlyBase,protein_coding,3R,19948443,19948907,+
FBgn0037276,CG17387,FlyBase,protein_coding,3R,4781120,4784722,-
FBgn0039870,CG1896,FlyBase,protein_coding,3R,31744282,31745178,+
FBgn0003165,pum,FlyBase,protein_coding,3R,9066343,9237682,-
FBgn0039463,Spag1,FlyBase,protein_coding,3R,26947830,26949682,+
FBgn0039719,CG15515,FlyBase,protein_coding,3R,29905464,29906448,+
FBgn0038760,MED25,FlyBase,protein_coding,3R,20008947,20011712,+
FBgn0002781,mod(mdg4),FlyBase,protein_coding,3R,21350846,21377401,-
FBgn0039311,CG10513,FlyBase,protein_coding,3R,25275790,25277212,-
FBgn0038034,Cyp9f3,FlyBase,protein_coding,3R,12396007,12398929,-
FBgn0053970,CG33970,FlyBase,protein_coding,3R,26318355,26362588,+
FBgn0038332,CG6136,FlyBase,protein_coding,3R,15370036,15372212,-
FBgn0024957,Irp-1B,FlyBase,protein_coding,3R,10408618,10412869,-
FBgn0038017,CG4115,FlyBase,protein_coding,3R,12360008,12363255,+
FBgn0023212,EloB,FlyBase,protein_coding,3R,20578222,20579850,-
FBgn0263400,CG43446,FlyBase,protein_coding,3R,20986504,20987936,-
FBgn0027492,wdb,FlyBase,protein_coding,3R,27561675,27582241,-
FBgn0011289,TfIIA-L,FlyBase,protein_coding,3R,27251112,27256463,+
FBgn0263986,cd,FlyBase,protein_coding,3R,22694959,22697990,+
FBgn0015269,Nf1,FlyBase,protein_coding,3R,25983013,25995737,+
FBgn0038485,CG5255,FlyBase,protein_coding,3R,17137893,17138865,+
FBgn0010399,Nmdar1,FlyBase,protein_coding,3R,5508842,5523328,-
FBgn0039369,CG17195,FlyBase,protein_coding,3R,25776276,25777198,-
FBgn0039054,Cow,FlyBase,protein_coding,3R,23070516,23112730,-
FBgn0286828,dind,FlyBase,protein_coding,3R,18674626,18677539,-
FBgn0028734,Fmr1,FlyBase,protein_coding,3R,10101420,10110121,-
FBgn0039789,CG9717,FlyBase,protein_coding,3R,30584020,30587302,-
FBgn0037988,CG14740,FlyBase,protein_coding,3R,12061070,12062944,-
FBgn0037849,CG4596,FlyBase,protein_coding,3R,10873038,10875582,+
FBgn0011766,E2f1,FlyBase,protein_coding,3R,21620304,21660871,-
FBgn0262143,CG42869,FlyBase,protein_coding,3R,21736513,21736849,-
FBgn0267430,Pzl,FlyBase,protein_coding,3R,2554162,3263582,-
FBgn0051510,CG31510,FlyBase,protein_coding,3R,25117218,25122920,-
FBgn0037996,CG4830,FlyBase,protein_coding,3R,12208159,12210360,-
FBgn0038535,alt,FlyBase,protein_coding,3R,17673732,17682515,-
FBgn0260444,Not10,FlyBase,protein_coding,3R,12630647,12633188,+
FBgn0038437,Sdhaf3,FlyBase,protein_coding,3R,16481861,16482452,-
FBgn0038369,Arpc3A,FlyBase,protein_coding,3R,15834648,15836021,+
FBgn0038645,CG7714,FlyBase,protein_coding,3R,18725399,18726434,-
FBgn0037570,CG11693,FlyBase,protein_coding,3R,8308881,8310778,-
FBgn0263047,CG43342,FlyBase,protein_coding,3R,22381340,22382147,+
FBgn0011785,BRWD3,FlyBase,protein_coding,3R,24319000,24328619,+
FBgn0039092,CG16723,FlyBase,protein_coding,3R,23593625,23596273,-
FBgn0037705,mura,FlyBase,protein_coding,3R,9535625,9551806,-
FBgn0038454,CG10324,FlyBase,protein_coding,3R,16645072,16647004,-
FBgn0038643,CG14300,FlyBase,protein_coding,3R,18693293,18693711,-
FBgn0038238,CG14854,FlyBase,protein_coding,3R,14559166,14560054,-
FBgn0038838,TotB,FlyBase,protein_coding,3R,20873938,20874522,+
FBgn0260743,GC1,FlyBase,protein_coding,3R,11967708,11971686,+
FBgn0039879,Ir100a,FlyBase,protein_coding,3R,31800963,31802774,+
FBgn0039246,CG10845,FlyBase,protein_coding,3R,24901116,24903048,+
FBgn0039820,CG15554,FlyBase,protein_coding,3R,31126149,31127335,+
FBgn0067629,CG33332,FlyBase,protein_coding,3R,14886456,14889146,+
FBgn0017590,klg,FlyBase,protein_coding,3R,22899284,22961731,+
FBgn0039726,eIF2Balpha,FlyBase,protein_coding,3R,29934582,29935888,-
FBgn0260634,eIF4G2,FlyBase,protein_coding,3R,23808285,23819237,-
FBgn0037231,Vps24,FlyBase,protein_coding,3R,4307435,4310947,-
FBgn0037829,CG14691,FlyBase,protein_coding,3R,10753331,10755634,-
FBgn0284081,CG46303,FlyBase,protein_coding,3R,5821972,5822435,+
FBgn0037412,Osi4,FlyBase,protein_coding,3R,6218318,6221781,-
FBgn0037817,Cyp12e1,FlyBase,protein_coding,3R,10434789,10436704,+
FBgn0051253,CG31253,FlyBase,protein_coding,3R,27959346,27960573,-
FBgn0262858,CG43222,FlyBase,protein_coding,3R,24634625,24635165,-
FBgn0267383,Ubc87F,FlyBase,protein_coding,3R,13717454,13718176,-
FBgn0039598,aqrs,FlyBase,protein_coding,3R,28756999,28758234,-
FBgn0287598,CG46467,FlyBase,protein_coding,3R,9874681,9988876,+
FBgn0004876,cdi,FlyBase,protein_coding,3R,19044882,19094270,-
FBgn0039685,Obp99b,FlyBase,protein_coding,3R,29716254,29716896,-
FBgn0039387,Mco3,FlyBase,protein_coding,3R,25897476,25899744,+
FBgn0004117,Tm2,FlyBase,protein_coding,3R,15310193,15315197,+
FBgn0037811,CG12592,FlyBase,protein_coding,3R,10338342,10340872,+
FBgn0041102,ocn,FlyBase,protein_coding,3R,30037003,30037730,-
FBgn0262514,VhaPPA1-2,FlyBase,protein_coding,3R,14899606,14900277,-
FBgn0038354,CG5404,FlyBase,protein_coding,3R,15704676,15708434,+
FBgn0037834,Art1,FlyBase,protein_coding,3R,10786481,10788226,-
FBgn0003248,Rh2,FlyBase,protein_coding,3R,18899423,18901019,+
FBgn0000723,FER,FlyBase,protein_coding,3R,9367603,9394546,-
FBgn0051030,CG31030,FlyBase,protein_coding,3R,30164692,30166419,-
FBgn0038199,CCHa1,FlyBase,protein_coding,3R,14092504,14096835,-
FBgn0037313,CG1161,FlyBase,protein_coding,3R,5355092,5356748,+
FBgn0037890,CG17734,FlyBase,protein_coding,3R,11242208,11243999,-
FBgn0039350,jigr1,FlyBase,protein_coding,3R,25637843,25651874,+
FBgn0037546,mAChR-B,FlyBase,protein_coding,3R,8059284,8087049,+
FBgn0015781,P5cr,FlyBase,protein_coding,3R,19028931,19030159,+
FBgn0051424,Ir94b,FlyBase,protein_coding,3R,22115471,22117249,-
FBgn0002522,lab,FlyBase,protein_coding,3R,6661427,6678590,-
FBgn0037737,Pnn,FlyBase,protein_coding,3R,9740899,9742844,+
FBgn0037498,CG10029,FlyBase,protein_coding,3R,7315724,7317207,-
FBgn0051551,CG31551,FlyBase,protein_coding,3R,5627852,5632033,+
FBgn0039215,CG6695,FlyBase,protein_coding,3R,24655160,24659379,+
FBgn0039597,CG9997,FlyBase,protein_coding,3R,28755484,28756979,-
FBgn0037943,CG14722,FlyBase,protein_coding,3R,11741890,11744027,+
FBgn0038478,cal1,FlyBase,protein_coding,3R,17088280,17091938,+
FBgn0028684,Rpt5,FlyBase,protein_coding,3R,23752876,23754623,+
FBgn0051195,CG31195,FlyBase,protein_coding,3R,20757269,20762369,-
FBgn0028487,f-cup,FlyBase,protein_coding,3R,13695263,13700838,-
FBgn0002719,Men,FlyBase,protein_coding,3R,12713103,12722442,-
FBgn0000279,CecC,FlyBase,protein_coding,3R,30216484,30216938,+
FBgn0027841,CstF64,FlyBase,protein_coding,3R,18659618,18661126,+
FBgn0261479,nero,FlyBase,protein_coding,3R,31746445,31747558,-
FBgn0039696,Rnb,FlyBase,protein_coding,3R,29795697,29799354,-
FBgn0039827,CG1544,FlyBase,protein_coding,3R,31196916,31203722,+
FBgn0038331,Ccm3,FlyBase,protein_coding,3R,15371957,15374237,+
FBgn0085313,CG34284,FlyBase,protein_coding,3R,18902338,18902933,-
FBgn0051202,alpha-Man-Ic,FlyBase,protein_coding,3R,29928701,29930386,-
FBgn0039261,Ythdf,FlyBase,protein_coding,3R,25033876,25039249,-
FBgn0037630,Ir85a,FlyBase,protein_coding,3R,8794684,8796966,+
FBgn0267337,rn,FlyBase,protein_coding,3R,7272617,7309629,-
FBgn0037746,CG8478,FlyBase,protein_coding,3R,9763650,9766135,+
FBgn0038854,CG7044,FlyBase,protein_coding,3R,21098229,21101718,-
FBgn0037656,CG11986,FlyBase,protein_coding,3R,9015446,9016822,+
FBgn0039510,CG3339,FlyBase,protein_coding,3R,27294286,27322325,-
FBgn0037700,CG8149,FlyBase,protein_coding,3R,9504656,9505865,+
FBgn0038839,Ktl,FlyBase,protein_coding,3R,20894452,20897320,-
FBgn0039670,CG7567,FlyBase,protein_coding,3R,29587237,29588104,-
FBgn0039872,salt,FlyBase,protein_coding,3R,31751825,31754705,-
FBgn0263023,CG43318,FlyBase,protein_coding,3R,15832708,15833432,-
FBgn0039599,intr,FlyBase,protein_coding,3R,28790522,28791461,+
FBgn0037466,CG1965,FlyBase,protein_coding,3R,7067401,7071624,+
FBgn0039101,CG16710,FlyBase,protein_coding,3R,23682503,23683980,+
FBgn0011655,Med,FlyBase,protein_coding,3R,31611046,31615375,+
FBgn0039274,CG11920,FlyBase,protein_coding,3R,25074877,25076382,+
FBgn0039731,Sas-6,FlyBase,protein_coding,3R,29995357,29997034,+
FBgn0039250,Mink,FlyBase,protein_coding,3R,24922473,24925160,+
FBgn0015513,mbc,FlyBase,protein_coding,3R,23781765,23801634,+
FBgn0017581,Lk6,FlyBase,protein_coding,3R,11750931,11764457,-
FBgn0020249,stck,FlyBase,protein_coding,3R,8356978,8359964,+
FBgn0267651,pre-mod(mdg4)-O,FlyBase,protein_coding,3R,21370918,21373575,-
FBgn0051139,CG31139,FlyBase,protein_coding,3R,22747690,22749056,-
FBgn0040600,CG13631,FlyBase,protein_coding,3R,24769351,24770933,+
FBgn0024329,Mekk1,FlyBase,protein_coding,3R,18733106,18743594,-
FBgn0004842,RYa-R,FlyBase,protein_coding,3R,26996980,27057935,+
FBgn0039465,Tsp97E,FlyBase,protein_coding,3R,26961064,26964817,-
FBgn0013343,Syx1A,FlyBase,protein_coding,3R,24101600,24105763,-
FBgn0261679,CG42726,FlyBase,protein_coding,3R,15348048,15350391,+
FBgn0002940,ninaE,FlyBase,protein_coding,3R,19886255,19888206,-
FBgn0027873,Cpsf100,FlyBase,protein_coding,3R,29034573,29037062,+
FBgn0038197,foxo,FlyBase,protein_coding,3R,14056945,14087978,+
FBgn0039346,CG5079,FlyBase,protein_coding,3R,25613666,25614451,+
FBgn0039147,CG10694,FlyBase,protein_coding,3R,24107391,24108358,+
FBgn0038952,CG7069,FlyBase,protein_coding,3R,22372835,22375579,+
FBgn0000139,ash2,FlyBase,protein_coding,3R,24650125,24653376,+
FBgn0020238,14-3-3epsilon,FlyBase,protein_coding,3R,18242531,18250550,+
FBgn0038476,kuk,FlyBase,protein_coding,3R,17080244,17084781,+
FBgn0039341,CG5112,FlyBase,protein_coding,3R,25491460,25493262,+
FBgn0037850,CG14695,FlyBase,protein_coding,3R,10878204,10879319,-
FBgn0039873,Smvt,FlyBase,protein_coding,3R,31759404,31761579,-
FBgn0037908,dpr5,FlyBase,protein_coding,3R,11499984,11505951,+
FBgn0037270,eIF3f1,FlyBase,protein_coding,3R,4712882,4714182,-
FBgn0038540,CG14321,FlyBase,protein_coding,3R,17733598,17734381,+
FBgn0038965,mats,FlyBase,protein_coding,3R,22421161,22423302,+
FBgn0039609,Nepl17,FlyBase,protein_coding,3R,28872905,28875031,+
FBgn0039424,ppk15,FlyBase,protein_coding,3R,26401909,26403656,-
FBgn0003268,rod,FlyBase,protein_coding,3R,31580951,31588244,+
FBgn0260935,Vps15,FlyBase,protein_coding,3R,9240757,9245869,-
FBgn0026566,CG1307,FlyBase,protein_coding,3R,6656030,6657442,-
FBgn0037540,Pbp95,FlyBase,protein_coding,3R,8013791,8016610,+
FBgn0039703,CG7829,FlyBase,protein_coding,3R,29816738,29817764,-
FBgn0039080,Ir94h,FlyBase,protein_coding,3R,23487501,23489180,+
FBgn0039529,CG5612,FlyBase,protein_coding,3R,27623359,27626011,-
FBgn0044871,Gos28,FlyBase,protein_coding,3R,18663738,18665307,+
FBgn0039674,CG1907,FlyBase,protein_coding,3R,29619065,29620758,+
FBgn0051522,CG31522,FlyBase,protein_coding,3R,4441415,4462883,-
FBgn0283535,Vha26,FlyBase,protein_coding,3R,5591763,5595356,+
FBgn0023083,fray,FlyBase,protein_coding,3R,18573091,18589459,+
FBgn0037902,CG5281,FlyBase,protein_coding,3R,11435850,11437523,+
FBgn0051133,Slimp,FlyBase,protein_coding,3R,24147436,24148967,-
FBgn0037395,CG10280,FlyBase,protein_coding,3R,6010573,6011932,-
FBgn0265606,Prosalpha4T1,FlyBase,protein_coding,3R,20748184,20749074,-
FBgn0039196,CG17781,FlyBase,protein_coding,3R,24373456,24375661,-
FBgn0004107,Cdk2,FlyBase,protein_coding,3R,20735623,20738414,+
FBgn0250823,gish,FlyBase,protein_coding,3R,16272452,16304768,+
FBgn0037812,CG18545,FlyBase,protein_coding,3R,10340949,10341668,+
FBgn0037950,HisCl1,FlyBase,protein_coding,3R,11787176,11789393,+
FBgn0004197,Ser,FlyBase,protein_coding,3R,27172090,27194267,-
FBgn0260231,CG42505,FlyBase,protein_coding,3R,12028070,12031757,-
FBgn0037512,CG2616,FlyBase,protein_coding,3R,7722417,7724715,+
FBgn0037714,CG9396,FlyBase,protein_coding,3R,9570414,9571623,-
FBgn0039237,CG13640,FlyBase,protein_coding,3R,24861659,24862165,-
FBgn0267652,pre-mod(mdg4)-N,FlyBase,protein_coding,3R,21370918,21373575,-
FBgn0037844,CG4570,FlyBase,protein_coding,3R,10856807,10858066,+
FBgn0261839,pre-mod(mdg4)-Y,FlyBase,protein_coding,3R,21365609,21368279,+
FBgn0037883,CG14701,FlyBase,protein_coding,3R,11231912,11232539,+
FBgn0039877,Mccc1,FlyBase,protein_coding,3R,31790592,31793907,-
