id,gene_version,GeneSymbol,gene_source,gene_biotype,Chr,Start,End,Strand
ENSXETG00000000802,4,ror2,ensembl,protein_coding,1,126675487,126764150,-
ENSXETG00000001683,4,tjp2,ensembl,protein_coding,1,117156461,117210926,+
ENSXETG00000023661,4,fam13a,ensembl,protein_coding,1,69332339,69444623,+
ENSXETG00000034479,1,,ensembl,protein_coding,1,5063294,5063605,+
ENSXETG00000035222,1,nrg1,ensembl,protein_coding,1,5067753,5074758,+
ENSXETG00000017549,4,gab1,ensembl,protein_coding,1,49856394,49894151,-
ENSXETG00000041101,1,,ensembl,protein_coding,1,5089262,5089558,+
ENSXETG00000017534,4,hsd17b4,ensembl,protein_coding,1,161840735,161970740,-
ENSXETG00000038285,1,,ensembl,protein_coding,1,5094163,5094907,+
ENSXETG00000033268,2,lrp11,ensembl,protein_coding,1,181953320,181966111,+
ENSXETG00000001926,4,eif2ak3,ensembl,protein_coding,1,15536580,15554730,-
ENSXETG00000038158,1,,ensembl,protein_coding,1,5097730,5098881,+
ENSXETG00000038772,1,,ensembl,protein_coding,1,181980608,181981789,-
ENSXETG00000037063,1,becn1,ensembl,protein_coding,1,5102441,5102746,+
ENSXETG00000038601,1,wnk4,ensembl,protein_coding,1,181993728,181998117,+
ENSXETG00000035990,1,,ensembl,protein_coding,1,5111043,5111981,+
ENSXETG00000035166,1,,ensembl,protein_coding,1,5115247,5122201,+
ENSXETG00000009534,4,elp1,ensembl,protein_coding,1,75559079,75611639,-
ENSXETG00000038393,1,,ensembl,protein_coding,1,5125645,5126260,+
ENSXETG00000040130,1,,ensembl,protein_coding,1,5138766,5145885,+
ENSXETG00000017515,4,usp38,ensembl,protein_coding,1,49973596,49990711,+
ENSXETG00000039150,1,,ensembl,protein_coding,1,5148436,5149045,+
ENSXETG00000016587,4,hmgcs1,ensembl,protein_coding,1,182020540,182033425,+
ENSXETG00000002512,4,atp2a2,ensembl,protein_coding,1,154054850,154085159,+
ENSXETG00000040313,1,cyp2j2,ensembl,protein_coding,1,5155046,5159326,+
ENSXETG00000037496,1,,ensembl,protein_coding,1,5181026,5181325,+
ENSXETG00000040506,1,,ensembl,protein_coding,1,5183780,5196119,+
ENSXETG00000032954,2,NIM1K,ensembl,protein_coding,1,182041184,182046780,-
ENSXETG00000017562,3,tnfaip8,ensembl,protein_coding,1,161991365,162044690,-
ENSXETG00000039726,1,,ensembl,protein_coding,1,5185162,5186472,+
ENSXETG00000032207,2,ZNF131,ensembl,protein_coding,1,182083349,182092139,-
ENSXETG00000034663,1,,ensembl,protein_coding,1,5214592,5214897,+
ENSXETG00000031045,2,selenop1,ensembl,protein_coding,1,182141517,182144086,+
ENSXETG00000039140,1,itgb7,ensembl,protein_coding,1,5218394,5219684,+
ENSXETG00000021661,4,ptbp1,ensembl,protein_coding,1,81911751,81930691,-
ENSXETG00000040251,1,,ensembl,protein_coding,1,5220520,5222245,+
ENSXETG00000037965,1,ghr,ensembl,protein_coding,1,182214506,182456823,-
ENSXETG00000014644,4,sptlc1,ensembl,protein_coding,1,126816125,126853454,-
ENSXETG00000037540,1,,ensembl,protein_coding,1,5223127,5223946,+
ENSXETG00000040862,1,,ensembl,protein_coding,1,5261206,5262091,+
ENSXETG00000005569,4,fbxo4,ensembl,protein_coding,1,182543442,182551500,-
ENSXETG00000040878,1,,ensembl,protein_coding,1,5261573,5274056,+
ENSXETG00000034825,1,,ensembl,protein_coding,1,5280188,5281350,+
ENSXETG00000038354,1,klhdc9,ensembl,protein_coding,1,5309022,5309491,+
ENSXETG00000035064,1,,ensembl,protein_coding,1,5316230,5316775,+
ENSXETG00000033309,2,adam15,ensembl,protein_coding,1,117220771,117255563,+
ENSXETG00000038025,1,,ensembl,protein_coding,1,5322788,5323108,+
ENSXETG00000041191,1,stk32a,ensembl,protein_coding,1,5325107,5333579,+
ENSXETG00000040715,1,,ensembl,protein_coding,1,5342709,5343647,+
ENSXETG00000038673,1,,ensembl,protein_coding,1,5347089,5347382,+
ENSXETG00000035459,1,jakmip2,ensembl,protein_coding,1,5365659,5365964,+
ENSXETG00000032810,2,,ensembl,protein_coding,1,5367714,5370773,+
ENSXETG00000040688,1,,ensembl,protein_coding,1,5374807,5375106,+
ENSXETG00000040805,1,,ensembl,protein_coding,1,5380911,5381216,+
ENSXETG00000040097,1,,ensembl,protein_coding,1,5385246,5385870,+
ENSXETG00000006323,4,trmt2a,ensembl,protein_coding,1,146867236,146878261,-
ENSXETG00000035298,1,prg4,ensembl,protein_coding,1,5398141,5399590,+
ENSXETG00000023652,4,herc3,ensembl,protein_coding,1,69458665,69493789,-
ENSXETG00000021313,4,inpp4b,ensembl,protein_coding,1,50353350,50662884,+
ENSXETG00000035117,1,,ensembl,protein_coding,1,5414924,5415217,+
ENSXETG00000017568,5,dmxl1,ensembl,protein_coding,1,162060084,162141858,-
ENSXETG00000039486,1,,ensembl,protein_coding,1,5416126,5417437,+
ENSXETG00000005500,4,lrpap1,ensembl,protein_coding,1,15734170,15755968,+
ENSXETG00000035331,1,,ensembl,protein_coding,1,5419781,5420129,+
ENSXETG00000008962,4,cdc42se2l,ensembl,protein_coding,1,126862971,126921559,-
ENSXETG00000026713,3,,ensembl,protein_coding,1,5428331,5429843,+
ENSXETG00000040769,1,,ensembl,protein_coding,1,5441486,5442584,+
ENSXETG00000040433,1,entpd6,ensembl,protein_coding,1,5453462,5453767,+
ENSXETG00000033427,2,acss1,ensembl,protein_coding,1,117268216,117356526,-
ENSXETG00000040238,1,,ensembl,protein_coding,1,5463653,5464776,+
ENSXETG00000010365,4,uqcc2,ensembl,protein_coding,1,5537730,5539254,+
ENSXETG00000010368,5,adra1d,ensembl,protein_coding,1,5560406,5635178,-
ENSXETG00000017989,3,rnf24,ensembl,protein_coding,1,6056759,6057322,+
ENSXETG00000017986,4,pank2,ensembl,protein_coding,1,6078228,6083974,+
ENSXETG00000032111,2,,ensembl,protein_coding,1,6183021,6191637,-
ENSXETG00000041387,1,misp,ensembl,protein_coding,1,81974793,81992893,-
ENSXETG00000020878,4,atp8b1,ensembl,protein_coding,1,188714121,188773079,+
ENSXETG00000034776,1,rbm47,ensembl,protein_coding,1,69505476,69521489,-
ENSXETG00000028090,4,slc38a9,ensembl,protein_coding,1,178575702,178607752,+
ENSXETG00000014639,4,palm,ensembl,protein_coding,1,81995517,82042186,-
ENSXETG00000033345,2,mettl18,ensembl,protein_coding,1,182570097,182629122,+
ENSXETG00000023649,4,dck.1,ensembl,protein_coding,1,69527144,69537775,-
ENSXETG00000014643,4,rabggta,ensembl,protein_coding,1,126935266,126970557,+
ENSXETG00000037634,1,,ensembl,protein_coding,1,82045117,82056362,+
ENSXETG00000014629,4,pgpep1,ensembl,protein_coding,1,82075843,82089101,-
ENSXETG00000036226,1,dok7,ensembl,protein_coding,1,15767980,15836958,-
ENSXETG00000023648,4,mob1b,ensembl,protein_coding,1,69564688,69596591,-
ENSXETG00000017583,4,dtwd2,ensembl,protein_coding,1,162152480,162207808,+
ENSXETG00000031954,2,errfi1,ensembl,protein_coding,1,99933359,100022600,+
ENSXETG00000027231,3,timm10,ensembl,protein_coding,1,82089768,82101492,+
ENSXETG00000038737,1,pds5a,ensembl,protein_coding,1,50669993,50671734,-
ENSXETG00000039862,1,tbc1d16,ensembl,protein_coding,1,50718362,50721697,+
ENSXETG00000037336,1,ttyh2,ensembl,protein_coding,1,50719966,50722168,+
ENSXETG00000021946,4,XB5806080,ensembl,protein_coding,1,82133147,82208606,+
ENSXETG00000005495,4,hgfac,ensembl,protein_coding,1,15854110,15880151,-
ENSXETG00000031102,2,abca9,ensembl,protein_coding,1,117364915,117394098,-
ENSXETG00000000375,4,plpp1,ensembl,protein_coding,1,178630419,178686839,+
ENSXETG00000009533,4,kcmf1,ensembl,protein_coding,1,75611417,75647245,+
ENSXETG00000037188,1,smim14,ensembl,protein_coding,1,117407091,117426223,+
ENSXETG00000036450,1,lias,ensembl,protein_coding,1,82160377,82161536,+
ENSXETG00000031411,2,il15,ensembl,protein_coding,1,50756747,50779134,-
ENSXETG00000021930,4,,ensembl,protein_coding,1,82224455,82228528,-
ENSXETG00000001688,4,mamdc2,ensembl,protein_coding,1,117464613,117525982,+
ENSXETG00000009532,4,slc20a2,ensembl,protein_coding,1,75767539,75791454,-
ENSXETG00000032798,2,mtrex,ensembl,protein_coding,1,178686700,178750002,-
ENSXETG00000014970,4,znf330,ensembl,protein_coding,1,50846106,50868376,-
ENSXETG00000033501,2,lpp,ensembl,protein_coding,1,82224946,82278621,-
ENSXETG00000018720,4,sema6a,ensembl,protein_coding,1,162760346,162873081,+
ENSXETG00000036643,1,,ensembl,protein_coding,1,75886832,75929531,+
ENSXETG00000009529,4,paqr3,ensembl,protein_coding,1,75963655,75981134,-
ENSXETG00000023647,4,rufy3,ensembl,protein_coding,1,69609235,69662155,-
ENSXETG00000035094,1,,ensembl,protein_coding,1,82293816,82295636,-
ENSXETG00000040223,1,,ensembl,protein_coding,1,76025845,76026972,-
ENSXETG00000037919,1,lhfpl1,ensembl,protein_coding,1,82307861,82309657,-
ENSXETG00000021531,4,antxr2,ensembl,protein_coding,1,76338476,76385253,-
ENSXETG00000040133,1,rnf150,ensembl,protein_coding,1,50881820,50965446,+
ENSXETG00000037991,1,pkn3,ensembl,protein_coding,1,82313818,82320567,-
ENSXETG00000021533,3,prdm8,ensembl,protein_coding,1,76500645,76505615,+
ENSXETG00000021534,5,fgf5,ensembl,protein_coding,1,76567316,76609908,+
ENSXETG00000021905,4,rps28p9,ensembl,protein_coding,1,82320864,82324237,+
ENSXETG00000021895,4,kank3,ensembl,protein_coding,1,82338194,82361293,-
ENSXETG00000041273,1,gopc,ensembl,protein_coding,1,76648862,76846298,+
ENSXETG00000026042,3,rgs12,ensembl,protein_coding,1,15890862,15991325,-
ENSXETG00000040329,1,,ensembl,protein_coding,1,146876131,146876283,+
ENSXETG00000034836,1,ranbp1,ensembl,protein_coding,1,146878266,146885912,+
ENSXETG00000021538,3,bmp3,ensembl,protein_coding,1,76908432,76934549,+
ENSXETG00000021893,4,angptl4,ensembl,protein_coding,1,82447930,82455783,+
ENSXETG00000021539,4,prkg2,ensembl,protein_coding,1,76944698,76993079,-
ENSXETG00000018731,4,commd10,ensembl,protein_coding,1,163048728,163208168,-
ENSXETG00000037333,1,sh3glb2,ensembl,protein_coding,1,77045869,77047241,-
ENSXETG00000039184,1,c15orf41,ensembl,protein_coding,1,163216755,163226236,-
ENSXETG00000006325,4,zdhhc8,ensembl,protein_coding,1,146895486,146951343,+
ENSXETG00000025484,3,rab11b.1,ensembl,protein_coding,1,82481394,82491757,+
ENSXETG00000018734,4,lvrn,ensembl,protein_coding,1,163241200,163258070,-
ENSXETG00000023845,4,pgam5,ensembl,protein_coding,1,146959082,146967127,+
ENSXETG00000014626,3,tgm1,ensembl,protein_coding,1,127010216,127020880,+
ENSXETG00000021892,4,marchf2,ensembl,protein_coding,1,82496451,82504881,+
ENSXETG00000027374,2,ap3s1,ensembl,protein_coding,1,163274376,163308369,-
ENSXETG00000018739,4,cdo1,ensembl,protein_coding,1,163334306,163350116,+
ENSXETG00000003537,4,plcxd3,ensembl,protein_coding,1,182722444,182789153,+
ENSXETG00000030184,2,msantd1,ensembl,protein_coding,1,16010408,16017321,-
ENSXETG00000023848,4,ankle2,ensembl,protein_coding,1,146973447,146986037,-
ENSXETG00000004459,4,fnta,ensembl,protein_coding,1,77051701,77067303,+
ENSXETG00000018742,4,tmed7,ensembl,protein_coding,1,163370969,163379525,+
ENSXETG00000032196,2,,ensembl,protein_coding,1,182814401,182847504,+
ENSXETG00000014933,4,tbc1d9,ensembl,protein_coding,1,51004332,51054987,+
ENSXETG00000000342,4,herc6,ensembl,protein_coding,1,69674203,69684052,-
ENSXETG00000021890,4,rab11b.2,ensembl,protein_coding,1,82507402,82520944,-
ENSXETG00000040895,1,fem1c,ensembl,protein_coding,1,163414531,163434468,+
ENSXETG00000035822,1,,ensembl,protein_coding,1,69700228,69703237,-
ENSXETG00000037747,1,,ensembl,protein_coding,1,163485398,163487908,+
ENSXETG00000020941,3,anapc7,ensembl,protein_coding,1,154113707,154132825,-
ENSXETG00000000341,3,ppm1k,ensembl,protein_coding,1,69718243,69741519,-
ENSXETG00000031304,2,ecm2.2,ensembl,protein_coding,1,163496660,163497283,+
ENSXETG00000030572,2,mast3,ensembl,protein_coding,1,163521333,163538641,+
ENSXETG00000034512,1,,ensembl,protein_coding,1,163561115,163564871,+
ENSXETG00000020940,4,arpc3,ensembl,protein_coding,1,154137239,154146904,-
ENSXETG00000004460,3,pomk,ensembl,protein_coding,1,77073430,77080798,-
ENSXETG00000036665,1,hgsnat,ensembl,protein_coding,1,77089085,77105377,+
ENSXETG00000000367,4,dhx29,ensembl,protein_coding,1,178750359,178777649,+
ENSXETG00000020939,3,gpn3,ensembl,protein_coding,1,154146934,154151439,+
ENSXETG00000000481,4,cdk7,ensembl,protein_coding,1,163600482,163614342,+
ENSXETG00000014624,4,gmpr2,ensembl,protein_coding,1,127033089,127045467,-
ENSXETG00000024476,3,vps29,ensembl,protein_coding,1,154154072,154158833,-
ENSXETG00000014927,4,ucp1,ensembl,protein_coding,1,51071319,51077711,+
ENSXETG00000014925,4,elmod2,ensembl,protein_coding,1,51078816,51091999,-
ENSXETG00000027217,2,nedd8,ensembl,protein_coding,1,127045503,127048263,+
ENSXETG00000021888,4,lonp1,ensembl,protein_coding,1,82522518,82539080,-
ENSXETG00000004462,4,ints10,ensembl,protein_coding,1,77108644,77131593,-
ENSXETG00000000484,4,serinc5,ensembl,protein_coding,1,163636948,163660202,+
ENSXETG00000023849,3,golga3,ensembl,protein_coding,1,146994198,147021941,-
ENSXETG00000014622,4,tm9sf1,ensembl,protein_coding,1,127052404,127059164,+
ENSXETG00000020473,4,slit2,ensembl,protein_coding,1,22696650,22897976,-
ENSXETG00000020936,4,rad9b,ensembl,protein_coding,1,154161237,154175066,+
ENSXETG00000014915,4,mgat4d,ensembl,protein_coding,1,51143812,51202141,+
ENSXETG00000003532,4,c6.2,ensembl,protein_coding,1,182849716,182887208,+
ENSXETG00000000340,4,abcg2,ensembl,protein_coding,1,69735110,69849182,+
ENSXETG00000004463,4,csgalnact1,ensembl,protein_coding,1,77161917,77318719,+
ENSXETG00000020935,2,pptc7,ensembl,protein_coding,1,154187642,154216369,-
ENSXETG00000004464,4,sh2d4a,ensembl,protein_coding,1,77326576,77372387,-
ENSXETG00000024479,3,tctn1,ensembl,protein_coding,1,154235668,154261035,+
ENSXETG00000030157,2,smc5,ensembl,protein_coding,1,117532127,117577681,+
ENSXETG00000014911,4,clgn,ensembl,protein_coding,1,51209617,51242149,+
ENSXETG00000020934,4,hvcn1,ensembl,protein_coding,1,154260872,154279276,-
ENSXETG00000017982,4,ptpra,ensembl,protein_coding,1,6197179,6264663,+
ENSXETG00000014621,4,ipo4,ensembl,protein_coding,1,127064955,127101811,+
ENSXETG00000040787,1,scoc,ensembl,protein_coding,1,51247332,51270844,-
ENSXETG00000028091,2,ccno,ensembl,protein_coding,1,178781031,178784284,+
ENSXETG00000021887,3,larp6-like.1,ensembl,protein_coding,1,82563168,82589514,+
ENSXETG00000016965,4,maml3,ensembl,protein_coding,1,51372726,51575056,+
ENSXETG00000024480,2,ppp1cc,ensembl,protein_coding,1,154292569,154305261,-
ENSXETG00000033274,2,mcidas,ensembl,protein_coding,1,178804413,178810401,+
ENSXETG00000036233,1,nrtn,ensembl,protein_coding,1,82642072,82714444,+
ENSXETG00000036671,1,mgst2,ensembl,protein_coding,1,51579400,51600638,-
ENSXETG00000036083,1,med11,ensembl,protein_coding,1,82743338,82747185,-
ENSXETG00000030456,2,,ensembl,protein_coding,1,51604621,51614822,-
ENSXETG00000031301,2,vps54,ensembl,protein_coding,1,178898128,178924746,+
ENSXETG00000004466,4,psd3,ensembl,protein_coding,1,77435111,77626681,+
ENSXETG00000021885,3,ndufa11,ensembl,protein_coding,1,82758174,82762344,-
ENSXETG00000024212,4,chfr,ensembl,protein_coding,1,147076339,147104728,-
ENSXETG00000021884,3,vmac,ensembl,protein_coding,1,82765412,82768665,-
ENSXETG00000021881,4,caps,ensembl,protein_coding,1,82774443,82783835,+
ENSXETG00000016939,4,setd7,ensembl,protein_coding,1,51617194,51634618,+
ENSXETG00000028092,3,gpx8,ensembl,protein_coding,1,178902052,178909837,-
ENSXETG00000024517,3,XB5734924,ensembl,protein_coding,1,51638096,51648350,+
ENSXETG00000014620,4,rec8,ensembl,protein_coding,1,127107417,127135838,-
ENSXETG00000000365,3,gzmak,ensembl,protein_coding,1,178930803,178938534,-
ENSXETG00000025475,3,ranbp3,ensembl,protein_coding,1,82791463,82820760,-
ENSXETG00000016920,3,rab33b,ensembl,protein_coding,1,51660298,51665254,-
ENSXETG00000031889,2,rasal3,ensembl,protein_coding,1,127139827,127161088,-
ENSXETG00000031829,2,,ensembl,protein_coding,1,178939674,178948840,-
ENSXETG00000037862,1,,ensembl,protein_coding,1,178946602,178948562,+
ENSXETG00000004467,4,lpl,ensembl,protein_coding,1,77715998,77736810,+
ENSXETG00000000364,3,esm1,ensembl,protein_coding,1,178979835,178990644,-
ENSXETG00000000362,4,gzma,ensembl,protein_coding,1,178994824,179022016,-
ENSXETG00000017502,4,fut10,ensembl,protein_coding,1,77789644,77800632,+
ENSXETG00000000363,4,cspg4,ensembl,protein_coding,1,179022276,179051666,+
ENSXETG00000033440,2,hspa8,ensembl,protein_coding,1,182893669,182928978,-
