id,gene_version,GeneSymbol,gene_source,gene_biotype,Chr,Start,End,Strand
ENSDARG00000024211,6,ifng1,ensembl_havana,protein_coding,4,13507584,13509946,-
ENSDARG00000099327,2,zgc:174944,ensembl_havana,protein_coding,4,76291003,76303301,-
ENSDARG00000017661,13,braf,ensembl_havana,protein_coding,4,12074776,12102036,-
ENSDARG00000007523,11,kmt2e,ensembl_havana,protein_coding,4,22424451,22472653,-
ENSDARG00000045671,2,ifng1r,ensembl_havana,protein_coding,4,13517446,13518381,-
ENSDARG00000045672,6,il26,ensembl_havana,protein_coding,4,13535054,13538714,-
ENSDARG00000098115,2,si:dkey-178j11.5,ensembl_havana,protein_coding,4,30785713,30809237,+
ENSDARG00000091561,6,si:dkey-156k2.4,ensembl_havana,protein_coding,4,49969199,49987980,-
ENSDARG00000026839,7,med21,ensembl_havana,protein_coding,4,1757462,1759555,+
ENSDARG00000088961,4,si:dkey-16p19.5,ensembl_havana,protein_coding,4,50153271,50158550,-
ENSDARG00000089179,5,si:dkey-16p6.1,ensembl_havana,protein_coding,4,50260361,50280956,+
ENSDARG00000093424,4,znf1135,havana,protein_coding,4,50293905,50301837,-
ENSDARG00000101374,2,si:dkey-11n14.1,ensembl_havana,protein_coding,4,30884012,31064584,-
ENSDARG00000088616,4,si:ch211-152l15.2,ensembl_havana,protein_coding,4,50201633,50301790,-
ENSDARG00000045544,7,hgfa,ensembl_havana,protein_coding,4,19710657,19742303,-
ENSDARG00000115818,1,znf1099,havana,protein_coding,4,30925543,30931296,-
ENSDARG00000077356,5,sypl1,ensembl_havana,protein_coding,4,3389866,3398385,+
ENSDARG00000045673,4,il22,ensembl_havana,protein_coding,4,13544595,13548806,-
ENSDARG00000012684,13,atp2b1a,ensembl_havana,protein_coding,4,16076719,16124419,-
ENSDARG00000092583,4,si:dkey-16p19.5,havana,protein_coding,4,41227127,41237028,+
ENSDARG00000101849,2,adipor2,ensembl_havana,protein_coding,4,8670662,8711031,+
ENSDARG00000091477,4,znf1066,ensembl_havana,protein_coding,4,50305577,50316818,+
ENSDARG00000113005,1,si:dkey-47k16.4,havana,protein_coding,4,31085014,31095639,+
ENSDARG00000045675,10,mdm1,ensembl_havana,protein_coding,4,13551400,13567516,-
ENSDARG00000096065,2,si:dkey-156k2.7,havana,protein_coding,4,50401133,50402316,+
ENSDARG00000096481,2,si:dkey-16p19.8,havana,protein_coding,4,41311345,41313146,+
ENSDARG00000001781,11,tspan11,ensembl_havana,protein_coding,4,11172964,11198055,+
ENSDARG00000116546,1,znf987,havana,protein_coding,4,41385580,41401765,+
ENSDARG00000016979,8,pmpcb,ensembl_havana,protein_coding,4,1761029,1771308,+
ENSDARG00000092596,5,si:dkeyp-44d3.1,havana,protein_coding,4,41471349,41478148,+
ENSDARG00000100479,3,si:dkey-43f9.4,ensembl_havana,protein_coding,4,31247968,31311955,-
ENSDARG00000103186,2,si:ch73-389k6.1,ensembl_havana,protein_coding,4,76304911,76335199,+
ENSDARG00000098143,2,si:dkey-57l19.1,ensembl_havana,protein_coding,4,31293362,31295322,+
ENSDARG00000070477,7,dnajc2,ensembl_havana,protein_coding,4,1766333,1785120,-
ENSDARG00000087743,4,si:dkey-156k2.8,havana,protein_coding,4,50410452,50414313,+
ENSDARG00000094888,4,znf1061,ensembl_havana,protein_coding,4,50426233,50434519,-
ENSDARG00000117132,1,BX663613.1,havana,protein_coding,4,50463619,50480048,+
ENSDARG00000106667,2,znf977,havana,protein_coding,4,50572302,50573195,+
ENSDARG00000110946,1,znf1110,havana,protein_coding,4,50701550,50722304,-
ENSDARG00000045490,5,ndufb2,ensembl_havana,protein_coding,4,22480169,22483131,+
ENSDARG00000089860,4,atxn7l1,havana,protein_coding,4,3438510,3446758,+
ENSDARG00000101960,2,si:dkeyp-44d3.3,havana,protein_coding,4,41516714,41523413,-
ENSDARG00000039843,4,znf800b,ensembl_havana,protein_coding,4,3455146,3475397,+
ENSDARG00000093994,4,znf1058,havana,protein_coding,4,50726871,50740270,+
ENSDARG00000089159,4,acot14,ensembl_havana,protein_coding,4,25607101,25620734,+
ENSDARG00000104064,2,si:ch211-127b6.2,ensembl_havana,protein_coding,4,31327980,31412964,+
ENSDARG00000096037,2,si:ch211-214j24.14,havana,protein_coding,4,5249494,5253973,+
ENSDARG00000096222,2,si:ch211-245n8.4,havana,protein_coding,4,50755309,50759477,-
ENSDARG00000094034,5,znf1045,havana,protein_coding,4,50776144,50788075,-
ENSDARG00000014804,11,cacna2d1a,ensembl_havana,protein_coding,4,19768679,19884440,-
ENSDARG00000018111,9,kdm7aa,ensembl_havana,protein_coding,4,22484830,22519525,-
ENSDARG00000102370,2,znf1094,havana,protein_coding,4,41528590,41535403,+
ENSDARG00000101916,2,si:dkeyp-44d3.5,ensembl_havana,protein_coding,4,41555642,41582922,-
ENSDARG00000088181,3,mpped1,ensembl_havana,protein_coding,4,8849816,8903240,-
ENSDARG00000015931,12,snap91b,ensembl_havana,protein_coding,4,5260941,5302866,-
ENSDARG00000094177,5,si:ch211-208f21.2,havana,protein_coding,4,50891961,50897272,+
ENSDARG00000102473,3,zgc:171673,ensembl_havana,protein_coding,4,76336061,76348088,+
ENSDARG00000045850,8,ccdc167,ensembl_havana,protein_coding,4,5255041,5273838,+
ENSDARG00000114172,1,znf996,ensembl_havana,protein_coding,4,31450683,31501083,+
ENSDARG00000103143,2,si:dkey-19c16.12,ensembl_havana,protein_coding,4,31535449,31795106,-
ENSDARG00000101690,3,si:ch73-158p21.2,havana,protein_coding,4,76349919,76361982,+
ENSDARG00000077220,6,si:ch211-208f21.3,ensembl_havana,protein_coding,4,50920712,50933168,-
ENSDARG00000109821,1,si:dkey-156j15.1,havana,protein_coding,4,50970601,50975882,+
ENSDARG00000103229,2,si:dkey-265e15.5,ensembl_havana,protein_coding,4,31535449,31699842,-
ENSDARG00000098071,2,znf1049,havana,protein_coding,4,41770710,41780340,-
ENSDARG00000113626,1,znf976,ensembl_havana,protein_coding,4,41598006,41772315,-
ENSDARG00000100061,2,si:dkey-16p6.1,ensembl_havana,protein_coding,4,31653917,31700186,-
ENSDARG00000101030,3,si:ch73-158p21.3,ensembl_havana,protein_coding,4,76362874,76370661,-
ENSDARG00000102316,2,si:dkey-237m9.2,havana,protein_coding,4,41789497,41798887,+
ENSDARG00000077654,6,grm8a,ensembl_havana,protein_coding,4,3478049,3745093,+
ENSDARG00000114894,1,znf1026,ensembl_havana,protein_coding,4,51026304,51045333,-
ENSDARG00000102837,2,znf1145,havana,protein_coding,4,42009286,42015883,-
ENSDARG00000102542,2,si:ch211-268b14.2,ensembl_havana,protein_coding,4,41834258,41847025,+
ENSDARG00000057983,9,svopl,ensembl_havana,protein_coding,4,9769050,9781132,-
ENSDARG00000098281,2,si:dkey-237m9.1,ensembl_havana,protein_coding,4,41816778,42014474,-
ENSDARG00000070546,5,msgn1,ensembl_havana,protein_coding,4,306036,308006,+
ENSDARG00000045676,7,calua,ensembl_havana,protein_coding,4,13568469,13576215,+
ENSDARG00000034300,9,sema3c,ensembl_havana,protein_coding,4,22613625,22652944,+
ENSDARG00000045522,8,acot15,ensembl_havana,protein_coding,4,25627147,25647986,+
ENSDARG00000020015,9,mrps33,ensembl_havana,protein_coding,4,12102267,12106039,-
ENSDARG00000101675,3,zgc:123107,ensembl_havana,protein_coding,4,76377227,76383262,-
ENSDARG00000019235,11,sema3aa,ensembl_havana,protein_coding,4,11311315,11368490,+
ENSDARG00000063097,7,scube1,ensembl_havana,protein_coding,4,8906893,9008851,-
ENSDARG00000045914,9,si:ch211-51e12.7,ensembl_havana,protein_coding,4,308688,317971,+
ENSDARG00000100311,2,si:dkey-165e24.1,ensembl_havana,protein_coding,4,51542447,51598177,+
ENSDARG00000104208,3,zgc:172128,ensembl_havana,protein_coding,4,76426421,76430594,+
ENSDARG00000102679,3,FP074874.1,ensembl_havana,protein_coding,4,76403698,76413981,+
ENSDARG00000101883,3,zgc:172128,ensembl_havana,protein_coding,4,76403698,76439984,+
ENSDARG00000100294,3,zgc:113209,ensembl_havana,protein_coding,4,76416268,76425444,+
ENSDARG00000045677,7,opn1sw1,ensembl_havana,protein_coding,4,13577665,13580348,-
ENSDARG00000100578,2,si:dkeyp-90h9.1,ensembl_havana,protein_coding,4,51669730,51693601,-
ENSDARG00000006747,10,tmem178b,ensembl_havana,protein_coding,4,12111154,12239160,+
ENSDARG00000104852,2,si:ch211-142b24.8,ensembl_havana,protein_coding,4,42019169,42028856,+
ENSDARG00000056938,6,kera,ensembl_havana,protein_coding,4,16337156,16345227,-
ENSDARG00000001912,11,drd4-rs,ensembl_havana,protein_coding,4,19946294,20027571,-
ENSDARG00000014572,7,chpt1,ensembl_havana,protein_coding,4,17707008,17725008,-
ENSDARG00000056950,8,epyc,ensembl_havana,protein_coding,4,16317296,16334362,-
ENSDARG00000104412,2,si:dkey-72l17.5,ensembl_havana,protein_coding,4,31943831,31993242,-
ENSDARG00000032639,6,cd36,ensembl_havana,protein_coding,4,22658472,22671469,-
ENSDARG00000103346,3,si:dkeyp-85d8.5,havana,protein_coding,4,42031217,42039794,-
ENSDARG00000033296,7,gpr37b,ensembl_havana,protein_coding,4,3980247,3998490,+
ENSDARG00000045878,7,nudt4b,ensembl_havana,protein_coding,4,1788748,1801619,-
ENSDARG00000100164,3,si:dkey-16p6.1,ensembl_havana,protein_coding,4,76440462,76450637,+
ENSDARG00000056954,5,si:dkeyp-38g8.5,ensembl_havana,protein_coding,4,16315692,16319762,+
ENSDARG00000089142,5,zgc:113119,ensembl_havana,protein_coding,4,76455044,76465632,+
ENSDARG00000045877,5,ube2nb,ensembl_havana,protein_coding,4,1809562,1818315,-
ENSDARG00000098406,2,si:dkey-22a18.2,ensembl_havana,protein_coding,4,52050410,52083748,-
ENSDARG00000077205,6,zgc:153116,ensembl_havana,protein_coding,4,76466751,76474716,+
ENSDARG00000029105,10,ftr51,ensembl_havana,protein_coding,4,76468839,76494299,-
ENSDARG00000006283,8,waslb,ensembl_havana,protein_coding,4,4079418,4111767,+
ENSDARG00000068701,5,gpr85,ensembl_havana,protein_coding,4,6643421,6647605,+
ENSDARG00000110658,1,zgc:174696,ensembl_havana,protein_coding,4,42065748,42074960,-
ENSDARG00000069292,6,acot16,ensembl_havana,protein_coding,4,25651720,25666835,+
ENSDARG00000103441,2,znf1060,ensembl_havana,protein_coding,4,42078825,42091242,+
ENSDARG00000045541,6,gcc1,ensembl_havana,protein_coding,4,20063279,20069493,+
ENSDARG00000045542,6,lamtor4,ensembl_havana,protein_coding,4,20051478,20054583,+
ENSDARG00000045543,5,atp6v1f,ensembl_havana,protein_coding,4,20049260,20063234,-
ENSDARG00000103689,2,znf1148,havana,protein_coding,4,42152636,42171503,-
ENSDARG00000105173,2,si:ch211-142b24.2,havana,protein_coding,4,42175261,42193479,+
ENSDARG00000068705,7,tmem168a,ensembl_havana,protein_coding,4,6735053,6749412,+
ENSDARG00000045680,6,tnpo3,ensembl_havana,protein_coding,4,13586455,13605158,+
ENSDARG00000012435,7,spic,ensembl_havana,protein_coding,4,17807837,17812131,-
ENSDARG00000087438,3,spi2,ensembl_havana,protein_coding,4,17801328,17805128,-
ENSDARG00000016886,8,dnajb9b,ensembl_havana,protein_coding,4,17821390,17823424,-
ENSDARG00000102008,3,si:dkey-72l17.6,ensembl_havana,protein_coding,4,32174137,32180155,-
ENSDARG00000045560,8,mybpc1,ensembl_havana,protein_coding,4,17726841,17793152,-
ENSDARG00000075731,5,zgc:174698,ensembl_havana,protein_coding,4,32384950,32393785,+
ENSDARG00000007639,7,cnot4b,ensembl_havana,protein_coding,4,12243698,12286067,-
ENSDARG00000039681,5,samm50l,ensembl_havana,protein_coding,4,9011448,9025993,+
ENSDARG00000011605,10,dennd6b,ensembl_havana,protein_coding,4,20071128,20081621,-
ENSDARG00000045864,7,lmod2b,ensembl_havana,protein_coding,4,4115778,4119425,-
ENSDARG00000113510,1,si:ch211-59d8.2,ensembl_havana,protein_coding,4,42379152,42398699,-
ENSDARG00000109251,1,si:dkey-4e4.1,havana,protein_coding,4,42288973,42294516,-
ENSDARG00000063299,8,pcloa,ensembl_havana,protein_coding,4,11375894,11450040,+
ENSDARG00000098390,2,si:ch211-76m11.8,ensembl_havana,protein_coding,4,42195992,42397126,-
ENSDARG00000079391,4,mrpl42,ensembl_havana,protein_coding,4,1821637,1824836,-
ENSDARG00000045913,9,mrps10,ensembl_havana,protein_coding,4,325028,330748,-
ENSDARG00000109740,1,si:dkeyp-44b5.4,havana,protein_coding,4,52158933,52165969,-
ENSDARG00000101046,2,si:dkeyp-107f9.1,havana,protein_coding,4,52162176,52170336,+
ENSDARG00000070015,8,pimr173,ensembl_havana,protein_coding,4,11401018,11404967,-
ENSDARG00000100112,2,znf1118,ensembl_havana,protein_coding,4,42295479,42302062,+
ENSDARG00000073915,4,znf1085,ensembl_havana,protein_coding,4,32467854,32471499,-
ENSDARG00000095293,5,si:dkey-265e7.1,ensembl_havana,protein_coding,4,32429579,32646394,-
ENSDARG00000045863,7,asb15b,ensembl_havana,protein_coding,4,4120570,4129187,-
ENSDARG00000091746,6,si:dkey-16p6.1,ensembl_havana,protein_coding,4,32429579,32466799,-
ENSDARG00000021647,6,gnai1,ensembl_havana,protein_coding,4,22680442,22714063,+
ENSDARG00000057974,8,parp12b,ensembl_havana,protein_coding,4,9813753,9822519,-
ENSDARG00000100995,2,si:dkey-16b10.1,havana,protein_coding,4,52177103,52186922,+
ENSDARG00000102994,2,znf1034,havana,protein_coding,4,52212057,52220901,+
ENSDARG00000101829,2,si:dkey-16b10.2,ensembl_havana,protein_coding,4,52234156,52245791,+
ENSDARG00000063008,8,si:dkeyp-27e10.3,havana,protein_coding,4,9784301,9810999,-
ENSDARG00000068708,5,ifrd1,ensembl_havana,protein_coding,4,6799794,6809323,-
ENSDARG00000015921,7,pwp1,ensembl_havana,protein_coding,4,1825839,1839352,-
ENSDARG00000045681,7,irf5,ensembl_havana,protein_coding,4,13605600,13614936,-
ENSDARG00000045594,7,shisal1a,ensembl_havana,protein_coding,4,14826299,14863510,+
ENSDARG00000045911,9,tulp4a,ensembl_havana,protein_coding,4,331351,353924,+
ENSDARG00000045540,6,ppp6r2a,ensembl_havana,protein_coding,4,20082475,20101972,+
ENSDARG00000045595,5,si:dkey-14k9.3,ensembl_havana,protein_coding,4,14895506,14899113,-
ENSDARG00000102659,2,si:dkeyp-107f9.2,havana,protein_coding,4,52347226,52354980,+
ENSDARG00000088524,4,acot17,ensembl_havana,protein_coding,4,25678113,25691507,+
ENSDARG00000063481,7,si:ch211-214j24.15,havana,protein_coding,4,5304208,5317006,-
ENSDARG00000045847,7,si:ch211-214j24.10,ensembl_havana,protein_coding,4,5317483,5325336,+
ENSDARG00000104468,2,si:dkeyp-107f9.4,havana,protein_coding,4,52379250,52379723,-
ENSDARG00000105137,2,zgc:173705,ensembl_havana,protein_coding,4,52356485,52366809,+
ENSDARG00000100387,2,si:dkey-78o7.3,havana,protein_coding,4,52504406,52504961,-
ENSDARG00000105306,2,si:dkeyp-44b5.5,ensembl_havana,protein_coding,4,52614984,52621665,-
ENSDARG00000088245,5,si:dkey-16p6.1,ensembl_havana,protein_coding,4,32772213,32783867,+
ENSDARG00000089814,4,znf1042,ensembl_havana,protein_coding,4,32649955,32897136,+
ENSDARG00000070230,6,aldh1l2,ensembl_havana,protein_coding,4,9028819,9048975,+
ENSDARG00000098514,2,si:ch211-59d8.3,havana,protein_coding,4,42403742,42408339,-
ENSDARG00000006215,10,akr1b1.1,ensembl_havana,protein_coding,4,14899720,14910386,+
ENSDARG00000016691,9,cd9b,ensembl_havana,protein_coding,4,4234994,4261673,-
ENSDARG00000041665,9,mkrn1,ensembl_havana,protein_coding,4,12292274,12307834,+
ENSDARG00000098515,2,si:dkey-16p6.1,ensembl_havana,protein_coding,4,42412212,42429712,+
ENSDARG00000045598,7,akr1b1.2,ensembl_havana,protein_coding,4,14906608,14915268,-
ENSDARG00000087319,3,tmem121b,havana,protein_coding,4,12308976,12312976,+
ENSDARG00000098270,2,znf1053,havana,protein_coding,4,42556555,42564325,+
ENSDARG00000096458,2,si:dkey-26h11.2,havana,protein_coding,4,33012407,33016826,+
ENSDARG00000096437,2,si:dkey-26h11.1,havana,protein_coding,4,33017081,33018220,+
ENSDARG00000016010,11,nup107,ensembl_havana,protein_coding,4,22730795,22749553,-
ENSDARG00000045910,9,tmem181,ensembl_havana,protein_coding,4,357810,386168,+
ENSDARG00000043796,5,ms4a17a.7,ensembl_havana,protein_coding,4,76705830,76718322,+
ENSDARG00000091970,5,ms4a17a.3,ensembl_havana,protein_coding,4,76722754,76728540,+
ENSDARG00000089304,5,si:dkeyp-4f2.1,ensembl_havana,protein_coding,4,33057844,33073382,-
ENSDARG00000045683,6,ccdc87,ensembl_havana,protein_coding,4,13615731,13624294,+
ENSDARG00000007018,10,ms4a17a.6,ensembl_havana,protein_coding,4,76735113,76742479,+
ENSDARG00000045846,7,osgep,ensembl_havana,protein_coding,4,5327632,5333971,-
ENSDARG00000024874,13,dock4b,ensembl_havana,protein_coding,4,6833583,6994283,+
ENSDARG00000095695,6,ms4a17a.10,ensembl_havana,protein_coding,4,76745015,76751266,+
ENSDARG00000086650,5,ttc41,havana,protein_coding,4,9824063,9836342,-
ENSDARG00000056152,6,fam3c,ensembl_havana,protein_coding,4,20101992,20108833,-
ENSDARG00000053563,8,ms4a17a.12,ensembl_havana,protein_coding,4,76755294,76774721,+
ENSDARG00000014024,12,ms4a17a.4,ensembl_havana,protein_coding,4,76752707,76762432,+
ENSDARG00000098879,2,si:dkey-4j21.2,ensembl_havana,protein_coding,4,52766525,52783184,-
ENSDARG00000045580,6,lum,ensembl_havana,protein_coding,4,16349042,16354292,-
ENSDARG00000058244,5,il17ra1a,ensembl_havana,protein_coding,4,12317461,12323228,-
ENSDARG00000095997,2,znf1112,havana,protein_coding,4,33095657,33111132,+
ENSDARG00000093546,3,si:ch73-56d11.5,ensembl_havana,protein_coding,4,76775837,76785895,+
ENSDARG00000095596,3,si:dkeyp-4f2.6,havana,protein_coding,4,33139862,33141495,+
ENSDARG00000056145,7,si:dkey-159a18.1,ensembl_havana,protein_coding,4,20110921,20118468,-
ENSDARG00000003822,8,ankrd16,ensembl_havana,protein_coding,4,11458078,11462702,+
ENSDARG00000078745,7,pnpla8,ensembl_havana,protein_coding,4,13625892,13643616,+
ENSDARG00000045909,9,dynlt1,ensembl_havana,protein_coding,4,386435,390442,-
ENSDARG00000105458,2,si:dkeyp-81f3.4,havana,protein_coding,4,13625982,13626831,-
ENSDARG00000097527,2,ms4a17a.5,ensembl_havana,protein_coding,4,76787274,76808437,+
ENSDARG00000094484,4,si:ch211-162i8.4,ensembl_havana,protein_coding,4,33179354,33189070,-
ENSDARG00000094308,4,si:dkey-247i3.6,havana,protein_coding,4,33191390,33204793,+
ENSDARG00000096226,3,znf1072,havana,protein_coding,4,43060711,43071336,-
ENSDARG00000096186,3,si:dkey-247i3.5,havana,protein_coding,4,33225161,33230042,+
ENSDARG00000096189,2,si:dkey-54j5.2,ensembl_havana,protein_coding,4,43048527,43070566,-
ENSDARG00000088378,4,znf1000,havana,protein_coding,4,33310760,33331681,-
ENSDARG00000012066,11,dcn,ensembl_havana,protein_coding,4,16368762,16412084,-
ENSDARG00000062983,8,fbxo18,ensembl_havana,protein_coding,4,9851810,9867843,-
ENSDARG00000057942,5,glt8d2,ensembl_havana,protein_coding,4,9843923,9852318,-
ENSDARG00000017366,9,prdm4,ensembl_havana,protein_coding,4,14917502,14926637,-
ENSDARG00000086449,4,znf1055,havana,protein_coding,4,33334774,33342454,+
ENSDARG00000025073,6,rpl18a,ensembl_havana,protein_coding,4,391297,398451,+
ENSDARG00000003570,8,hsp90b1,ensembl_havana,protein_coding,4,9836465,9843836,+
ENSDARG00000096011,4,si:dkeyp-4f2.3,havana,protein_coding,4,33364466,33371634,-
ENSDARG00000106998,2,si:dkey-240n22.6,ensembl_havana,protein_coding,4,76902513,76914227,+
ENSDARG00000077926,4,si:dkey-48p11.3,ensembl_havana,protein_coding,4,9051588,9054947,-
ENSDARG00000033413,10,acot18,ensembl_havana,protein_coding,4,25691642,25704064,+
ENSDARG00000101292,3,si:dkey-201g16.1,havana,protein_coding,4,52959625,52967037,+
ENSDARG00000089296,8,si:dkey-240n22.6,ensembl_havana,protein_coding,4,76926059,76964360,+
ENSDARG00000095521,4,znf1090,havana,protein_coding,4,33373100,33378493,+
ENSDARG00000104625,2,pimr168,havana,protein_coding,4,12358822,12361683,+
ENSDARG00000101236,2,cep83,ensembl_havana,protein_coding,4,20124863,20135919,-
ENSDARG00000061544,8,ano6,ensembl_havana,protein_coding,4,1878573,1914228,-
ENSDARG00000074873,4,pimr170,havana,protein_coding,4,12348568,12352645,+
ENSDARG00000103365,2,pimr214,ensembl_havana,protein_coding,4,12333168,12360465,+
ENSDARG00000104584,2,si:dkeyp-4f2.3,havana,protein_coding,4,33399196,33405483,-
ENSDARG00000090366,5,znf1065,ensembl_havana,protein_coding,4,33420247,33428994,+
ENSDARG00000095461,3,pimr171,havana,protein_coding,4,12333236,12336573,+
ENSDARG00000094017,4,znf1137,havana,protein_coding,4,43074375,43091498,+
ENSDARG00000076690,5,avpr2l,ensembl_havana,protein_coding,4,17836098,17838179,-
ENSDARG00000076252,4,si:dkey-247i3.1,ensembl_havana,protein_coding,4,33461796,33471361,+
ENSDARG00000101363,2,ano2b,ensembl_havana,protein_coding,4,4267451,4358940,+
ENSDARG00000093165,4,si:dkey-16p6.2,havana,protein_coding,4,43156473,43185261,-
ENSDARG00000073881,5,slc41a2b,ensembl_havana,protein_coding,4,9055488,9094690,+
ENSDARG00000100412,2,si:ch211-171l17.14,ensembl_havana,protein_coding,4,53034573,53072320,-
ENSDARG00000020812,10,si:ch73-177h5.2,havana,protein_coding,4,1921011,1930024,-
ENSDARG00000088836,5,si:ch211-76m11.5,ensembl_havana,protein_coding,4,43225728,43260960,+
ENSDARG00000037960,8,lrrc17,ensembl_havana,protein_coding,4,20141191,20156085,-
ENSDARG00000095013,5,si:dkey-240n22.3,havana,protein_coding,4,76973771,77014220,+
ENSDARG00000090947,5,si:dkey-29j8.1,ensembl_havana,protein_coding,4,43245188,43260558,+
ENSDARG00000096188,2,CT027801.2,havana,protein_coding,4,33524237,33525219,-
ENSDARG00000096005,2,CT027801.1,havana,protein_coding,4,33525559,33526156,+
ENSDARG00000091013,4,si:dkey-84h14.2,ensembl_havana,protein_coding,4,33537372,33560939,+
ENSDARG00000103872,2,si:dkey-84h14.4,havana,protein_coding,4,33537813,33543597,+
ENSDARG00000027249,6,btg1,ensembl_havana,protein_coding,4,16536173,16545085,-
ENSDARG00000101296,2,si:ch211-170p16.1,havana,protein_coding,4,7229236,7231480,-
ENSDARG00000006396,10,nrcama,ensembl_havana,protein_coding,4,13696537,13728375,+
ENSDARG00000005451,5,gdi2,ensembl_havana,protein_coding,4,11464255,11477630,+
ENSDARG00000099076,3,CU467646.4,havana,protein_coding,4,77122707,77125693,-
ENSDARG00000092241,5,znf1009,havana,protein_coding,4,77160027,77177950,+
ENSDARG00000034375,6,chst11,ensembl_havana,protein_coding,4,9103182,9173552,-
ENSDARG00000079698,6,asb13a.1,ensembl_havana,protein_coding,4,11479705,11483190,+
ENSDARG00000102027,3,si:dkey-172k15.11,havana,protein_coding,4,77141970,77150123,+
ENSDARG00000099945,4,CU467646.5,havana,protein_coding,4,77151419,77159653,+
ENSDARG00000105689,2,znf1009,ensembl_havana,protein_coding,4,77053467,77061667,+
ENSDARG00000101763,3,CU467646.6,havana,protein_coding,4,77136884,77140030,-
ENSDARG00000105831,2,znf1009,havana,protein_coding,4,77047067,77053088,+
ENSDARG00000095717,5,si:dkey-172k15.6,ensembl_havana,protein_coding,4,77038392,77202737,+
ENSDARG00000096001,3,si:dkey-240n22.8,havana,protein_coding,4,77060861,77065808,+
ENSDARG00000021239,10,apaf1,ensembl_havana,protein_coding,4,17843717,17874048,+
ENSDARG00000075090,5,CU467646.1,havana,protein_coding,4,77118052,77120928,-
ENSDARG00000098610,2,si:ch211-207e19.2,ensembl_havana,protein_coding,4,53115165,53158623,+
