id,gene_version,GeneSymbol,gene_source,gene_biotype,Chr,Start,End,Strand
ENSMUSG00000032649,15,Colgalt2,ensembl_havana,protein_coding,1,152275581,152386446,+
ENSMUSG00000026047,14,Poglut2,ensembl_havana,protein_coding,1,44145706,44157968,-
ENSMUSG00000091476,9,Catspere2,ensembl_havana,protein_coding,1,177810989,178000271,+
ENSMUSG00000004872,16,Pax3,ensembl_havana,protein_coding,1,78077904,78173771,-
ENSMUSG00000041684,12,Bivm,ensembl_havana,protein_coding,1,44158117,44183930,+
ENSMUSG00000032908,10,Sgpp2,ensembl_havana,protein_coding,1,78286982,78396926,+
ENSMUSG00000026502,14,Desi2,ensembl_havana,protein_coding,1,178014983,178084867,+
ENSMUSG00000026500,7,Cox20,ensembl_havana,protein_coding,1,178146695,178150258,+
ENSMUSG00000026048,17,Ercc5,ensembl_havana,protein_coding,1,44186904,44220420,+
ENSMUSG00000046828,4,Mettl21e,ensembl_havana,protein_coding,1,44243230,44258121,-
ENSMUSG00000026245,17,Farsb,ensembl_havana,protein_coding,1,78394612,78465534,-
ENSMUSG00000090486,3,BC035947,ensembl_havana,protein_coding,1,78473663,78488795,-
ENSMUSG00000026482,14,Rgl1,ensembl_havana,protein_coding,1,152392511,152642102,-
ENSMUSG00000055547,5,Apobec4,ensembl_havana,protein_coding,1,152626302,152633295,+
ENSMUSG00000012187,14,Mogat1,ensembl_havana,protein_coding,1,78487628,78514810,+
ENSMUSG00000008475,14,Arpc5,ensembl_havana,protein_coding,1,152642293,152651348,+
ENSMUSG00000056870,10,Gulp1,ensembl_havana,protein_coding,1,44590671,44835998,+
ENSMUSG00000039630,11,Hnrnpu,ensembl_havana,protein_coding,1,178148673,178165362,-
ENSMUSG00000026495,9,Efcab2,ensembl_havana,protein_coding,1,178233650,178312078,+
ENSMUSG00000032883,16,Acsl3,ensembl_havana,protein_coding,1,78635542,78685460,+
ENSMUSG00000026480,13,Ncf2,ensembl_havana,protein_coding,1,152675945,152712742,+
ENSMUSG00000026494,13,Kif26b,ensembl_havana,protein_coding,1,178356690,178766765,+
ENSMUSG00000025915,15,Sgk3,ensembl_havana,protein_coding,1,9868332,9971070,+
ENSMUSG00000079470,9,Utp14b,ensembl_havana,protein_coding,1,78635755,78649229,+
ENSMUSG00000047330,9,Kcne4,ensembl_havana,protein_coding,1,78794475,78797745,+
ENSMUSG00000050711,8,Scg2,ensembl_havana,protein_coding,1,79412386,79417837,-
ENSMUSG00000055067,16,Smyd3,ensembl_havana,protein_coding,1,178779525,179345606,-
ENSMUSG00000054702,15,Ap1s3,ensembl_havana,protein_coding,1,79584593,79649689,-
ENSMUSG00000026492,12,Tfb2m,ensembl_havana,protein_coding,1,179355620,179373832,-
ENSMUSG00000038949,9,Cnst,ensembl_havana,protein_coding,1,179373935,179455043,+
ENSMUSG00000026043,19,Col3a1,ensembl_havana,protein_coding,1,45350698,45388866,+
ENSMUSG00000046101,17,Mcmdc2,ensembl_havana,protein_coding,1,9978863,10012310,+
ENSMUSG00000099032,3,Tcf24,ensembl_havana,protein_coding,1,10030388,10038157,-
ENSMUSG00000038936,14,Sccpdh,ensembl_havana,protein_coding,1,179495775,179514754,+
ENSMUSG00000042772,16,Smg7,ensembl_havana,protein_coding,1,152712746,152778397,-
ENSMUSG00000087236,4,Kif28,havana,protein_coding,1,179522862,179572836,-
ENSMUSG00000026042,17,Col5a2,ensembl_havana,protein_coding,1,45413481,45542442,-
ENSMUSG00000073643,12,Wdfy1,ensembl_havana,protein_coding,1,79679979,79753860,-
ENSMUSG00000025916,11,Ppp1r42,ensembl_havana,protein_coding,1,10038849,10079361,-
ENSMUSG00000026248,10,Mrpl44,ensembl_havana,protein_coding,1,79753735,79759162,+
ENSMUSG00000026249,11,Serpine2,ensembl_havana,protein_coding,1,79771914,79838897,-
ENSMUSG00000042751,15,Nmnat2,ensembl_havana,protein_coding,1,152830744,152995007,+
ENSMUSG00000043230,3,Fam124b,ensembl_havana,protein_coding,1,80176423,80196190,-
ENSMUSG00000026491,14,Ahctf1,ensembl_havana,protein_coding,1,179572459,179631245,-
ENSMUSG00000025917,10,Cops5,ensembl_havana,protein_coding,1,10094826,10108393,-
ENSMUSG00000025995,17,Wdr75,ensembl_havana,protein_coding,1,45834326,45862779,+
ENSMUSG00000026479,14,Lamc2,ensembl_havana,protein_coding,1,152998502,153062193,-
ENSMUSG00000004364,15,Cul3,ensembl_havana,protein_coding,1,80242640,80318197,-
ENSMUSG00000026478,15,Lamc1,ensembl_havana,protein_coding,1,153094668,153208532,-
ENSMUSG00000110100,2,Gm45261,havana,protein_coding,1,80427314,80439165,-
ENSMUSG00000042708,13,Shcbp1l,ensembl_havana,protein_coding,1,153300908,153328320,+
ENSMUSG00000041144,13,Dnah7b,ensembl_havana,protein_coding,1,46105475,46412710,+
ENSMUSG00000042699,12,Dhx9,ensembl_havana,protein_coding,1,153331504,153363406,-
ENSMUSG00000042684,9,Npl,ensembl_havana,protein_coding,1,153378761,153425791,-
ENSMUSG00000101337,7,Dnah7c,ensembl_havana,protein_coding,1,46464752,46846636,+
ENSMUSG00000025986,7,Slc39a10,ensembl_havana,protein_coding,1,46846704,46932012,-
ENSMUSG00000056763,17,Cspp1,ensembl_havana,protein_coding,1,10108212,10206993,+
ENSMUSG00000042671,13,Rgs8,ensembl_havana,protein_coding,1,153528771,153576069,+
ENSMUSG00000026109,15,Tmeff2,ensembl_havana,protein_coding,1,50939806,51226429,+
ENSMUSG00000026475,8,Rgs16,ensembl_havana,protein_coding,1,153616095,153621214,+
ENSMUSG00000045954,8,Cavin2,ensembl_havana,protein_coding,1,51328285,51342119,+
ENSMUSG00000066800,12,Rnasel,ensembl_havana,protein_coding,1,153625172,153639967,+
ENSMUSG00000067851,12,Arfgef1,ensembl_havana,protein_coding,1,10207796,10302895,-
ENSMUSG00000038608,16,Dock10,ensembl_havana,protein_coding,1,80478790,80736244,-
ENSMUSG00000042501,13,Cpa6,ensembl_havana,protein_coding,1,10394945,10790170,-
ENSMUSG00000042641,20,Rgsl1,ensembl_havana,protein_coding,1,153655127,153719888,-
ENSMUSG00000045968,8,Teddm2,ensembl_havana,protein_coding,1,153725288,153775974,-
ENSMUSG00000043282,4,Teddm1b,ensembl_havana,protein_coding,1,153750091,153752617,+
ENSMUSG00000047053,6,Teddm1a,ensembl_havana,protein_coding,1,153767488,153768804,+
ENSMUSG00000026107,12,Nabp1,ensembl_havana,protein_coding,1,51505021,51517584,-
ENSMUSG00000054976,15,Nyap2,ensembl_havana,protein_coding,1,81054667,81319479,+
ENSMUSG00000026473,17,Glul,ensembl_havana,protein_coding,1,153775690,153785469,+
ENSMUSG00000055980,3,Irs1,ensembl_havana,protein_coding,1,82210822,82269137,-
ENSMUSG00000022591,6,Gm9747,ensembl,protein_coding,1,82210833,82213654,+
ENSMUSG00000066797,7,Zfp648,ensembl_havana,protein_coding,1,154076933,154081435,+
ENSMUSG00000048960,14,Prex2,ensembl_havana,protein_coding,1,11063689,11373905,+
ENSMUSG00000026142,16,Rhbdd1,ensembl_havana,protein_coding,1,82294173,82423087,+
ENSMUSG00000067158,10,Col4a4,ensembl_havana,protein_coding,1,82426144,82564570,-
ENSMUSG00000079465,9,Col4a3,ensembl_havana,protein_coding,1,82564642,82699780,+
ENSMUSG00000004110,18,Cacna1e,ensembl_havana,protein_coding,1,154266477,154760247,-
ENSMUSG00000056708,6,Ier5,ensembl_havana,protein_coding,1,154972107,154975382,-
ENSMUSG00000026471,15,Mr1,ensembl_havana,protein_coding,1,155003023,155022560,-
ENSMUSG00000057715,14,A830018L16Rik,ensembl_havana,protein_coding,1,11484329,12046125,+
ENSMUSG00000026470,15,Stx6,ensembl_havana,protein_coding,1,155034461,155084002,+
ENSMUSG00000033722,10,BC034090,ensembl_havana,protein_coding,1,155088217,155120190,-
ENSMUSG00000026150,15,Mff,ensembl_havana,protein_coding,1,82702611,82730115,+
ENSMUSG00000026149,3,Tm4sf20,ensembl_havana,protein_coding,1,82734370,82746182,-
ENSMUSG00000114299,2,Gm47791,havana,protein_coding,1,82748545,82748964,-
ENSMUSG00000026469,15,Xpr1,ensembl_havana,protein_coding,1,155151447,155293161,-
ENSMUSG00000018417,15,Myo1b,ensembl_havana,protein_coding,1,51788924,51955230,-
ENSMUSG00000026490,19,Cdc42bpa,ensembl_havana,protein_coding,1,179788037,179993168,+
ENSMUSG00000033701,14,Acbd6,ensembl_havana,protein_coding,1,155433866,155567076,+
ENSMUSG00000026468,15,Lhx4,ensembl_havana,protein_coding,1,155573777,155627430,-
ENSMUSG00000062939,12,Stat4,ensembl_havana,protein_coding,1,52026307,52146348,+
ENSMUSG00000033684,15,Qsox1,ensembl_havana,protein_coding,1,155651775,155688635,-
ENSMUSG00000016918,16,Sulf1,ensembl_havana,protein_coding,1,12762501,12931416,+
ENSMUSG00000033671,19,Cep350,ensembl_havana,protein_coding,1,155720710,155849001,-
ENSMUSG00000026489,14,Coq8a,ensembl_havana,protein_coding,1,179992803,180027167,-
ENSMUSG00000025938,17,Slco5a1,ensembl_havana,protein_coding,1,12936773,13062874,-
ENSMUSG00000026159,14,Agfg1,ensembl_havana,protein_coding,1,82817204,82878903,+
ENSMUSG00000113880,2,A030005L19Rik,havana,protein_coding,1,82891046,82891851,+
ENSMUSG00000113973,2,A030014E15Rik,havana,protein_coding,1,82902638,82903433,+
ENSMUSG00000113846,2,Gm6217,havana,protein_coding,1,82908292,82909120,-
ENSMUSG00000113084,2,A030003K21Rik,havana,protein_coding,1,82920280,82921109,-
ENSMUSG00000042414,8,Prdm14,ensembl_havana,protein_coding,1,13183681,13197387,-
ENSMUSG00000113925,2,Gm7544,havana,protein_coding,1,82932907,82933734,-
ENSMUSG00000114011,2,Gm47955,havana,protein_coding,1,82938007,82938645,+
ENSMUSG00000113097,2,Gm47959,havana,protein_coding,1,82978269,82979201,+
ENSMUSG00000038496,17,Slc19a3,ensembl_havana,protein_coding,1,82990244,83016169,-
ENSMUSG00000100190,2,Krtap28-10,havana,protein_coding,1,83019245,83020201,-
ENSMUSG00000113267,2,Gm47969,havana,protein_coding,1,83022653,83023667,+
ENSMUSG00000104423,2,A030005K14Rik,havana,protein_coding,1,83036007,83037099,-
ENSMUSG00000101315,2,Krtap28-13,havana,protein_coding,1,83038651,83039642,+
ENSMUSG00000026166,15,Ccl20,ensembl_havana,protein_coding,1,83094487,83096888,+
ENSMUSG00000064302,14,Clasp1,ensembl_havana,protein_coding,1,118316788,118540408,+
ENSMUSG00000053161,17,Daw1,ensembl_havana,protein_coding,1,83137473,83188295,+
ENSMUSG00000026466,17,Tor1aip1,ensembl_havana,protein_coding,1,155880345,155912226,-
ENSMUSG00000026380,11,Tfcp2l1,ensembl_havana,protein_coding,1,118555675,118612898,+
ENSMUSG00000010609,16,Psen2,ensembl_havana,protein_coding,1,180054569,180091003,-
ENSMUSG00000026163,18,Sphkap,ensembl_havana,protein_coding,1,83231860,83385921,-
ENSMUSG00000038855,11,Itpkb,ensembl_havana,protein_coding,1,180158050,180252367,+
ENSMUSG00000053963,8,Stum,ensembl_havana,protein_coding,1,180259952,180311069,-
ENSMUSG00000045658,17,Pid1,ensembl_havana,protein_coding,1,84014017,84341901,-
ENSMUSG00000050565,17,Tor1aip2,ensembl_havana,protein_coding,1,155911149,155944607,+
ENSMUSG00000015484,4,Fam163a,ensembl_havana,protein_coding,1,155951712,156032596,-
ENSMUSG00000048402,15,Gli2,ensembl_havana,protein_coding,1,118761862,118981349,-
ENSMUSG00000037035,6,Inhbb,ensembl_havana,protein_coding,1,119343195,119349978,-
ENSMUSG00000036766,13,Dner,ensembl_havana,protein_coding,1,84347560,84673942,-
ENSMUSG00000005886,15,Ncoa2,ensembl_havana,protein_coding,1,13209329,13444307,-
ENSMUSG00000004451,15,Ralb,ensembl_havana,protein_coding,1,119398035,119432524,-
ENSMUSG00000098923,2,Tmem185b,havana,protein_coding,1,119453890,119456713,+
ENSMUSG00000060985,16,Tdrd5,ensembl_havana,protein_coding,1,156082866,156131234,-
ENSMUSG00000026602,10,Nphs2,ensembl_havana,protein_coding,1,156138297,156155605,+
ENSMUSG00000026496,12,Parp1,ensembl_havana,protein_coding,1,180396489,180428819,+
ENSMUSG00000025935,11,Tram1,ensembl_havana,protein_coding,1,13634922,13660134,-
ENSMUSG00000025937,7,Lactb2,ensembl_havana,protein_coding,1,13693554,13730770,-
ENSMUSG00000067813,4,Xkr9,ensembl_havana,protein_coding,1,13738995,13771947,+
ENSMUSG00000026601,15,Axdnd1,ensembl_havana,protein_coding,1,156151079,156248729,-
ENSMUSG00000078193,3,Gm2000,ensembl_havana,protein_coding,1,156193610,156194054,+
ENSMUSG00000026600,13,Soat1,ensembl_havana,protein_coding,1,156252095,156301901,-
ENSMUSG00000058729,14,Lin9,ensembl_havana,protein_coding,1,180468715,180518259,+
ENSMUSG00000026497,8,Mixl1,ensembl_havana,protein_coding,1,180520608,180524599,-
ENSMUSG00000026499,6,Acbd3,ensembl_havana,protein_coding,1,180553608,180581769,+
ENSMUSG00000026596,14,Abl2,ensembl_havana,protein_coding,1,156386356,156477138,+
ENSMUSG00000026219,15,Trip12,ensembl_havana,protein_coding,1,84698910,84818237,-
ENSMUSG00000073633,10,Fbxo36,ensembl_havana,protein_coding,1,84817562,84878208,+
ENSMUSG00000026220,7,Slc16a14,ensembl_havana,protein_coding,1,84883619,84912855,-
ENSMUSG00000118590,2,Gm15433,havana,protein_coding,1,84936703,84942293,+
ENSMUSG00000026104,15,Stat1,ensembl_havana,protein_coding,1,52158599,52201024,+
ENSMUSG00000026383,15,Epb41l5,ensembl_havana,protein_coding,1,119472767,119576730,-
ENSMUSG00000060519,12,Tor3a,ensembl_havana,protein_coding,1,156481187,156501926,-
ENSMUSG00000060743,13,H3f3a,ensembl_havana,protein_coding,1,180628397,180641508,-
ENSMUSG00000038806,8,Sde2,ensembl_havana,protein_coding,1,180678692,180695678,+
ENSMUSG00000052477,16,C130026I21Rik,ensembl_havana,protein_coding,1,84970411,85248287,-
ENSMUSG00000118640,2,Gm7582,havana,protein_coding,1,85005675,85006565,-
ENSMUSG00000033557,18,Fam20b,ensembl_havana,protein_coding,1,156506102,156546656,-
ENSMUSG00000066652,6,Lefty2,ensembl_havana,protein_coding,1,180720673,180726668,+
ENSMUSG00000025932,15,Eya1,ensembl_havana,protein_coding,1,14239178,14380459,-
ENSMUSG00000089844,8,A530032D15Rik,ensembl_havana,protein_coding,1,85060790,85087574,-
ENSMUSG00000026520,9,Pycr2,ensembl_havana,protein_coding,1,180731858,180735653,+
ENSMUSG00000025930,7,Msc,ensembl_havana,protein_coding,1,14823570,14826216,-
ENSMUSG00000038793,9,Lefty1,ensembl_havana,protein_coding,1,180762587,180765965,+
ENSMUSG00000079457,12,Gm7609,ensembl_havana,protein_coding,1,85177334,85191507,+
ENSMUSG00000026384,14,Ptpn4,ensembl_havana,protein_coding,1,119580197,119765343,-
ENSMUSG00000118591,2,Gm52955,havana,protein_coding,1,85411973,85412863,-
ENSMUSG00000036975,6,Tmem177,ensembl_havana,protein_coding,1,119835620,119840938,-
ENSMUSG00000118607,2,Gm7592,ensembl_havana,protein_coding,1,85454323,85479899,+
ENSMUSG00000094127,2,G530012D18Rik,ensembl,protein_coding,1,85503397,85505016,+
ENSMUSG00000032769,6,Trpa1,ensembl_havana,protein_coding,1,14942872,14989086,-
ENSMUSG00000092083,5,Kcnb2,ensembl_havana,protein_coding,1,15357478,15793974,+
ENSMUSG00000026519,17,Tmem63a,ensembl_havana,protein_coding,1,180769909,180802677,+
ENSMUSG00000036962,13,Cfap221,ensembl_havana,protein_coding,1,119851071,119924964,-
ENSMUSG00000070034,14,Sp110,ensembl_havana,protein_coding,1,85504620,85526538,-
ENSMUSG00000025925,15,Terf1,ensembl_havana,protein_coding,1,15875870,15914276,+
ENSMUSG00000026387,16,Sctr,ensembl_havana,protein_coding,1,119934624,119991266,+
ENSMUSG00000038776,14,Ephx1,ensembl_havana,protein_coding,1,180803775,180848469,-
ENSMUSG00000050777,8,Tmem37,ensembl_havana,protein_coding,1,119995107,120001804,-
ENSMUSG00000032719,5,Sbspon,ensembl_havana,protein_coding,1,15924086,15962946,-
ENSMUSG00000038768,9,9130409I23Rik,ensembl_havana,protein_coding,1,180878802,180888232,+
ENSMUSG00000070031,12,Sp140,ensembl_havana,protein_coding,1,85528099,85572758,+
ENSMUSG00000067795,14,4930444P10Rik,ensembl_havana,protein_coding,1,16136203,16163549,-
ENSMUSG00000043716,14,Rpl7,ensembl_havana,protein_coding,1,16171519,16174886,-
ENSMUSG00000026516,9,Nvl,ensembl_havana,protein_coding,1,180914703,180971769,-
ENSMUSG00000025921,8,Rdh10,ensembl_havana,protein_coding,1,16175998,16203958,+
ENSMUSG00000062169,14,Cnih4,ensembl_havana,protein_coding,1,180972258,180996559,+
ENSMUSG00000026103,15,Gls,ensembl_havana,protein_coding,1,52202607,52272391,-
ENSMUSG00000002881,15,Nab1,ensembl_havana,protein_coding,1,52496453,52539838,-
ENSMUSG00000058665,9,En1,ensembl_havana,protein_coding,1,120530147,120535721,+
ENSMUSG00000043015,16,Nemp2,ensembl_havana,protein_coding,1,52669862,52691078,+
ENSMUSG00000038733,15,Wdr26,ensembl_havana,protein_coding,1,181000793,181039566,-
ENSMUSG00000003721,15,Insig2,ensembl_havana,protein_coding,1,121232082,121260318,-
ENSMUSG00000041439,16,Mfsd6,ensembl_havana,protein_coding,1,52695445,52766621,-
ENSMUSG00000026514,15,Cnih3,ensembl_havana,protein_coding,1,181180193,181288206,+
ENSMUSG00000026102,10,Inpp1,ensembl_havana,protein_coding,1,52824586,52856847,-
ENSMUSG00000050625,5,Ccdc121,ensembl_havana,protein_coding,1,181337198,181339016,-
ENSMUSG00000041426,13,Hibch,ensembl_havana,protein_coding,1,52884088,52960145,+
ENSMUSG00000026339,19,Ccdc93,ensembl_havana,protein_coding,1,121358778,121434189,+
ENSMUSG00000050534,9,Htr5b,ensembl_havana,protein_coding,1,121437571,121456194,-
ENSMUSG00000043629,13,1700019D03Rik,ensembl_havana,protein_coding,1,52961483,53059338,-
ENSMUSG00000026100,7,Mstn,ensembl_havana,protein_coding,1,53100799,53107238,+
ENSMUSG00000047369,18,Dnah14,ensembl_havana,protein_coding,1,181404124,181643339,+
ENSMUSG00000001674,12,Ddx18,ensembl_havana,protein_coding,1,121481564,121495718,-
ENSMUSG00000060715,10,1700019A02Rik,ensembl_havana,protein_coding,1,53197736,53226795,-
ENSMUSG00000026222,17,Sp100,ensembl_havana,protein_coding,1,85577709,85637719,+
ENSMUSG00000004880,12,Lbr,ensembl_havana,protein_coding,1,181642900,181670611,-
ENSMUSG00000052760,17,A630001G21Rik,ensembl_havana,protein_coding,1,85644804,85706364,-
ENSMUSG00000026098,14,Pms1,ensembl_havana,protein_coding,1,53228346,53336177,-
ENSMUSG00000026097,10,Ormdl1,ensembl_havana,protein_coding,1,53336254,53349468,+
ENSMUSG00000100679,2,Gm28778,havana,protein_coding,1,53336270,53357194,+
ENSMUSG00000036707,17,Cab39,ensembl_havana,protein_coding,1,85721162,85779297,+
ENSMUSG00000026223,16,Itm2c,ensembl_havana,protein_coding,1,85822002,85836396,+
ENSMUSG00000026224,12,4933407L21Rik,ensembl_havana,protein_coding,1,85856204,85868346,+
ENSMUSG00000049608,10,Gpr55,ensembl_havana,protein_coding,1,85866039,85888729,-
ENSMUSG00000026096,15,Osgepl1,ensembl_havana,protein_coding,1,53352783,53365502,+
ENSMUSG00000099913,2,Gm28551,havana,protein_coding,1,53364666,53391826,-
ENSMUSG00000036815,18,Dpp10,ensembl_havana,protein_coding,1,123249200,124773776,-
ENSMUSG00000026095,16,Asnsd1,ensembl_havana,protein_coding,1,53383776,53391911,-
ENSMUSG00000117809,2,Gm50478,havana,protein_coding,1,53387638,53391778,-
ENSMUSG00000026226,17,Spata3,ensembl_havana,protein_coding,1,85944538,85957680,+
ENSMUSG00000025920,20,Stau2,ensembl_havana,protein_coding,1,16298898,16590336,-
ENSMUSG00000026227,12,2810459M11Rik,ensembl_havana,protein_coding,1,85973585,85983178,+
ENSMUSG00000025939,20,Ube2w,ensembl_havana,protein_coding,1,16611014,16689713,-
ENSMUSG00000096141,3,Dnah7a,ensembl_havana,protein_coding,1,53436165,53745943,-
ENSMUSG00000026229,18,Psmd1,ensembl_havana,protein_coding,1,85992109,86066873,+
ENSMUSG00000026228,7,Htr2b,ensembl_havana,protein_coding,1,86026748,86039692,-
ENSMUSG00000094638,2,Gm21972,havana,protein_coding,1,86061359,86090510,+
ENSMUSG00000026094,15,Stk17b,ensembl_havana,protein_coding,1,53794665,53824383,-
ENSMUSG00000026341,17,Actr3,ensembl_havana,protein_coding,1,125320642,125363464,-
ENSMUSG00000079658,10,Eloc,ensembl_havana,protein_coding,1,16711949,16727266,-
ENSMUSG00000026342,11,Slc35f5,ensembl_havana,protein_coding,1,125488332,125523557,+
ENSMUSG00000025940,7,Tmem70,ensembl_havana,protein_coding,1,16735431,16748499,+
ENSMUSG00000026343,7,Gpr39,ensembl_havana,protein_coding,1,125604732,125801599,+
ENSMUSG00000025779,11,Ly96,ensembl_havana,protein_coding,1,16758275,16779835,+
ENSMUSG00000026344,10,Lypd1,ensembl_havana,protein_coding,1,125795359,125840838,-
ENSMUSG00000042686,6,Jph1,ensembl_havana,protein_coding,1,17034784,17168113,-
ENSMUSG00000025777,9,Gdap1,ensembl_havana,protein_coding,1,17215586,17234495,+
ENSMUSG00000042807,16,Hecw2,ensembl_havana,protein_coding,1,53846035,54234327,-
ENSMUSG00000067780,4,Pi15,ensembl_havana,protein_coding,1,17672125,17701163,+
ENSMUSG00000025776,14,Crispld1,ensembl_havana,protein_coding,1,17797269,17836568,+
ENSMUSG00000025983,12,Ccdc150,ensembl_havana,protein_coding,1,54289842,54407886,+
ENSMUSG00000025774,15,Crisp4,ensembl_havana,protein_coding,1,18185415,18216126,-
ENSMUSG00000073735,2,Defb18,ensembl_havana,protein_coding,1,18306697,18307667,-
ENSMUSG00000041303,8,Gtf3c3,ensembl_havana,protein_coding,1,54435163,54478130,-
ENSMUSG00000109809,2,Gm34066,havana,protein_coding,1,54482563,54495922,-
ENSMUSG00000049690,16,Nckap5,ensembl_havana,protein_coding,1,125841357,126758536,-
ENSMUSG00000067773,7,Defb41,ensembl_havana,protein_coding,1,18321204,18335362,-
ENSMUSG00000022995,17,Enah,ensembl_havana,protein_coding,1,181723949,181847555,-
ENSMUSG00000042596,8,Tfap2d,ensembl_havana,protein_coding,1,19173246,19236570,+
ENSMUSG00000073678,5,Pgap1,ensembl_havana,protein_coding,1,54512153,54596843,-
ENSMUSG00000026511,8,Srp9,ensembl_havana,protein_coding,1,181952302,181959972,+
ENSMUSG00000091013,4,Vmn1r1,ensembl_havana,protein_coding,1,181982269,181992051,-
ENSMUSG00000036155,14,Mgat5,ensembl_havana,protein_coding,1,127132752,127416073,+
ENSMUSG00000038633,6,Degs1,ensembl_havana,protein_coding,1,182103337,182110369,-
